"version","vdd_v","static_current_a","pdc_w","transient_avg_power_w","worst_power_w","notes"
"bjt2_sweep_ppa_rc120k_re3p9k_rb4p7m_c68n_cout10n_ch22p_r10k_c220p_ft250k","5","1.30273e-5","6.51365e-5","6.51724334e-5","6.51724334e-5","worst_power_w=max(pdc_w,pavg_w); transient average uses -i(vdd) from 50 ms to 100 ms after settling"
