"version","load_pf","midband_gain_db","lower_cutoff_hz","upper_cutoff_hz","low_rolloff_db_dec","high_rolloff_db_dec","passband_ripple_db","ac_nrmse","tran_nrmse","power_w","area_p","decision","notes"
"bjt3_sweep_coutalign_c10n","10","39.53342","10.599777411219","23386.595949948","49.2574424","-35.536614343381","3.3371051","0.160140782107","0.024391371531","1.658623061269e-4","2.648004751759e+8","accepted","Final COUT-aligned output-rebiased 3-stage BJT candidate; 10 pF loaded, no OPAMP fallback; AC nRMSE uses gain dB over 1 Hz to 1 MHz; transient nRMSE uses 2.5 V - 100*(vin-2.5) target from 50 ms to 100 ms; low slopes 0.316-3.162Hz=72.51 dB/dec and 1-10Hz=49.26 dB/dec; high slopes 10k-100k=-21.29 dB/dec, 20k-200k=-35.54 dB/dec, 100k-1Meg=-57.06 dB/dec"
