"version","load_pf","midband_gain_db","lower_cutoff_hz","upper_cutoff_hz","low_rolloff_db_dec","high_rolloff_100k_1meg_db_dec","passband_ripple_db","ac_nrmse","tran_nrmse","power_w","area_p","decision","notes"
"bjt2_sweep_ppa_rc120k_re3p9k_rb4p7m_c68n_cout10n_ch22p_r10k_c220p_ft250k","10","39.7601021","12.56994968","20409.38025254","40.9971","-80.5594","4.3965602","0.136319434501","0.023733677809","6.517243343856e-5","1.820824e+8","accepted","2BJT candidate meets the initial gain, bandwidth, output common-mode, transient swing, and far high-frequency rolloff gates; csv canonical directory was not writable; used results/ngspice/csv_tmp; raw canonical directory was not writable; used results/ngspice/raw_tmp; plot canonical directory was not writable; used results/ngspice/plots_tmp; output filter poles=72343.16 Hz and 69197.8 Hz"
