 frequency       onoise_spectrum inoise_spectrum
 1.02920053e+04  1.15473197e-06  1.31376604e-08 
 1.05925373e+04  1.14609617e-06  1.31137313e-08 
 1.09018449e+04  1.13724254e-06  1.30904470e-08 
 1.12201845e+04  1.12816131e-06  1.30677918e-08 
 1.15478198e+04  1.11884292e-06  1.30457501e-08 
 1.18850223e+04  1.10927811e-06  1.30243066e-08 
 1.22320712e+04  1.09945796e-06  1.30034467e-08 
 1.25892541e+04  1.08937391e-06  1.29831560e-08 
 1.29568670e+04  1.07901790e-06  1.29634203e-08 
 1.33352143e+04  1.06838234e-06  1.29442260e-08 
 1.37246096e+04  1.05746024e-06  1.29255597e-08 
 1.41253754e+04  1.04624524e-06  1.29074084e-08 
 1.45378439e+04  1.03473169e-06  1.28897595e-08 
 1.49623566e+04  1.02291470e-06  1.28726006e-08 
 1.53992653e+04  1.01079021e-06  1.28559197e-08 
 1.58489319e+04  9.98355072e-07  1.28397051e-08 
 1.63117291e+04  9.85607071e-07  1.28239455e-08 
 1.67880402e+04  9.72545017e-07  1.28086298e-08 
 1.72782598e+04  9.59168785e-07  1.27937473e-08 
 1.77827941e+04  9.45479366e-07  1.27792877e-08 
 1.83020611e+04  9.31478908e-07  1.27652408e-08 
 1.88364909e+04  9.17170760e-07  1.27515968e-08 
 1.93865264e+04  9.02559499e-07  1.27383463e-08 
 1.99526231e+04  8.87650954e-07  1.27254800e-08 
