 time            v(vin)          v(b1_collector) v(b2_collector) v(vout_drv)     v(vfilt1)       v(vout_final)   i(vdd)         
 0.00000000e+00  2.50000000e+00  4.52892610e+00  4.52892610e+00  2.50000000e+00  2.50000000e+00  2.50000000e+00 -1.32193872e-05 
 5.00000000e-08  2.50000031e+00  4.52892602e+00  4.52892611e+00  2.50000002e+00  2.50000000e+00  2.50000000e+00 -1.32193877e-05 
 1.00000000e-07  2.50000063e+00  4.52892587e+00  4.52892617e+00  2.50000007e+00  2.50000000e+00  2.50000000e+00 -1.32193886e-05 
 2.00000000e-07  2.50000126e+00  4.52892544e+00  4.52892638e+00  2.50000028e+00  2.50000000e+00  2.50000000e+00 -1.32193908e-05 
 4.00000000e-07  2.50000251e+00  4.52892376e+00  4.52892777e+00  2.50000167e+00  2.50000001e+00  2.50000000e+00 -1.32193936e-05 
 8.00000000e-07  2.50000503e+00  4.52891769e+00  4.52893721e+00  2.50001112e+00  2.50000027e+00  2.50000002e+00 -1.32193597e-05 
 1.60000000e-06  2.50001005e+00  4.52889738e+00  4.52899572e+00  2.50006962e+00  2.50000475e+00  2.50000076e+00 -1.32189751e-05 
 3.20000000e-06  2.50002010e+00  4.52883796e+00  4.52929524e+00  2.50036914e+00  2.50005934e+00  2.50001691e+00 -1.32165547e-05 
 6.40000000e-06  2.50004020e+00  4.52869141e+00  4.53044524e+00  2.50151908e+00  2.50048098e+00  2.50022471e+00 -1.32064320e-05 
 1.14000000e-05  2.50007157e+00  4.52844848e+00  4.53287953e+00  2.50395309e+00  2.50194684e+00  2.50125513e+00 -1.31843200e-05 
 1.64000000e-05  2.50010286e+00  4.52820585e+00  4.53545815e+00  2.50653119e+00  2.50403734e+00  2.50306446e+00 -1.31607473e-05 
 2.14000000e-05  2.50013406e+00  4.52796366e+00  4.53801129e+00  2.50908355e+00  2.50638970e+00  2.50530306e+00 -1.31374273e-05 
 2.64000000e-05  2.50016512e+00  4.52772221e+00  4.54054926e+00  2.51162048e+00  2.50884838e+00  2.50771554e+00 -1.31142533e-05 
 3.14000000e-05  2.50019601e+00  4.52748172e+00  4.54306844e+00  2.51413837e+00  2.51134399e+00  2.51019538e+00 -1.30912591e-05 
