 time            v(vin)          v(b1_collector) v(b2_collector) v(vout_drv)     v(vfilt1)       v(vout_final)   i(vdd)         
 0.00000000e+00  2.50000000e+00  4.44618444e+00  4.44618444e+00  2.50000000e+00  2.50000000e+00  2.50000000e+00 -1.30273249e-05 
 5.00000000e-08  2.50000031e+00  4.44618437e+00  4.44618446e+00  2.50000002e+00  2.50000000e+00  2.50000000e+00 -1.30273253e-05 
 1.00000000e-07  2.50000063e+00  4.44618423e+00  4.44618450e+00  2.50000006e+00  2.50000000e+00  2.50000000e+00 -1.30273260e-05 
 2.00000000e-07  2.50000126e+00  4.44618383e+00  4.44618469e+00  2.50000024e+00  2.50000000e+00  2.50000000e+00 -1.30273278e-05 
 4.00000000e-07  2.50000251e+00  4.44618226e+00  4.44618590e+00  2.50000146e+00  2.50000001e+00  2.50000000e+00 -1.30273307e-05 
 8.00000000e-07  2.50000503e+00  4.44617648e+00  4.44619432e+00  2.50000988e+00  2.50000024e+00  2.50000002e+00 -1.30273086e-05 
 1.60000000e-06  2.50001005e+00  4.44615678e+00  4.44624817e+00  2.50006373e+00  2.50000431e+00  2.50000069e+00 -1.30270217e-05 
 3.20000000e-06  2.50002010e+00  4.44609732e+00  4.44653885e+00  2.50035440e+00  2.50005624e+00  2.50001596e+00 -1.30250764e-05 
 6.40000000e-06  2.50004020e+00  4.44594527e+00  4.44774052e+00  2.50155600e+00  2.50048392e+00  2.50022447e+00 -1.30162375e-05 
 1.14000000e-05  2.50007157e+00  4.44568701e+00  4.45047559e+00  2.50429079e+00  2.50207033e+00  2.50132098e+00 -1.29953721e-05 
 1.64000000e-05  2.50010286e+00  4.44542769e+00  4.45350212e+00  2.50731674e+00  2.50444439e+00  2.50333804e+00 -1.29720579e-05 
 2.14000000e-05  2.50013406e+00  4.44516904e+00  4.45652424e+00  2.51033798e+00  2.50718456e+00  2.50591766e+00 -1.29487752e-05 
 2.64000000e-05  2.50016512e+00  4.44491113e+00  4.45952743e+00  2.51333998e+00  2.51007471e+00  2.50874263e+00 -1.29256459e-05 
 3.14000000e-05  2.50019601e+00  4.44465424e+00  4.46250955e+00  2.51632062e+00  2.51301980e+00  2.51166411e+00 -1.29026855e-05 
 3.64000000e-05  2.50022672e+00  4.44439863e+00  4.46546760e+00  2.51927689e+00  2.51597574e+00  2.51461584e+00 -1.28799174e-05 
 4.14000000e-05  2.50025720e+00  4.44414455e+00  4.46839877e+00  2.52220598e+00  2.51892183e+00  2.51756682e+00 -1.28573629e-05 
 4.64000000e-05  2.50028743e+00  4.44389226e+00  4.47130027e+00  2.52510512e+00  2.52184729e+00  2.52050197e+00 -1.28350433e-05 
 5.14000000e-05  2.50031737e+00  4.44364202e+00  4.47416938e+00  2.52797157e+00  2.52474589e+00  2.52341303e+00 -1.28129795e-05 
 5.64000000e-05  2.50034700e+00  4.44339408e+00  4.47700341e+00  2.53080267e+00  2.52761336e+00  2.52629490e+00 -1.27911920e-05 
 6.14000000e-05  2.50037629e+00  4.44314869e+00  4.47979975e+00  2.53359578e+00  2.53044634e+00  2.52914381e+00 -1.27697006e-05 
 6.64000000e-05  2.50040521e+00  4.44290611e+00  4.48255581e+00  2.53634835e+00  2.53324192e+00  2.53195665e+00 -1.27485249e-05 
 7.14000000e-05  2.50043372e+00  4.44266658e+00  4.48526909e+00  2.53905786e+00  2.53599740e+00  2.53473062e+00 -1.27276841e-05 
 7.64000000e-05  2.50046181e+00  4.44243035e+00  4.48793714e+00  2.54172187e+00  2.53871020e+00  2.53746310e+00 -1.27071966e-05 
 8.14000000e-05  2.50048944e+00  4.44219767e+00  4.49055756e+00  2.54433798e+00  2.54137784e+00  2.54015156e+00 -1.26870807e-05 
 8.64000000e-05  2.50051659e+00  4.44196877e+00  4.49312801e+00  2.54690388e+00  2.54399792e+00  2.54279356e+00 -1.26673538e-05 
 9.14000000e-05  2.50054323e+00  4.44174389e+00  4.49564624e+00  2.54941729e+00  2.54656810e+00  2.54538674e+00 -1.26480332e-05 
 9.64000000e-05  2.50056934e+00  4.44152328e+00  4.49811003e+00  2.55187602e+00  2.54908611e+00  2.54792879e+00 -1.26291353e-05 
 1.01400000e-04  2.50059488e+00  4.44130715e+00  4.50051726e+00  2.55427793e+00  2.55154974e+00  2.55041747e+00 -1.26106763e-05 
 1.06400000e-04  2.50061983e+00  4.44109573e+00  4.50286584e+00  2.55662097e+00  2.55395685e+00  2.55285062e+00 -1.25926717e-05 
 1.11400000e-04  2.50064418e+00  4.44088925e+00  4.50515378e+00  2.55890313e+00  2.55630537e+00  2.55522613e+00 -1.25751365e-05 
 1.16400000e-04  2.50066788e+00  4.44068793e+00  4.50737913e+00  2.56112249e+00  2.55859330e+00  2.55754197e+00 -1.25580851e-05 
 1.21400000e-04  2.50069093e+00  4.44049198e+00  4.50954005e+00  2.56327718e+00  2.56081869e+00  2.55979616e+00 -1.25415315e-05 
 1.26400000e-04  2.50071330e+00  4.44030160e+00  4.51163471e+00  2.56536541e+00  2.56297969e+00  2.56198682e+00 -1.25254891e-05 
