 time            v(vin)          v(b1_collector) v(b2_collector) v(vout_drv)     v(vfilt1)       v(vout_final)   i(vdd)         
 0.00000000e+00  2.50000000e+00  4.47501145e+00  4.47501145e+00  2.50000000e+00  2.50000000e+00  2.50000000e+00 -2.47946577e-05 
 5.00000000e-08  2.50000031e+00  4.47501139e+00  4.47501146e+00  2.50000001e+00  2.50000000e+00  2.50000000e+00 -2.47946580e-05 
 1.00000000e-07  2.50000063e+00  4.47501127e+00  4.47501149e+00  2.50000004e+00  2.50000000e+00  2.50000000e+00 -2.47946586e-05 
 2.00000000e-07  2.50000126e+00  4.47501094e+00  4.47501161e+00  2.50000017e+00  2.50000000e+00  2.50000000e+00 -2.47946603e-05 
 4.00000000e-07  2.50000251e+00  4.47500963e+00  4.47501245e+00  2.50000100e+00  2.50000003e+00  2.50000000e+00 -2.47946642e-05 
 8.00000000e-07  2.50000503e+00  4.47500482e+00  4.47501824e+00  2.50000680e+00  2.50000045e+00  2.50000004e+00 -2.47946559e-05 
 1.60000000e-06  2.50001005e+00  4.47498833e+00  4.47505546e+00  2.50004402e+00  2.50000583e+00  2.50000096e+00 -2.47944819e-05 
 3.20000000e-06  2.50002010e+00  4.47493813e+00  4.47525778e+00  2.50024633e+00  2.50005803e+00  2.50001694e+00 -2.47932025e-05 
 6.40000000e-06  2.50004020e+00  4.47480853e+00  4.47610185e+00  2.50109036e+00  2.50041489e+00  2.50019706e+00 -2.47871875e-05 
 1.14000000e-05  2.50007157e+00  4.47458691e+00  4.47804004e+00  2.50302834e+00  2.50161723e+00  2.50105019e+00 -2.47727294e-05 
 1.64000000e-05  2.50010286e+00  4.47436403e+00  4.48019678e+00  2.50518467e+00  2.50334600e+00  2.50254126e+00 -2.47564390e-05 
 2.14000000e-05  2.50013406e+00  4.47414187e+00  4.48235411e+00  2.50734137e+00  2.50531692e+00  2.50440605e+00 -2.47401376e-05 
 2.64000000e-05  2.50016512e+00  4.47392041e+00  4.48449949e+00  2.50948591e+00  2.50738706e+00  2.50643307e+00 -2.47239309e-05 
 3.14000000e-05  2.50019601e+00  4.47369992e+00  4.48663156e+00  2.51161693e+00  2.50949332e+00  2.50852382e+00 -2.47078282e-05 
 3.64000000e-05  2.50022672e+00  4.47348061e+00  4.48874815e+00  2.51373225e+00  2.51160676e+00  2.51063446e+00 -2.46918460e-05 
 4.14000000e-05  2.50025720e+00  4.47326270e+00  4.49084723e+00  2.51582985e+00  2.51371363e+00  2.51274460e+00 -2.46759997e-05 
 4.64000000e-05  2.50028743e+00  4.47304641e+00  4.49292677e+00  2.51790771e+00  2.51580678e+00  2.51484419e+00 -2.46603044e-05 
 5.14000000e-05  2.50031737e+00  4.47283195e+00  4.49498479e+00  2.51996383e+00  2.51788196e+00  2.51692771e+00 -2.46447749e-05 
 5.64000000e-05  2.50034700e+00  4.47261954e+00  4.49701933e+00  2.52199628e+00  2.51993619e+00  2.51899163e+00 -2.46294261e-05 
 6.14000000e-05  2.50037629e+00  4.47240939e+00  4.49902847e+00  2.52400311e+00  2.52196711e+00  2.52103332e+00 -2.46142722e-05 
 6.64000000e-05  2.50040521e+00  4.47220172e+00  4.50101030e+00  2.52598245e+00  2.52397260e+00  2.52305055e+00 -2.45993274e-05 
 7.14000000e-05  2.50043372e+00  4.47199673e+00  4.50296298e+00  2.52793243e+00  2.52595070e+00  2.52504128e+00 -2.45846057e-05 
 7.64000000e-05  2.50046181e+00  4.47179464e+00  4.50488469e+00  2.52985125e+00  2.52789950e+00  2.52700359e+00 -2.45701206e-05 
 8.14000000e-05  2.50048944e+00  4.47159566e+00  4.50677363e+00  2.53173711e+00  2.52981718e+00  2.52893562e+00 -2.45558854e-05 
 8.64000000e-05  2.50051659e+00  4.47139997e+00  4.50862808e+00  2.53358829e+00  2.53170196e+00  2.53083557e+00 -2.45419130e-05 
 9.14000000e-05  2.50054323e+00  4.47120778e+00  4.51044631e+00  2.53540308e+00  2.53355209e+00  2.53270167e+00 -2.45282161e-05 
 9.64000000e-05  2.50056934e+00  4.47101930e+00  4.51222668e+00  2.53717982e+00  2.53536588e+00  2.53453221e+00 -2.45148071e-05 
 1.01400000e-04  2.50059488e+00  4.47083470e+00  4.51396757e+00  2.53891690e+00  2.53714165e+00  2.53632550e+00 -2.45016980e-05 
 1.06400000e-04  2.50061983e+00  4.47065419e+00  4.51566740e+00  2.54061275e+00  2.53887781e+00  2.53807991e+00 -2.44889004e-05 
 1.11400000e-04  2.50064418e+00  4.47047794e+00  4.51732464e+00  2.54226585e+00  2.54057278e+00  2.53979385e+00 -2.44764256e-05 
 1.16400000e-04  2.50066788e+00  4.47030614e+00  4.51893781e+00  2.54387471e+00  2.54222504e+00  2.54146579e+00 -2.44642846e-05 
 1.21400000e-04  2.50069093e+00  4.47013897e+00  4.52050547e+00  2.54543790e+00  2.54383310e+00  2.54309421e+00 -2.44524880e-05 
 1.26400000e-04  2.50071330e+00  4.46997659e+00  4.52202623e+00  2.54695405e+00  2.54539554e+00  2.54467766e+00 -2.44410460e-05 
 1.31400000e-04  2.50073496e+00  4.46981918e+00  4.52349876e+00  2.54842181e+00  2.54691097e+00  2.54621474e+00 -2.44299686e-05 
 1.36400000e-04  2.50075590e+00  4.46966690e+00  4.52492176e+00  2.54983989e+00  2.54837806e+00  2.54770409e+00 -2.44192652e-05 
 1.41400000e-04  2.50077609e+00  4.46951991e+00  4.52629398e+00  2.55120706e+00  2.54979552e+00  2.54914440e+00 -2.44089449e-05 
 1.46400000e-04  2.50079552e+00  4.46937836e+00  4.52761424e+00  2.55252213e+00  2.55116210e+00  2.55053441e+00 -2.43990166e-05 
 1.51400000e-04  2.50081416e+00  4.46924239e+00  4.52888138e+00  2.55378397e+00  2.55247663e+00  2.55187291e+00 -2.43894886e-05 
 1.56400000e-04  2.50083199e+00  4.46911215e+00  4.53009433e+00  2.55499147e+00  2.55373796e+00  2.55315873e+00 -2.43803690e-05 
 1.61400000e-04  2.50084901e+00  4.46898778e+00  4.53125204e+00  2.55614362e+00  2.55494502e+00  2.55439077e+00 -2.43716652e-05 
 1.66400000e-04  2.50086519e+00  4.46886941e+00  4.53235351e+00  2.55723942e+00  2.55609675e+00  2.55556797e+00 -2.43633846e-05 
 1.71400000e-04  2.50088051e+00  4.46875715e+00  4.53339781e+00  2.55827795e+00  2.55719219e+00  2.55668932e+00 -2.43555341e-05 
