 frequency       onoise_spectrum inoise_spectrum
 4.46683592e+04  8.23295700e-07  2.79517906e-08 
 4.59726989e+04  7.88960278e-07  2.79052567e-08 
 4.73151259e+04  7.55283170e-07  2.78626782e-08 
 4.86967525e+04  7.22304533e-07  2.78241303e-08 
 5.01187234e+04  6.90061869e-07  2.77896969e-08 
 5.15822165e+04  6.58589785e-07  2.77594717e-08 
 5.30884444e+04  6.27919781e-07  2.77335584e-08 
 5.46386550e+04  5.98080073e-07  2.77120718e-08 
 5.62341325e+04  5.69095450e-07  2.76951384e-08 
 5.78761988e+04  5.40987173e-07  2.76828969e-08 
 5.95662144e+04  5.13772902e-07  2.76754995e-08 
 6.13055792e+04  4.87466668e-07  2.76731126e-08 
 6.30957344e+04  4.62078878e-07  2.76759178e-08 
 6.49381632e+04  4.37616354e-07  2.76841129e-08 
 6.68343918e+04  4.14082405e-07  2.76979133e-08 
 6.87859912e+04  3.91476934e-07  2.77175531e-08 
 7.07945784e+04  3.69796567e-07  2.77432863e-08 
 7.28618175e+04  3.49034813e-07  2.77753888e-08 
 7.49894209e+04  3.29182242e-07  2.78141592e-08 
 7.71791516e+04  3.10226682e-07  2.78599213e-08 
 7.94328235e+04  2.92153431e-07  2.79130252e-08 
 8.17523038e+04  2.74945481e-07  2.79738499e-08 
 8.41395142e+04  2.58583748e-07  2.80428049e-08 
 8.65964323e+04  2.43047308e-07  2.81203330e-08 
 8.91250938e+04  2.28313632e-07  2.82069120e-08 
 9.17275935e+04  2.14358821e-07  2.83030582e-08 
 9.44060876e+04  2.01157834e-07  2.84093285e-08 
 9.71627952e+04  1.88684711e-07  2.85263238e-08 
 1.00000000e+05  1.76912783e-07  2.86546918e-08 
 1.02920053e+05  1.65814881e-07  2.87951309e-08 
 1.05925373e+05  1.55363516e-07  2.89483934e-08 
 1.09018449e+05  1.45531062e-07  2.91152894e-08 
 1.12201845e+05  1.36289916e-07  2.92966910e-08 
 1.15478198e+05  1.27612643e-07  2.94935365e-08 
 1.18850223e+05  1.19472112e-07  2.97068349e-08 
 1.22320712e+05  1.11841610e-07  2.99376706e-08 
 1.25892541e+05  1.04694950e-07  3.01872083e-08 
 1.29568670e+05  9.80065522e-08  3.04566985e-08 
