 frequency       gain_vv         gain_db         phase_deg      
 1.00000000e+00  1.80635101e+00  5.13604294e+00 -1.98559417e+00 
 1.04712855e+00  1.87683452e+00  5.46851965e+00 -2.00284281e+00 
 1.09647820e+00  1.94887257e+00  5.79566887e+00 -2.02061485e+00 
 1.14815362e+00  2.02236005e+00  6.11716955e+00 -2.03890306e+00 
 1.20226443e+00  2.09717583e+00  6.43269686e+00 -2.05769727e+00 
 1.25892541e+00  2.17318266e+00  6.74192462e+00 -2.07698420e+00 
 1.31825674e+00  2.25022738e+00  7.04452811e+00 -2.09674734e+00 
 1.38038426e+00  2.32814140e+00  7.34018707e+00 -2.11696684e+00 
 1.44543977e+00  2.40674151e+00  7.62858899e+00 -2.13761944e+00 
 1.51356125e+00  2.48583117e+00  7.90943260e+00 -2.15867847e+00 
 1.58489319e+00  2.56520202e+00  8.18243147e+00 -2.18011387e+00 
 1.65958691e+00  2.64463586e+00  8.44731764e+00 -2.20189231e+00 
 1.73780083e+00  2.72390692e+00  8.70384527e+00 -2.22397737e+00 
 1.81970086e+00  2.80278450e+00  8.95179414e+00 -2.24632973e+00 
 1.90546072e+00  2.88103573e+00  9.19097290e+00 -2.26890746e+00 
 1.99526231e+00  2.95842867e+00  9.42122204e+00 -2.29166642e+00 
 2.08929613e+00  3.03473534e+00  9.64241644e+00 -2.31456059e+00 
 2.18776162e+00  3.10973491e+00  9.85446738e+00 -2.33754257e+00 
 2.29086765e+00  3.18321667e+00  1.00573240e+01 -2.36056404e+00 
 2.39883292e+00  3.25498292e+00  1.02509743e+01 -2.38357625e+00 
 2.51188643e+00  3.32485148e+00  1.04354450e+01 -2.40653056e+00 
 2.63026799e+00  3.39265796e+00  1.06108015e+01 -2.42937893e+00 
 2.75422870e+00  3.45825754e+00  1.07771466e+01 -2.45207444e+00 
 2.88403150e+00  3.52152631e+00  1.09346187e+01 -2.47457172e+00 
 3.01995172e+00  3.58236215e+00  1.10833898e+01 -2.49682742e+00 
 3.16227766e+00  3.64068512e+00  1.12236624e+01 -2.51880059e+00 
 3.31131121e+00  3.69643731e+00  1.13556669e+01 -2.54045297e+00 
 3.46736850e+00  3.74958240e+00  1.14796581e+01 -2.56174927e+00 
 3.63078055e+00  3.80010467e+00  1.15959112e+01 -2.58265740e+00 
 3.80189396e+00  3.84800776e+00  1.17047188e+01 -2.60314858e+00 
 3.98107171e+00  3.89331320e+00  1.18063868e+01 -2.62319744e+00 
 4.16869383e+00  3.93605863e+00  1.19012312e+01 -2.64278200e+00 
 4.36515832e+00  3.97629600e+00  1.19895741e+01 -2.66188369e+00 
 4.57088190e+00  4.01408964e+00  1.20717413e+01 -2.68048724e+00 
 4.78630092e+00  4.04951429e+00  1.21480587e+01 -2.69858059e+00 
 5.01187234e+00  4.08265329e+00  1.22188500e+01 -2.71615468e+00 
 5.24807460e+00  4.11359669e+00  1.22844342e+01 -2.73320335e+00 
 5.49540874e+00  4.14243960e+00  1.23451237e+01 -2.74972308e+00 
 5.75439937e+00  4.16928059e+00  1.24012225e+01 -2.76571280e+00 
 6.02559586e+00  4.19422030e+00  1.24530248e+01 -2.78117370e+00 
 6.30957344e+00  4.21736018e+00  1.25008139e+01 -2.79610898e+00 
 6.60693448e+00  4.23880138e+00  1.25448613e+01 -2.81052363e+00 
 6.91830971e+00  4.25864383e+00  1.25854264e+01 -2.82442423e+00 
 7.24435960e+00  4.27698544e+00  1.26227554e+01 -2.83781876e+00 
 7.58577575e+00  4.29392148e+00  1.26570820e+01 -2.85071636e+00 
 7.94328235e+00  4.30954404e+00  1.26886265e+01 -2.86312722e+00 
 8.31763771e+00  4.32394167e+00  1.27175965e+01 -2.87506234e+00 
 8.70963590e+00  4.33719906e+00  1.27441871e+01 -2.88653341e+00 
 9.12010839e+00  4.34939687e+00  1.27685808e+01 -2.89755268e+00 
 9.54992586e+00  4.36061161e+00  1.27909481e+01 -2.90813278e+00 
 1.00000000e+01  4.37091557e+00  1.28114484e+01 -2.91828667e+00 
 1.04712855e+01  4.38037687e+00  1.28302295e+01 -2.92802751e+00 
 1.09647820e+01  4.38905945e+00  1.28474293e+01 -2.93736854e+00 
 1.14815362e+01  4.39702324e+00  1.28631752e+01 -2.94632304e+00 
 1.20226443e+01  4.40432423e+00  1.28775857e+01 -2.95490426e+00 
 1.25892541e+01  4.41101462e+00  1.28907700e+01 -2.96312533e+00 
 1.31825674e+01  4.41714299e+00  1.29028292e+01 -2.97099923e+00 
 1.38038426e+01  4.42275445e+00  1.29138566e+01 -2.97853875e+00 
 1.44543977e+01  4.42789086e+00  1.29239382e+01 -2.98575646e+00 
 1.51356125e+01  4.43259095e+00  1.29331531e+01 -2.99266464e+00 
 1.58489319e+01  4.43689057e+00  1.29415743e+01 -2.99927531e+00 
 1.65958691e+01  4.44082279e+00  1.29492689e+01 -3.00560017e+00 
 1.73780083e+01  4.44441815e+00  1.29562982e+01 -3.01165061e+00 
 1.81970086e+01  4.44770478e+00  1.29627191e+01 -3.01743769e+00 
 1.90546072e+01  4.45070859e+00  1.29685832e+01 -3.02297213e+00 
 1.99526231e+01  4.45345341e+00  1.29739383e+01 -3.02826430e+00 
 2.08929613e+01  4.45596115e+00  1.29788279e+01 -3.03332426e+00 
 2.18776162e+01  4.45825193e+00  1.29832921e+01 -3.03816168e+00 
