 time            v(vin)          v(b1_base)      v(b1_emitter)   v(b1_collector) v(b1_out)      
 7.31428000e-03  2.50091954e+00  1.13012397e+00  3.36363530e-01  3.36171944e+00  3.36171944e+00 
 7.31528000e-03  2.50091705e+00  1.13012146e+00  3.36361226e-01  3.36173065e+00  3.36173065e+00 
 7.31628000e-03  2.50091453e+00  1.13011893e+00  3.36358889e-01  3.36174203e+00  3.36174203e+00 
 7.31728000e-03  2.50091197e+00  1.13011636e+00  3.36356518e-01  3.36175356e+00  3.36175356e+00 
 7.31828000e-03  2.50090938e+00  1.13011375e+00  3.36354114e-01  3.36176525e+00  3.36176525e+00 
 7.31928000e-03  2.50090674e+00  1.13011110e+00  3.36351678e-01  3.36177711e+00  3.36177711e+00 
 7.32028000e-03  2.50090408e+00  1.13010842e+00  3.36349208e-01  3.36178912e+00  3.36178912e+00 
 7.32128000e-03  2.50090137e+00  1.13010571e+00  3.36346705e-01  3.36180130e+00  3.36180130e+00 
 7.32228000e-03  2.50089863e+00  1.13010295e+00  3.36344170e-01  3.36181363e+00  3.36181363e+00 
 7.32328000e-03  2.50089586e+00  1.13010017e+00  3.36341602e-01  3.36182612e+00  3.36182612e+00 
 7.32428000e-03  2.50089305e+00  1.13009735e+00  3.36339001e-01  3.36183878e+00  3.36183878e+00 
 7.32528000e-03  2.50089021e+00  1.13009449e+00  3.36336368e-01  3.36185159e+00  3.36185159e+00 
 7.32628000e-03  2.50088733e+00  1.13009160e+00  3.36333703e-01  3.36186455e+00  3.36186455e+00 
 7.32728000e-03  2.50088441e+00  1.13008867e+00  3.36331005e-01  3.36187768e+00  3.36187768e+00 
 7.32828000e-03  2.50088146e+00  1.13008571e+00  3.36328275e-01  3.36189096e+00  3.36189096e+00 
 7.32928000e-03  2.50087848e+00  1.13008271e+00  3.36325514e-01  3.36190439e+00  3.36190439e+00 
 7.33028000e-03  2.50087546e+00  1.13007968e+00  3.36322720e-01  3.36191798e+00  3.36191798e+00 
 7.33128000e-03  2.50087240e+00  1.13007661e+00  3.36319894e-01  3.36193173e+00  3.36193173e+00 
 7.33228000e-03  2.50086932e+00  1.13007351e+00  3.36317037e-01  3.36194563e+00  3.36194563e+00 
 7.33328000e-03  2.50086619e+00  1.13007037e+00  3.36314149e-01  3.36195968e+00  3.36195968e+00 
 7.33428000e-03  2.50086304e+00  1.13006721e+00  3.36311228e-01  3.36197389e+00  3.36197389e+00 
 7.33528000e-03  2.50085985e+00  1.13006400e+00  3.36308277e-01  3.36198825e+00  3.36198825e+00 
 7.33628000e-03  2.50085662e+00  1.13006077e+00  3.36305294e-01  3.36200276e+00  3.36200276e+00 
 7.33728000e-03  2.50085336e+00  1.13005749e+00  3.36302280e-01  3.36201742e+00  3.36201742e+00 
 7.33828000e-03  2.50085007e+00  1.13005419e+00  3.36299235e-01  3.36203224e+00  3.36203224e+00 
 7.33928000e-03  2.50084674e+00  1.13005085e+00  3.36296159e-01  3.36204720e+00  3.36204720e+00 
 7.34028000e-03  2.50084338e+00  1.13004748e+00  3.36293053e-01  3.36206231e+00  3.36206231e+00 
 7.34128000e-03  2.50083999e+00  1.13004408e+00  3.36289915e-01  3.36207758e+00  3.36207758e+00 
 7.34228000e-03  2.50083657e+00  1.13004064e+00  3.36286748e-01  3.36209299e+00  3.36209299e+00 
 7.34328000e-03  2.50083311e+00  1.13003717e+00  3.36283550e-01  3.36210854e+00  3.36210854e+00 
 7.34428000e-03  2.50082961e+00  1.13003366e+00  3.36280321e-01  3.36212425e+00  3.36212425e+00 
 7.34528000e-03  2.50082609e+00  1.13003013e+00  3.36277063e-01  3.36214010e+00  3.36214010e+00 
 7.34628000e-03  2.50082253e+00  1.13002656e+00  3.36273774e-01  3.36215610e+00  3.36215610e+00 
 7.34728000e-03  2.50081894e+00  1.13002296e+00  3.36270456e-01  3.36217225e+00  3.36217225e+00 
 7.34828000e-03  2.50081532e+00  1.13001932e+00  3.36267108e-01  3.36218853e+00  3.36218853e+00 
 7.34928000e-03  2.50081167e+00  1.13001566e+00  3.36263730e-01  3.36220497e+00  3.36220497e+00 
 7.35028000e-03  2.50080798e+00  1.13001196e+00  3.36260323e-01  3.36222154e+00  3.36222154e+00 
 7.35128000e-03  2.50080426e+00  1.13000823e+00  3.36256887e-01  3.36223826e+00  3.36223826e+00 
 7.35228000e-03  2.50080051e+00  1.13000447e+00  3.36253421e-01  3.36225512e+00  3.36225512e+00 
 7.35328000e-03  2.50079673e+00  1.13000068e+00  3.36249926e-01  3.36227212e+00  3.36227212e+00 
 7.35428000e-03  2.50079292e+00  1.12999685e+00  3.36246402e-01  3.36228927e+00  3.36228927e+00 
 7.35528000e-03  2.50078908e+00  1.12999300e+00  3.36242850e-01  3.36230655e+00  3.36230655e+00 
 7.35628000e-03  2.50078520e+00  1.12998911e+00  3.36239269e-01  3.36232397e+00  3.36232397e+00 
 7.35728000e-03  2.50078129e+00  1.12998519e+00  3.36235659e-01  3.36234153e+00  3.36234153e+00 
 7.35828000e-03  2.50077736e+00  1.12998125e+00  3.36232021e-01  3.36235923e+00  3.36235923e+00 
 7.35928000e-03  2.50077339e+00  1.12997727e+00  3.36228355e-01  3.36237707e+00  3.36237707e+00 
 7.36028000e-03  2.50076939e+00  1.12997326e+00  3.36224660e-01  3.36239504e+00  3.36239504e+00 
 7.36128000e-03  2.50076536e+00  1.12996922e+00  3.36220938e-01  3.36241315e+00  3.36241315e+00 
 7.36228000e-03  2.50076130e+00  1.12996515e+00  3.36217188e-01  3.36243139e+00  3.36243139e+00 
 7.36328000e-03  2.50075721e+00  1.12996105e+00  3.36213410e-01  3.36244977e+00  3.36244977e+00 
 7.36428000e-03  2.50075310e+00  1.12995692e+00  3.36209605e-01  3.36246828e+00  3.36246828e+00 
 7.36528000e-03  2.50074895e+00  1.12995276e+00  3.36205773e-01  3.36248693e+00  3.36248693e+00 
 7.36628000e-03  2.50074477e+00  1.12994857e+00  3.36201913e-01  3.36250571e+00  3.36250571e+00 
 7.36728000e-03  2.50074056e+00  1.12994435e+00  3.36198026e-01  3.36252462e+00  3.36252462e+00 
 7.36828000e-03  2.50073632e+00  1.12994011e+00  3.36194112e-01  3.36254366e+00  3.36254366e+00 
 7.36928000e-03  2.50073206e+00  1.12993583e+00  3.36190172e-01  3.36256282e+00  3.36256282e+00 
 7.37028000e-03  2.50072776e+00  1.12993152e+00  3.36186205e-01  3.36258212e+00  3.36258212e+00 
 7.37128000e-03  2.50072344e+00  1.12992719e+00  3.36182212e-01  3.36260155e+00  3.36260155e+00 
 7.37228000e-03  2.50071909e+00  1.12992283e+00  3.36178192e-01  3.36262111e+00  3.36262111e+00 
 7.37328000e-03  2.50071471e+00  1.12991844e+00  3.36174147e-01  3.36264079e+00  3.36264079e+00 
 7.37428000e-03  2.50071030e+00  1.12991402e+00  3.36170075e-01  3.36266060e+00  3.36266060e+00 
 7.37528000e-03  2.50070586e+00  1.12990957e+00  3.36165978e-01  3.36268053e+00  3.36268053e+00 
 7.37628000e-03  2.50070140e+00  1.12990510e+00  3.36161855e-01  3.36270059e+00  3.36270059e+00 
 7.37728000e-03  2.50069690e+00  1.12990059e+00  3.36157706e-01  3.36272077e+00  3.36272077e+00 
 7.37828000e-03  2.50069238e+00  1.12989607e+00  3.36153532e-01  3.36274108e+00  3.36274108e+00 
 7.37928000e-03  2.50068784e+00  1.12989151e+00  3.36149333e-01  3.36276150e+00  3.36276150e+00 
 7.38028000e-03  2.50068326e+00  1.12988692e+00  3.36145110e-01  3.36278205e+00  3.36278205e+00 
 7.38128000e-03  2.50067866e+00  1.12988231e+00  3.36140861e-01  3.36280272e+00  3.36280272e+00 
 7.38228000e-03  2.50067403e+00  1.12987768e+00  3.36136588e-01  3.36282351e+00  3.36282351e+00 
 7.38328000e-03  2.50066938e+00  1.12987301e+00  3.36132290e-01  3.36284442e+00  3.36284442e+00 
 7.38428000e-03  2.50066470e+00  1.12986832e+00  3.36127968e-01  3.36286545e+00  3.36286545e+00 
 7.38528000e-03  2.50065999e+00  1.12986360e+00  3.36123622e-01  3.36288659e+00  3.36288659e+00 
 7.38628000e-03  2.50065526e+00  1.12985886e+00  3.36119252e-01  3.36290785e+00  3.36290785e+00 
 7.38728000e-03  2.50065050e+00  1.12985409e+00  3.36114858e-01  3.36292923e+00  3.36292923e+00 
 7.38828000e-03  2.50064571e+00  1.12984930e+00  3.36110441e-01  3.36295072e+00  3.36295072e+00 
 7.38928000e-03  2.50064090e+00  1.12984448e+00  3.36106000e-01  3.36297232e+00  3.36297232e+00 
 7.39028000e-03  2.50063607e+00  1.12983963e+00  3.36101536e-01  3.36299404e+00  3.36299404e+00 
 7.39128000e-03  2.50063121e+00  1.12983476e+00  3.36097049e-01  3.36301587e+00  3.36301587e+00 
 7.39228000e-03  2.50062632e+00  1.12982987e+00  3.36092539e-01  3.36303781e+00  3.36303781e+00 
 7.39328000e-03  2.50062141e+00  1.12982495e+00  3.36088006e-01  3.36305986e+00  3.36305986e+00 
 7.39428000e-03  2.50061648e+00  1.12982001e+00  3.36083451e-01  3.36308203e+00  3.36308203e+00 
 7.39528000e-03  2.50061152e+00  1.12981504e+00  3.36078873e-01  3.36310430e+00  3.36310430e+00 
 7.39628000e-03  2.50060653e+00  1.12981005e+00  3.36074273e-01  3.36312667e+00  3.36312667e+00 
 7.39728000e-03  2.50060153e+00  1.12980503e+00  3.36069651e-01  3.36314916e+00  3.36314916e+00 
 7.39828000e-03  2.50059649e+00  1.12979999e+00  3.36065008e-01  3.36317175e+00  3.36317175e+00 
 7.39928000e-03  2.50059144e+00  1.12979493e+00  3.36060343e-01  3.36319445e+00  3.36319445e+00 
 7.40028000e-03  2.50058636e+00  1.12978984e+00  3.36055656e-01  3.36321725e+00  3.36321725e+00 
 7.40128000e-03  2.50058126e+00  1.12978473e+00  3.36050948e-01  3.36324015e+00  3.36324015e+00 
 7.40228000e-03  2.50057614e+00  1.12977960e+00  3.36046219e-01  3.36326316e+00  3.36326316e+00 
 7.40328000e-03  2.50057099e+00  1.12977444e+00  3.36041469e-01  3.36328627e+00  3.36328627e+00 
 7.40428000e-03  2.50056582e+00  1.12976927e+00  3.36036698e-01  3.36330948e+00  3.36330948e+00 
 7.40528000e-03  2.50056063e+00  1.12976407e+00  3.36031907e-01  3.36333278e+00  3.36333278e+00 
 7.40628000e-03  2.50055541e+00  1.12975885e+00  3.36027096e-01  3.36335619e+00  3.36335619e+00 
 7.40728000e-03  2.50055018e+00  1.12975360e+00  3.36022264e-01  3.36337970e+00  3.36337970e+00 
 7.40828000e-03  2.50054492e+00  1.12974834e+00  3.36017413e-01  3.36340330e+00  3.36340330e+00 
 7.40928000e-03  2.50053964e+00  1.12974305e+00  3.36012542e-01  3.36342700e+00  3.36342700e+00 
 7.41028000e-03  2.50053434e+00  1.12973774e+00  3.36007651e-01  3.36345079e+00  3.36345079e+00 
 7.41128000e-03  2.50052902e+00  1.12973241e+00  3.36002741e-01  3.36347468e+00  3.36347468e+00 
 7.41228000e-03  2.50052368e+00  1.12972706e+00  3.35997811e-01  3.36349866e+00  3.36349866e+00 
 7.41328000e-03  2.50051831e+00  1.12972169e+00  3.35992863e-01  3.36352274e+00  3.36352274e+00 
 7.41428000e-03  2.50051293e+00  1.12971630e+00  3.35987896e-01  3.36354690e+00  3.36354690e+00 
 7.41528000e-03  2.50050753e+00  1.12971089e+00  3.35982910e-01  3.36357116e+00  3.36357116e+00 
 7.41628000e-03  2.50050210e+00  1.12970546e+00  3.35977906e-01  3.36359550e+00  3.36359550e+00 
 7.41728000e-03  2.50049666e+00  1.12970001e+00  3.35972884e-01  3.36361993e+00  3.36361993e+00 
 7.41828000e-03  2.50049120e+00  1.12969454e+00  3.35967844e-01  3.36364446e+00  3.36364446e+00 
 7.41928000e-03  2.50048571e+00  1.12968905e+00  3.35962786e-01  3.36366906e+00  3.36366906e+00 
 7.42028000e-03  2.50048021e+00  1.12968354e+00  3.35957710e-01  3.36369376e+00  3.36369376e+00 
 7.42128000e-03  2.50047469e+00  1.12967801e+00  3.35952617e-01  3.36371853e+00  3.36371853e+00 
 7.42228000e-03  2.50046915e+00  1.12967247e+00  3.35947507e-01  3.36374339e+00  3.36374339e+00 
 7.42328000e-03  2.50046359e+00  1.12966690e+00  3.35942380e-01  3.36376834e+00  3.36376834e+00 
 7.42428000e-03  2.50045802e+00  1.12966132e+00  3.35937236e-01  3.36379336e+00  3.36379336e+00 
 7.42528000e-03  2.50045242e+00  1.12965572e+00  3.35932076e-01  3.36381847e+00  3.36381847e+00 
 7.42628000e-03  2.50044681e+00  1.12965010e+00  3.35926899e-01  3.36384366e+00  3.36384366e+00 
 7.42728000e-03  2.50044118e+00  1.12964446e+00  3.35921706e-01  3.36386892e+00  3.36386892e+00 
 7.42828000e-03  2.50043553e+00  1.12963881e+00  3.35916497e-01  3.36389426e+00  3.36389426e+00 
 7.42928000e-03  2.50042987e+00  1.12963314e+00  3.35911272e-01  3.36391968e+00  3.36391968e+00 
 7.43028000e-03  2.50042419e+00  1.12962745e+00  3.35906032e-01  3.36394518e+00  3.36394518e+00 
 7.43128000e-03  2.50041849e+00  1.12962175e+00  3.35900776e-01  3.36397074e+00  3.36397074e+00 
 7.43228000e-03  2.50041277e+00  1.12961603e+00  3.35895505e-01  3.36399639e+00  3.36399639e+00 
 7.43328000e-03  2.50040704e+00  1.12961029e+00  3.35890219e-01  3.36402210e+00  3.36402210e+00 
 7.43428000e-03  2.50040130e+00  1.12960454e+00  3.35884919e-01  3.36404789e+00  3.36404789e+00 
 7.43528000e-03  2.50039553e+00  1.12959877e+00  3.35879604e-01  3.36407375e+00  3.36407375e+00 
 7.43628000e-03  2.50038975e+00  1.12959298e+00  3.35874274e-01  3.36409968e+00  3.36409968e+00 
 7.43728000e-03  2.50038396e+00  1.12958719e+00  3.35868931e-01  3.36412567e+00  3.36412567e+00 
 7.43828000e-03  2.50037815e+00  1.12958137e+00  3.35863574e-01  3.36415174e+00  3.36415174e+00 
 7.43928000e-03  2.50037233e+00  1.12957554e+00  3.35858203e-01  3.36417787e+00  3.36417787e+00 
 7.44028000e-03  2.50036649e+00  1.12956970e+00  3.35852818e-01  3.36420406e+00  3.36420406e+00 
 7.44128000e-03  2.50036064e+00  1.12956384e+00  3.35847421e-01  3.36423032e+00  3.36423032e+00 
 7.44228000e-03  2.50035477e+00  1.12955797e+00  3.35842010e-01  3.36425664e+00  3.36425664e+00 
 7.44328000e-03  2.50034889e+00  1.12955208e+00  3.35836586e-01  3.36428303e+00  3.36428303e+00 
 7.44428000e-03  2.50034299e+00  1.12954618e+00  3.35831150e-01  3.36430948e+00  3.36430948e+00 
 7.44528000e-03  2.50033708e+00  1.12954027e+00  3.35825702e-01  3.36433598e+00  3.36433598e+00 
 7.44628000e-03  2.50033116e+00  1.12953434e+00  3.35820241e-01  3.36436255e+00  3.36436255e+00 
 7.44728000e-03  2.50032522e+00  1.12952840e+00  3.35814768e-01  3.36438918e+00  3.36438918e+00 
 7.44828000e-03  2.50031928e+00  1.12952245e+00  3.35809284e-01  3.36441586e+00  3.36441586e+00 
 7.44928000e-03  2.50031332e+00  1.12951648e+00  3.35803788e-01  3.36444260e+00  3.36444260e+00 
 7.45028000e-03  2.50030734e+00  1.12951051e+00  3.35798281e-01  3.36446939e+00  3.36446939e+00 
 7.45128000e-03  2.50030136e+00  1.12950452e+00  3.35792762e-01  3.36449624e+00  3.36449624e+00 
 7.45228000e-03  2.50029536e+00  1.12949851e+00  3.35787233e-01  3.36452314e+00  3.36452314e+00 
 7.45328000e-03  2.50028935e+00  1.12949250e+00  3.35781693e-01  3.36455009e+00  3.36455009e+00 
 7.45428000e-03  2.50028333e+00  1.12948648e+00  3.35776143e-01  3.36457709e+00  3.36457709e+00 
 7.45528000e-03  2.50027730e+00  1.12948044e+00  3.35770582e-01  3.36460414e+00  3.36460414e+00 
 7.45628000e-03  2.50027126e+00  1.12947440e+00  3.35765012e-01  3.36463124e+00  3.36463124e+00 
 7.45728000e-03  2.50026521e+00  1.12946834e+00  3.35759432e-01  3.36465839e+00  3.36465839e+00 
 7.45828000e-03  2.50025914e+00  1.12946227e+00  3.35753842e-01  3.36468559e+00  3.36468559e+00 
 7.45928000e-03  2.50025307e+00  1.12945620e+00  3.35748242e-01  3.36471283e+00  3.36471283e+00 
 7.46028000e-03  2.50024699e+00  1.12945011e+00  3.35742634e-01  3.36474011e+00  3.36474011e+00 
 7.46128000e-03  2.50024089e+00  1.12944401e+00  3.35737017e-01  3.36476744e+00  3.36476744e+00 
 7.46228000e-03  2.50023479e+00  1.12943791e+00  3.35731391e-01  3.36479481e+00  3.36479481e+00 
 7.46328000e-03  2.50022868e+00  1.12943179e+00  3.35725757e-01  3.36482222e+00  3.36482222e+00 
 7.46428000e-03  2.50022256e+00  1.12942567e+00  3.35720114e-01  3.36484968e+00  3.36484968e+00 
 7.46528000e-03  2.50021643e+00  1.12941953e+00  3.35714463e-01  3.36487717e+00  3.36487717e+00 
 7.46628000e-03  2.50021029e+00  1.12941339e+00  3.35708805e-01  3.36490469e+00  3.36490469e+00 
 7.46728000e-03  2.50020414e+00  1.12940724e+00  3.35703139e-01  3.36493226e+00  3.36493226e+00 
 7.46828000e-03  2.50019799e+00  1.12940108e+00  3.35697466e-01  3.36495986e+00  3.36495986e+00 
 7.46928000e-03  2.50019182e+00  1.12939492e+00  3.35691785e-01  3.36498750e+00  3.36498750e+00 
 7.47028000e-03  2.50018565e+00  1.12938875e+00  3.35686098e-01  3.36501516e+00  3.36501516e+00 
 7.47128000e-03  2.50017948e+00  1.12938257e+00  3.35680404e-01  3.36504287e+00  3.36504287e+00 
 7.47228000e-03  2.50017329e+00  1.12937638e+00  3.35674704e-01  3.36507060e+00  3.36507060e+00 
 7.47328000e-03  2.50016710e+00  1.12937018e+00  3.35668997e-01  3.36509836e+00  3.36509836e+00 
 7.47428000e-03  2.50016090e+00  1.12936398e+00  3.35663285e-01  3.36512615e+00  3.36512615e+00 
 7.47528000e-03  2.50015470e+00  1.12935778e+00  3.35657566e-01  3.36515397e+00  3.36515397e+00 
 7.47628000e-03  2.50014849e+00  1.12935156e+00  3.35651842e-01  3.36518182e+00  3.36518182e+00 
 7.47728000e-03  2.50014227e+00  1.12934535e+00  3.35646113e-01  3.36520969e+00  3.36520969e+00 
 7.47828000e-03  2.50013605e+00  1.12933912e+00  3.35640379e-01  3.36523759e+00  3.36523759e+00 
 7.47928000e-03  2.50012982e+00  1.12933289e+00  3.35634640e-01  3.36526551e+00  3.36526551e+00 
 7.48028000e-03  2.50012359e+00  1.12932666e+00  3.35628896e-01  3.36529346e+00  3.36529346e+00 
 7.48128000e-03  2.50011735e+00  1.12932042e+00  3.35623148e-01  3.36532142e+00  3.36532142e+00 
 7.48228000e-03  2.50011111e+00  1.12931418e+00  3.35617395e-01  3.36534941e+00  3.36534941e+00 
 7.48328000e-03  2.50010486e+00  1.12930793e+00  3.35611639e-01  3.36537741e+00  3.36537741e+00 
 7.48428000e-03  2.50009861e+00  1.12930168e+00  3.35605879e-01  3.36540544e+00  3.36540544e+00 
 7.48528000e-03  2.50009236e+00  1.12929542e+00  3.35600116e-01  3.36543348e+00  3.36543348e+00 
 7.48628000e-03  2.50008610e+00  1.12928916e+00  3.35594349e-01  3.36546153e+00  3.36546153e+00 
 7.48728000e-03  2.50007984e+00  1.12928290e+00  3.35588579e-01  3.36548960e+00  3.36548960e+00 
 7.48828000e-03  2.50007357e+00  1.12927663e+00  3.35582806e-01  3.36551769e+00  3.36551769e+00 
 7.48928000e-03  2.50006730e+00  1.12927036e+00  3.35577031e-01  3.36554579e+00  3.36554579e+00 
 7.49028000e-03  2.50006103e+00  1.12926409e+00  3.35571253e-01  3.36557389e+00  3.36557389e+00 
 7.49128000e-03  2.50005476e+00  1.12925782e+00  3.35565474e-01  3.36560201e+00  3.36560201e+00 
 7.49228000e-03  2.50004849e+00  1.12925154e+00  3.35559692e-01  3.36563014e+00  3.36563014e+00 
 7.49328000e-03  2.50004221e+00  1.12924527e+00  3.35553909e-01  3.36565828e+00  3.36565828e+00 
 7.49428000e-03  2.50003593e+00  1.12923899e+00  3.35548124e-01  3.36568642e+00  3.36568642e+00 
 7.49528000e-03  2.50002965e+00  1.12923271e+00  3.35542338e-01  3.36571457e+00  3.36571457e+00 
 7.49628000e-03  2.50002337e+00  1.12922643e+00  3.35536551e-01  3.36574272e+00  3.36574272e+00 
 7.49728000e-03  2.50001709e+00  1.12922014e+00  3.35530763e-01  3.36577088e+00  3.36577088e+00 
 7.49828000e-03  2.50001081e+00  1.12921386e+00  3.35524975e-01  3.36579904e+00  3.36579904e+00 
 7.49928000e-03  2.50000452e+00  1.12920758e+00  3.35519186e-01  3.36582720e+00  3.36582720e+00 
 7.50028000e-03  2.49999824e+00  1.12920130e+00  3.35513398e-01  3.36585537e+00  3.36585537e+00 
 7.50128000e-03  2.49999196e+00  1.12919501e+00  3.35507609e-01  3.36588353e+00  3.36588353e+00 
 7.50228000e-03  2.49998567e+00  1.12918873e+00  3.35501821e-01  3.36591169e+00  3.36591169e+00 
 7.50328000e-03  2.49997939e+00  1.12918245e+00  3.35496034e-01  3.36593984e+00  3.36593984e+00 
 7.50428000e-03  2.49997311e+00  1.12917617e+00  3.35490247e-01  3.36596800e+00  3.36596800e+00 
 7.50528000e-03  2.49996683e+00  1.12916989e+00  3.35484462e-01  3.36599614e+00  3.36599614e+00 
 7.50628000e-03  2.49996055e+00  1.12916361e+00  3.35478677e-01  3.36602429e+00  3.36602429e+00 
 7.50728000e-03  2.49995427e+00  1.12915733e+00  3.35472894e-01  3.36605242e+00  3.36605242e+00 
 7.50828000e-03  2.49994800e+00  1.12915106e+00  3.35467113e-01  3.36608054e+00  3.36608054e+00 
 7.50928000e-03  2.49994173e+00  1.12914478e+00  3.35461334e-01  3.36610866e+00  3.36610866e+00 
 7.51028000e-03  2.49993545e+00  1.12913851e+00  3.35455558e-01  3.36613676e+00  3.36613676e+00 
 7.51128000e-03  2.49992918e+00  1.12913225e+00  3.35449783e-01  3.36616486e+00  3.36616486e+00 
 7.51228000e-03  2.49992292e+00  1.12912598e+00  3.35444012e-01  3.36619294e+00  3.36619294e+00 
 7.51328000e-03  2.49991666e+00  1.12911972e+00  3.35438243e-01  3.36622100e+00  3.36622100e+00 
 7.51428000e-03  2.49991040e+00  1.12911346e+00  3.35432477e-01  3.36624905e+00  3.36624905e+00 
 7.51528000e-03  2.49990414e+00  1.12910721e+00  3.35426715e-01  3.36627709e+00  3.36627709e+00 
 7.51628000e-03  2.49989789e+00  1.12910096e+00  3.35420956e-01  3.36630511e+00  3.36630511e+00 
 7.51728000e-03  2.49989164e+00  1.12909471e+00  3.35415201e-01  3.36633310e+00  3.36633310e+00 
 7.51828000e-03  2.49988540e+00  1.12908847e+00  3.35409450e-01  3.36636108e+00  3.36636108e+00 
 7.51928000e-03  2.49987916e+00  1.12908223e+00  3.35403703e-01  3.36638904e+00  3.36638904e+00 
 7.52028000e-03  2.49987292e+00  1.12907600e+00  3.35397961e-01  3.36641698e+00  3.36641698e+00 
 7.52128000e-03  2.49986669e+00  1.12906977e+00  3.35392224e-01  3.36644489e+00  3.36644489e+00 
 7.52228000e-03  2.49986047e+00  1.12906355e+00  3.35386491e-01  3.36647278e+00  3.36647278e+00 
 7.52328000e-03  2.49985425e+00  1.12905733e+00  3.35380764e-01  3.36650065e+00  3.36650065e+00 
 7.52428000e-03  2.49984804e+00  1.12905112e+00  3.35375042e-01  3.36652848e+00  3.36652848e+00 
 7.52528000e-03  2.49984183e+00  1.12904491e+00  3.35369325e-01  3.36655629e+00  3.36655629e+00 
 7.52628000e-03  2.49983563e+00  1.12903871e+00  3.35363615e-01  3.36658408e+00  3.36658408e+00 
 7.52728000e-03  2.49982943e+00  1.12903252e+00  3.35357910e-01  3.36661183e+00  3.36661183e+00 
 7.52828000e-03  2.49982325e+00  1.12902634e+00  3.35352212e-01  3.36663955e+00  3.36663955e+00 
 7.52928000e-03  2.49981706e+00  1.12902016e+00  3.35346520e-01  3.36666724e+00  3.36666724e+00 
 7.53028000e-03  2.49981089e+00  1.12901399e+00  3.35340836e-01  3.36669490e+00  3.36669490e+00 
 7.53128000e-03  2.49980472e+00  1.12900783e+00  3.35335158e-01  3.36672252e+00  3.36672252e+00 
 7.53228000e-03  2.49979857e+00  1.12900167e+00  3.35329487e-01  3.36675011e+00  3.36675011e+00 
 7.53328000e-03  2.49979242e+00  1.12899552e+00  3.35323823e-01  3.36677767e+00  3.36677767e+00 
 7.53428000e-03  2.49978627e+00  1.12898938e+00  3.35318168e-01  3.36680518e+00  3.36680518e+00 
 7.53528000e-03  2.49978014e+00  1.12898325e+00  3.35312520e-01  3.36683266e+00  3.36683266e+00 
 7.53628000e-03  2.49977402e+00  1.12897713e+00  3.35306880e-01  3.36686010e+00  3.36686010e+00 
 7.53728000e-03  2.49976790e+00  1.12897102e+00  3.35301249e-01  3.36688749e+00  3.36688749e+00 
 7.53828000e-03  2.49976179e+00  1.12896491e+00  3.35295626e-01  3.36691485e+00  3.36691485e+00 
 7.53928000e-03  2.49975569e+00  1.12895882e+00  3.35290012e-01  3.36694216e+00  3.36694216e+00 
 7.54028000e-03  2.49974961e+00  1.12895274e+00  3.35284406e-01  3.36696943e+00  3.36696943e+00 
 7.54128000e-03  2.49974353e+00  1.12894666e+00  3.35278810e-01  3.36699666e+00  3.36699666e+00 
 7.54228000e-03  2.49973746e+00  1.12894060e+00  3.35273224e-01  3.36702384e+00  3.36702384e+00 
 7.54328000e-03  2.49973140e+00  1.12893454e+00  3.35267647e-01  3.36705097e+00  3.36705097e+00 
 7.54428000e-03  2.49972536e+00  1.12892850e+00  3.35262080e-01  3.36707806e+00  3.36707806e+00 
 7.54528000e-03  2.49971932e+00  1.12892247e+00  3.35256523e-01  3.36710509e+00  3.36710509e+00 
 7.54628000e-03  2.49971329e+00  1.12891645e+00  3.35250976e-01  3.36713208e+00  3.36713208e+00 
 7.54728000e-03  2.49970728e+00  1.12891044e+00  3.35245440e-01  3.36715901e+00  3.36715901e+00 
 7.54828000e-03  2.49970128e+00  1.12890444e+00  3.35239914e-01  3.36718589e+00  3.36718589e+00 
 7.54928000e-03  2.49969529e+00  1.12889845e+00  3.35234400e-01  3.36721272e+00  3.36721272e+00 
 7.55028000e-03  2.49968931e+00  1.12889248e+00  3.35228896e-01  3.36723950e+00  3.36723950e+00 
 7.55128000e-03  2.49968334e+00  1.12888652e+00  3.35223404e-01  3.36726622e+00  3.36726622e+00 
 7.55228000e-03  2.49967739e+00  1.12888057e+00  3.35217924e-01  3.36729288e+00  3.36729288e+00 
 7.55328000e-03  2.49967145e+00  1.12887463e+00  3.35212455e-01  3.36731949e+00  3.36731949e+00 
 7.55428000e-03  2.49966552e+00  1.12886871e+00  3.35206999e-01  3.36734603e+00  3.36734603e+00 
 7.55528000e-03  2.49965961e+00  1.12886280e+00  3.35201554e-01  3.36737252e+00  3.36737252e+00 
 7.55628000e-03  2.49965371e+00  1.12885691e+00  3.35196123e-01  3.36739895e+00  3.36739895e+00 
 7.55728000e-03  2.49964782e+00  1.12885102e+00  3.35190703e-01  3.36742531e+00  3.36742531e+00 
 7.55828000e-03  2.49964194e+00  1.12884515e+00  3.35185297e-01  3.36745161e+00  3.36745161e+00 
 7.55928000e-03  2.49963609e+00  1.12883930e+00  3.35179904e-01  3.36747785e+00  3.36747785e+00 
 7.56028000e-03  2.49963024e+00  1.12883346e+00  3.35174524e-01  3.36750403e+00  3.36750403e+00 
 7.56128000e-03  2.49962441e+00  1.12882763e+00  3.35169158e-01  3.36753013e+00  3.36753013e+00 
 7.56228000e-03  2.49961859e+00  1.12882182e+00  3.35163805e-01  3.36755617e+00  3.36755617e+00 
