 time            v(vin)          v(b1_base)      v(b1_emitter)   v(b1_collector) v(b1_out)      
 2.00728000e-03  2.50004573e+00  1.12925315e+00  3.35561175e-01  3.36562307e+00  3.36562307e+00 
 2.00828000e-03  2.50005200e+00  1.12925943e+00  3.35566956e-01  3.36559494e+00  3.36559494e+00 
 2.00928000e-03  2.50005827e+00  1.12926570e+00  3.35572735e-01  3.36556682e+00  3.36556682e+00 
 2.01028000e-03  2.50006455e+00  1.12927197e+00  3.35578512e-01  3.36553872e+00  3.36553872e+00 
 2.01128000e-03  2.50007082e+00  1.12927824e+00  3.35584287e-01  3.36551062e+00  3.36551062e+00 
 2.01228000e-03  2.50007708e+00  1.12928451e+00  3.35590059e-01  3.36548254e+00  3.36548254e+00 
 2.01328000e-03  2.50008334e+00  1.12929077e+00  3.35595828e-01  3.36545448e+00  3.36545448e+00 
 2.01428000e-03  2.50008960e+00  1.12929703e+00  3.35601594e-01  3.36542642e+00  3.36542642e+00 
 2.01528000e-03  2.50009586e+00  1.12930328e+00  3.35607357e-01  3.36539839e+00  3.36539839e+00 
 2.01628000e-03  2.50010211e+00  1.12930953e+00  3.35613116e-01  3.36537037e+00  3.36537037e+00 
 2.01728000e-03  2.50010836e+00  1.12931578e+00  3.35618871e-01  3.36534237e+00  3.36534237e+00 
 2.01828000e-03  2.50011460e+00  1.12932202e+00  3.35624622e-01  3.36531439e+00  3.36531439e+00 
 2.01928000e-03  2.50012084e+00  1.12932826e+00  3.35630369e-01  3.36528643e+00  3.36528643e+00 
 2.02028000e-03  2.50012708e+00  1.12933449e+00  3.35636112e-01  3.36525849e+00  3.36525849e+00 
 2.02128000e-03  2.50013331e+00  1.12934072e+00  3.35641850e-01  3.36523058e+00  3.36523058e+00 
 2.02228000e-03  2.50013953e+00  1.12934694e+00  3.35647582e-01  3.36520269e+00  3.36520269e+00 
 2.02328000e-03  2.50014575e+00  1.12935316e+00  3.35653310e-01  3.36517482e+00  3.36517482e+00 
 2.02428000e-03  2.50015196e+00  1.12935937e+00  3.35659033e-01  3.36514698e+00  3.36514698e+00 
 2.02528000e-03  2.50015817e+00  1.12936557e+00  3.35664749e-01  3.36511917e+00  3.36511917e+00 
 2.02628000e-03  2.50016437e+00  1.12937177e+00  3.35670460e-01  3.36509138e+00  3.36509138e+00 
 2.02728000e-03  2.50017057e+00  1.12937797e+00  3.35676165e-01  3.36506363e+00  3.36506363e+00 
 2.02828000e-03  2.50017675e+00  1.12938415e+00  3.35681864e-01  3.36503590e+00  3.36503590e+00 
 2.02928000e-03  2.50018294e+00  1.12939033e+00  3.35687556e-01  3.36500821e+00  3.36500821e+00 
 2.03028000e-03  2.50018911e+00  1.12939650e+00  3.35693242e-01  3.36498055e+00  3.36498055e+00 
 2.03128000e-03  2.50019528e+00  1.12940266e+00  3.35698920e-01  3.36495292e+00  3.36495292e+00 
 2.03228000e-03  2.50020143e+00  1.12940882e+00  3.35704591e-01  3.36492533e+00  3.36492533e+00 
 2.03328000e-03  2.50020758e+00  1.12941497e+00  3.35710255e-01  3.36489778e+00  3.36489778e+00 
 2.03428000e-03  2.50021373e+00  1.12942110e+00  3.35715911e-01  3.36487026e+00  3.36487026e+00 
 2.03528000e-03  2.50021986e+00  1.12942724e+00  3.35721560e-01  3.36484278e+00  3.36484278e+00 
 2.03628000e-03  2.50022598e+00  1.12943336e+00  3.35727200e-01  3.36481534e+00  3.36481534e+00 
 2.03728000e-03  2.50023210e+00  1.12943947e+00  3.35732832e-01  3.36478794e+00  3.36478794e+00 
 2.03828000e-03  2.50023821e+00  1.12944557e+00  3.35738456e-01  3.36476058e+00  3.36476058e+00 
 2.03928000e-03  2.50024431e+00  1.12945167e+00  3.35744071e-01  3.36473326e+00  3.36473326e+00 
 2.04028000e-03  2.50025039e+00  1.12945775e+00  3.35749676e-01  3.36470599e+00  3.36470599e+00 
 2.04128000e-03  2.50025647e+00  1.12946383e+00  3.35755273e-01  3.36467876e+00  3.36467876e+00 
 2.04228000e-03  2.50026254e+00  1.12946989e+00  3.35760860e-01  3.36465158e+00  3.36465158e+00 
 2.04328000e-03  2.50026860e+00  1.12947594e+00  3.35766438e-01  3.36462444e+00  3.36462444e+00 
 2.04428000e-03  2.50027464e+00  1.12948199e+00  3.35772006e-01  3.36459735e+00  3.36459735e+00 
 2.04528000e-03  2.50028068e+00  1.12948802e+00  3.35777563e-01  3.36457031e+00  3.36457031e+00 
 2.04628000e-03  2.50028671e+00  1.12949404e+00  3.35783111e-01  3.36454333e+00  3.36454333e+00 
 2.04728000e-03  2.50029272e+00  1.12950005e+00  3.35788648e-01  3.36451639e+00  3.36451639e+00 
 2.04828000e-03  2.50029872e+00  1.12950605e+00  3.35794174e-01  3.36448950e+00  3.36448950e+00 
 2.04928000e-03  2.50030471e+00  1.12951203e+00  3.35799689e-01  3.36446267e+00  3.36446267e+00 
 2.05028000e-03  2.50031069e+00  1.12951801e+00  3.35805193e-01  3.36443589e+00  3.36443589e+00 
 2.05128000e-03  2.50031666e+00  1.12952397e+00  3.35810686e-01  3.36440917e+00  3.36440917e+00 
 2.05228000e-03  2.50032261e+00  1.12952992e+00  3.35816167e-01  3.36438250e+00  3.36438250e+00 
 2.05328000e-03  2.50032855e+00  1.12953586e+00  3.35821637e-01  3.36435589e+00  3.36435589e+00 
 2.05428000e-03  2.50033448e+00  1.12954178e+00  3.35827094e-01  3.36432934e+00  3.36432934e+00 
 2.05528000e-03  2.50034039e+00  1.12954769e+00  3.35832539e-01  3.36430285e+00  3.36430285e+00 
 2.05628000e-03  2.50034629e+00  1.12955358e+00  3.35837972e-01  3.36427642e+00  3.36427642e+00 
 2.05728000e-03  2.50035218e+00  1.12955947e+00  3.35843392e-01  3.36425005e+00  3.36425005e+00 
 2.05828000e-03  2.50035806e+00  1.12956534e+00  3.35848799e-01  3.36422375e+00  3.36422375e+00 
 2.05928000e-03  2.50036391e+00  1.12957119e+00  3.35854193e-01  3.36419750e+00  3.36419750e+00 
 2.06028000e-03  2.50036976e+00  1.12957703e+00  3.35859574e-01  3.36417133e+00  3.36417133e+00 
 2.06128000e-03  2.50037559e+00  1.12958286e+00  3.35864941e-01  3.36414521e+00  3.36414521e+00 
 2.06228000e-03  2.50038141e+00  1.12958867e+00  3.35870294e-01  3.36411917e+00  3.36411917e+00 
 2.06328000e-03  2.50038721e+00  1.12959446e+00  3.35875634e-01  3.36409319e+00  3.36409319e+00 
 2.06428000e-03  2.50039299e+00  1.12960024e+00  3.35880959e-01  3.36406728e+00  3.36406728e+00 
 2.06528000e-03  2.50039876e+00  1.12960600e+00  3.35886270e-01  3.36404144e+00  3.36404144e+00 
 2.06628000e-03  2.50040452e+00  1.12961175e+00  3.35891566e-01  3.36401568e+00  3.36401568e+00 
 2.06728000e-03  2.50041025e+00  1.12961749e+00  3.35896848e-01  3.36398998e+00  3.36398998e+00 
 2.06828000e-03  2.50041598e+00  1.12962320e+00  3.35902115e-01  3.36396436e+00  3.36396436e+00 
 2.06928000e-03  2.50042168e+00  1.12962890e+00  3.35907366e-01  3.36393881e+00  3.36393881e+00 
 2.07028000e-03  2.50042737e+00  1.12963458e+00  3.35912602e-01  3.36391334e+00  3.36391334e+00 
 2.07128000e-03  2.50043304e+00  1.12964025e+00  3.35917823e-01  3.36388794e+00  3.36388794e+00 
 2.07228000e-03  2.50043870e+00  1.12964590e+00  3.35923027e-01  3.36386262e+00  3.36386262e+00 
 2.07328000e-03  2.50044433e+00  1.12965153e+00  3.35928216e-01  3.36383737e+00  3.36383737e+00 
 2.07428000e-03  2.50044996e+00  1.12965714e+00  3.35933388e-01  3.36381221e+00  3.36381221e+00 
 2.07528000e-03  2.50045556e+00  1.12966274e+00  3.35938544e-01  3.36378713e+00  3.36378713e+00 
 2.07628000e-03  2.50046114e+00  1.12966832e+00  3.35943683e-01  3.36376212e+00  3.36376212e+00 
 2.07728000e-03  2.50046671e+00  1.12967388e+00  3.35948806e-01  3.36373720e+00  3.36373720e+00 
 2.07828000e-03  2.50047226e+00  1.12967942e+00  3.35953911e-01  3.36371236e+00  3.36371236e+00 
 2.07928000e-03  2.50047778e+00  1.12968494e+00  3.35958999e-01  3.36368761e+00  3.36368761e+00 
 2.08028000e-03  2.50048329e+00  1.12969044e+00  3.35964070e-01  3.36366294e+00  3.36366294e+00 
 2.08128000e-03  2.50048879e+00  1.12969593e+00  3.35969123e-01  3.36363836e+00  3.36363836e+00 
 2.08228000e-03  2.50049426e+00  1.12970139e+00  3.35974158e-01  3.36361386e+00  3.36361386e+00 
 2.08328000e-03  2.50049971e+00  1.12970684e+00  3.35979175e-01  3.36358945e+00  3.36358945e+00 
 2.08428000e-03  2.50050514e+00  1.12971226e+00  3.35984174e-01  3.36356513e+00  3.36356513e+00 
 2.08528000e-03  2.50051055e+00  1.12971767e+00  3.35989155e-01  3.36354090e+00  3.36354090e+00 
 2.08628000e-03  2.50051595e+00  1.12972305e+00  3.35994117e-01  3.36351676e+00  3.36351676e+00 
 2.08728000e-03  2.50052132e+00  1.12972842e+00  3.35999060e-01  3.36349271e+00  3.36349271e+00 
 2.08828000e-03  2.50052667e+00  1.12973376e+00  3.36003983e-01  3.36346875e+00  3.36346875e+00 
 2.08928000e-03  2.50053200e+00  1.12973908e+00  3.36008888e-01  3.36344489e+00  3.36344489e+00 
 2.09028000e-03  2.50053731e+00  1.12974439e+00  3.36013774e-01  3.36342112e+00  3.36342112e+00 
 2.09128000e-03  2.50054260e+00  1.12974967e+00  3.36018639e-01  3.36339745e+00  3.36339745e+00 
 2.09228000e-03  2.50054787e+00  1.12975493e+00  3.36023485e-01  3.36337388e+00  3.36337388e+00 
 2.09328000e-03  2.50055311e+00  1.12976016e+00  3.36028311e-01  3.36335040e+00  3.36335040e+00 
 2.09428000e-03  2.50055834e+00  1.12976538e+00  3.36033117e-01  3.36332702e+00  3.36332702e+00 
 2.09528000e-03  2.50056354e+00  1.12977057e+00  3.36037902e-01  3.36330374e+00  3.36330374e+00 
 2.09628000e-03  2.50056872e+00  1.12977575e+00  3.36042667e-01  3.36328055e+00  3.36328055e+00 
 2.09728000e-03  2.50057387e+00  1.12978089e+00  3.36047411e-01  3.36325747e+00  3.36325747e+00 
 2.09828000e-03  2.50057901e+00  1.12978602e+00  3.36052134e-01  3.36323449e+00  3.36323449e+00 
 2.09928000e-03  2.50058412e+00  1.12979112e+00  3.36056836e-01  3.36321162e+00  3.36321162e+00 
 2.10028000e-03  2.50058921e+00  1.12979620e+00  3.36061517e-01  3.36318885e+00  3.36318885e+00 
 2.10128000e-03  2.50059427e+00  1.12980126e+00  3.36066176e-01  3.36316618e+00  3.36316618e+00 
 2.10228000e-03  2.50059931e+00  1.12980629e+00  3.36070814e-01  3.36314362e+00  3.36314362e+00 
 2.10328000e-03  2.50060433e+00  1.12981130e+00  3.36075429e-01  3.36312116e+00  3.36312116e+00 
 2.10428000e-03  2.50060933e+00  1.12981629e+00  3.36080023e-01  3.36309881e+00  3.36309881e+00 
 2.10528000e-03  2.50061430e+00  1.12982125e+00  3.36084594e-01  3.36307657e+00  3.36307657e+00 
 2.10628000e-03  2.50061924e+00  1.12982619e+00  3.36089143e-01  3.36305444e+00  3.36305444e+00 
 2.10728000e-03  2.50062416e+00  1.12983110e+00  3.36093670e-01  3.36303242e+00  3.36303242e+00 
 2.10828000e-03  2.50062906e+00  1.12983599e+00  3.36098173e-01  3.36301051e+00  3.36301051e+00 
 2.10928000e-03  2.50063393e+00  1.12984085e+00  3.36102654e-01  3.36298871e+00  3.36298871e+00 
 2.11028000e-03  2.50063878e+00  1.12984569e+00  3.36107112e-01  3.36296702e+00  3.36296702e+00 
 2.11128000e-03  2.50064360e+00  1.12985050e+00  3.36111546e-01  3.36294545e+00  3.36294545e+00 
 2.11228000e-03  2.50064840e+00  1.12985529e+00  3.36115957e-01  3.36292399e+00  3.36292399e+00 
 2.11328000e-03  2.50065317e+00  1.12986005e+00  3.36120344e-01  3.36290265e+00  3.36290265e+00 
 2.11428000e-03  2.50065791e+00  1.12986478e+00  3.36124707e-01  3.36288142e+00  3.36288142e+00 
 2.11528000e-03  2.50066263e+00  1.12986949e+00  3.36129046e-01  3.36286031e+00  3.36286031e+00 
 2.11628000e-03  2.50066732e+00  1.12987417e+00  3.36133362e-01  3.36283931e+00  3.36283931e+00 
 2.11728000e-03  2.50067199e+00  1.12987883e+00  3.36137652e-01  3.36281844e+00  3.36281844e+00 
 2.11828000e-03  2.50067663e+00  1.12988346e+00  3.36141919e-01  3.36279768e+00  3.36279768e+00 
 2.11928000e-03  2.50068124e+00  1.12988807e+00  3.36146161e-01  3.36277704e+00  3.36277704e+00 
 2.12028000e-03  2.50068583e+00  1.12989264e+00  3.36150377e-01  3.36275653e+00  3.36275653e+00 
 2.12128000e-03  2.50069039e+00  1.12989719e+00  3.36154569e-01  3.36273613e+00  3.36273613e+00 
 2.12228000e-03  2.50069492e+00  1.12990171e+00  3.36158736e-01  3.36271586e+00  3.36271586e+00 
 2.12328000e-03  2.50069942e+00  1.12990621e+00  3.36162877e-01  3.36269571e+00  3.36269571e+00 
 2.12428000e-03  2.50070390e+00  1.12991067e+00  3.36166993e-01  3.36267569e+00  3.36267569e+00 
 2.12528000e-03  2.50070835e+00  1.12991511e+00  3.36171083e-01  3.36265579e+00  3.36265579e+00 
 2.12628000e-03  2.50071277e+00  1.12991952e+00  3.36175148e-01  3.36263602e+00  3.36263602e+00 
 2.12728000e-03  2.50071716e+00  1.12992391e+00  3.36179186e-01  3.36261637e+00  3.36261637e+00 
 2.12828000e-03  2.50072153e+00  1.12992826e+00  3.36183198e-01  3.36259685e+00  3.36259685e+00 
 2.12928000e-03  2.50072586e+00  1.12993259e+00  3.36187184e-01  3.36257746e+00  3.36257746e+00 
 2.13028000e-03  2.50073017e+00  1.12993688e+00  3.36191144e-01  3.36255819e+00  3.36255819e+00 
 2.13128000e-03  2.50073445e+00  1.12994115e+00  3.36195076e-01  3.36253906e+00  3.36253906e+00 
 2.13228000e-03  2.50073870e+00  1.12994539e+00  3.36198983e-01  3.36252006e+00  3.36252006e+00 
 2.13328000e-03  2.50074292e+00  1.12994960e+00  3.36202862e-01  3.36250118e+00  3.36250118e+00 
 2.13428000e-03  2.50074711e+00  1.12995378e+00  3.36206714e-01  3.36248244e+00  3.36248244e+00 
 2.13528000e-03  2.50075127e+00  1.12995793e+00  3.36210539e-01  3.36246383e+00  3.36246383e+00 
 2.13628000e-03  2.50075541e+00  1.12996205e+00  3.36214336e-01  3.36244536e+00  3.36244536e+00 
 2.13728000e-03  2.50075951e+00  1.12996615e+00  3.36218106e-01  3.36242702e+00  3.36242702e+00 
 2.13828000e-03  2.50076358e+00  1.12997021e+00  3.36221848e-01  3.36240881e+00  3.36240881e+00 
 2.13928000e-03  2.50076762e+00  1.12997424e+00  3.36225563e-01  3.36239074e+00  3.36239074e+00 
 2.14028000e-03  2.50077163e+00  1.12997824e+00  3.36229249e-01  3.36237280e+00  3.36237280e+00 
 2.14128000e-03  2.50077561e+00  1.12998221e+00  3.36232908e-01  3.36235501e+00  3.36235501e+00 
 2.14228000e-03  2.50077957e+00  1.12998615e+00  3.36236538e-01  3.36233734e+00  3.36233734e+00 
 2.14328000e-03  2.50078349e+00  1.12999006e+00  3.36240139e-01  3.36231982e+00  3.36231982e+00 
 2.14428000e-03  2.50078737e+00  1.12999393e+00  3.36243713e-01  3.36230244e+00  3.36230244e+00 
 2.14528000e-03  2.50079123e+00  1.12999778e+00  3.36247257e-01  3.36228519e+00  3.36228519e+00 
 2.14628000e-03  2.50079506e+00  1.13000160e+00  3.36250773e-01  3.36226809e+00  3.36226809e+00 
 2.14728000e-03  2.50079885e+00  1.13000538e+00  3.36254259e-01  3.36225113e+00  3.36225113e+00 
 2.14828000e-03  2.50080262e+00  1.13000913e+00  3.36257717e-01  3.36223430e+00  3.36223430e+00 
 2.14928000e-03  2.50080635e+00  1.13001285e+00  3.36261145e-01  3.36221763e+00  3.36221763e+00 
 2.15028000e-03  2.50081005e+00  1.13001654e+00  3.36264544e-01  3.36220109e+00  3.36220109e+00 
 2.15128000e-03  2.50081372e+00  1.13002020e+00  3.36267913e-01  3.36218470e+00  3.36218470e+00 
 2.15228000e-03  2.50081735e+00  1.13002382e+00  3.36271253e-01  3.36216845e+00  3.36216845e+00 
 2.15328000e-03  2.50082096e+00  1.13002742e+00  3.36274563e-01  3.36215234e+00  3.36215234e+00 
 2.15428000e-03  2.50082453e+00  1.13003097e+00  3.36277843e-01  3.36213639e+00  3.36213639e+00 
 2.15528000e-03  2.50082807e+00  1.13003450e+00  3.36281093e-01  3.36212057e+00  3.36212057e+00 
 2.15628000e-03  2.50083157e+00  1.13003800e+00  3.36284313e-01  3.36210491e+00  3.36210491e+00 
 2.15728000e-03  2.50083505e+00  1.13004146e+00  3.36287503e-01  3.36208939e+00  3.36208939e+00 
 2.15828000e-03  2.50083849e+00  1.13004489e+00  3.36290662e-01  3.36207402e+00  3.36207402e+00 
 2.15928000e-03  2.50084190e+00  1.13004828e+00  3.36293790e-01  3.36205880e+00  3.36205880e+00 
 2.16028000e-03  2.50084527e+00  1.13005164e+00  3.36296888e-01  3.36204373e+00  3.36204373e+00 
 2.16128000e-03  2.50084861e+00  1.13005497e+00  3.36299956e-01  3.36202881e+00  3.36202881e+00 
 2.16228000e-03  2.50085192e+00  1.13005827e+00  3.36302992e-01  3.36201403e+00  3.36201403e+00 
 2.16328000e-03  2.50085519e+00  1.13006153e+00  3.36305997e-01  3.36199941e+00  3.36199941e+00 
 2.16428000e-03  2.50085843e+00  1.13006476e+00  3.36308971e-01  3.36198494e+00  3.36198494e+00 
 2.16528000e-03  2.50086164e+00  1.13006795e+00  3.36311914e-01  3.36197063e+00  3.36197063e+00 
 2.16628000e-03  2.50086481e+00  1.13007111e+00  3.36314825e-01  3.36195646e+00  3.36195646e+00 
 2.16728000e-03  2.50086795e+00  1.13007423e+00  3.36317705e-01  3.36194245e+00  3.36194245e+00 
 2.16828000e-03  2.50087105e+00  1.13007733e+00  3.36320553e-01  3.36192859e+00  3.36192859e+00 
 2.16928000e-03  2.50087412e+00  1.13008038e+00  3.36323370e-01  3.36191489e+00  3.36191489e+00 
 2.17028000e-03  2.50087715e+00  1.13008340e+00  3.36326155e-01  3.36190134e+00  3.36190134e+00 
 2.17128000e-03  2.50088015e+00  1.13008639e+00  3.36328907e-01  3.36188795e+00  3.36188795e+00 
 2.17228000e-03  2.50088312e+00  1.13008934e+00  3.36331628e-01  3.36187471e+00  3.36187471e+00 
 2.17328000e-03  2.50088605e+00  1.13009226e+00  3.36334317e-01  3.36186163e+00  3.36186163e+00 
 2.17428000e-03  2.50088894e+00  1.13009514e+00  3.36336973e-01  3.36184871e+00  3.36184871e+00 
 2.17528000e-03  2.50089180e+00  1.13009799e+00  3.36339597e-01  3.36183594e+00  3.36183594e+00 
 2.17628000e-03  2.50089463e+00  1.13010080e+00  3.36342188e-01  3.36182333e+00  3.36182333e+00 
 2.17728000e-03  2.50089742e+00  1.13010358e+00  3.36344747e-01  3.36181088e+00  3.36181088e+00 
 2.17828000e-03  2.50090017e+00  1.13010632e+00  3.36347273e-01  3.36179859e+00  3.36179859e+00 
 2.17928000e-03  2.50090289e+00  1.13010903e+00  3.36349767e-01  3.36178646e+00  3.36178646e+00 
 2.18028000e-03  2.50090557e+00  1.13011170e+00  3.36352227e-01  3.36177449e+00  3.36177449e+00 
 2.18128000e-03  2.50090822e+00  1.13011433e+00  3.36354655e-01  3.36176268e+00  3.36176268e+00 
 2.18228000e-03  2.50091083e+00  1.13011693e+00  3.36357049e-01  3.36175103e+00  3.36175103e+00 
 2.18328000e-03  2.50091341e+00  1.13011949e+00  3.36359411e-01  3.36173954e+00  3.36173954e+00 
 2.18428000e-03  2.50091595e+00  1.13012202e+00  3.36361739e-01  3.36172822e+00  3.36172822e+00 
 2.18528000e-03  2.50091845e+00  1.13012451e+00  3.36364033e-01  3.36171705e+00  3.36171705e+00 
 2.18628000e-03  2.50092092e+00  1.13012697e+00  3.36366295e-01  3.36170605e+00  3.36170605e+00 
 2.18728000e-03  2.50092335e+00  1.13012938e+00  3.36368522e-01  3.36169521e+00  3.36169521e+00 
 2.18828000e-03  2.50092574e+00  1.13013176e+00  3.36370716e-01  3.36168454e+00  3.36168454e+00 
 2.18928000e-03  2.50092810e+00  1.13013411e+00  3.36372877e-01  3.36167403e+00  3.36167403e+00 
 2.19028000e-03  2.50093042e+00  1.13013642e+00  3.36375003e-01  3.36166368e+00  3.36166368e+00 
 2.19128000e-03  2.50093271e+00  1.13013869e+00  3.36377096e-01  3.36165350e+00  3.36165350e+00 
 2.19228000e-03  2.50093495e+00  1.13014092e+00  3.36379155e-01  3.36164348e+00  3.36164348e+00 
 2.19328000e-03  2.50093717e+00  1.13014312e+00  3.36381180e-01  3.36163363e+00  3.36163363e+00 
 2.19428000e-03  2.50093934e+00  1.13014528e+00  3.36383170e-01  3.36162395e+00  3.36162395e+00 
 2.19528000e-03  2.50094148e+00  1.13014740e+00  3.36385127e-01  3.36161443e+00  3.36161443e+00 
 2.19628000e-03  2.50094357e+00  1.13014949e+00  3.36387049e-01  3.36160508e+00  3.36160508e+00 
 2.19728000e-03  2.50094564e+00  1.13015154e+00  3.36388936e-01  3.36159589e+00  3.36159589e+00 
 2.19828000e-03  2.50094766e+00  1.13015355e+00  3.36390790e-01  3.36158688e+00  3.36158688e+00 
 2.19928000e-03  2.50094965e+00  1.13015552e+00  3.36392609e-01  3.36157803e+00  3.36157803e+00 
 2.20028000e-03  2.50095160e+00  1.13015746e+00  3.36394393e-01  3.36156934e+00  3.36156934e+00 
 2.20128000e-03  2.50095351e+00  1.13015936e+00  3.36396143e-01  3.36156083e+00  3.36156083e+00 
 2.20228000e-03  2.50095539e+00  1.13016122e+00  3.36397858e-01  3.36155249e+00  3.36155249e+00 
 2.20328000e-03  2.50095722e+00  1.13016304e+00  3.36399538e-01  3.36154431e+00  3.36154431e+00 
 2.20428000e-03  2.50095902e+00  1.13016483e+00  3.36401183e-01  3.36153631e+00  3.36153631e+00 
 2.20528000e-03  2.50096078e+00  1.13016657e+00  3.36402793e-01  3.36152847e+00  3.36152847e+00 
 2.20628000e-03  2.50096251e+00  1.13016828e+00  3.36404369e-01  3.36152081e+00  3.36152081e+00 
 2.20728000e-03  2.50096419e+00  1.13016996e+00  3.36405909e-01  3.36151331e+00  3.36151331e+00 
 2.20828000e-03  2.50096584e+00  1.13017159e+00  3.36407414e-01  3.36150599e+00  3.36150599e+00 
 2.20928000e-03  2.50096745e+00  1.13017318e+00  3.36408885e-01  3.36149884e+00  3.36149884e+00 
 2.21028000e-03  2.50096902e+00  1.13017474e+00  3.36410319e-01  3.36149186e+00  3.36149186e+00 
 2.21128000e-03  2.50097055e+00  1.13017626e+00  3.36411719e-01  3.36148505e+00  3.36148505e+00 
 2.21228000e-03  2.50097205e+00  1.13017774e+00  3.36413083e-01  3.36147841e+00  3.36147841e+00 
 2.21328000e-03  2.50097350e+00  1.13017918e+00  3.36414412e-01  3.36147194e+00  3.36147194e+00 
 2.21428000e-03  2.50097492e+00  1.13018059e+00  3.36415706e-01  3.36146565e+00  3.36146565e+00 
 2.21528000e-03  2.50097630e+00  1.13018195e+00  3.36416964e-01  3.36145953e+00  3.36145953e+00 
 2.21628000e-03  2.50097764e+00  1.13018328e+00  3.36418186e-01  3.36145358e+00  3.36145358e+00 
 2.21728000e-03  2.50097894e+00  1.13018457e+00  3.36419373e-01  3.36144781e+00  3.36144781e+00 
 2.21828000e-03  2.50098020e+00  1.13018582e+00  3.36420524e-01  3.36144221e+00  3.36144221e+00 
 2.21928000e-03  2.50098143e+00  1.13018703e+00  3.36421640e-01  3.36143678e+00  3.36143678e+00 
 2.22028000e-03  2.50098262e+00  1.13018820e+00  3.36422720e-01  3.36143152e+00  3.36143152e+00 
 2.22128000e-03  2.50098376e+00  1.13018933e+00  3.36423764e-01  3.36142644e+00  3.36142644e+00 
 2.22228000e-03  2.50098487e+00  1.13019043e+00  3.36424772e-01  3.36142154e+00  3.36142154e+00 
 2.22328000e-03  2.50098594e+00  1.13019148e+00  3.36425745e-01  3.36141681e+00  3.36141681e+00 
 2.22428000e-03  2.50098697e+00  1.13019250e+00  3.36426681e-01  3.36141225e+00  3.36141225e+00 
 2.22528000e-03  2.50098796e+00  1.13019348e+00  3.36427582e-01  3.36140787e+00  3.36140787e+00 
 2.22628000e-03  2.50098891e+00  1.13019441e+00  3.36428447e-01  3.36140366e+00  3.36140366e+00 
 2.22728000e-03  2.50098983e+00  1.13019531e+00  3.36429276e-01  3.36139963e+00  3.36139963e+00 
 2.22828000e-03  2.50099070e+00  1.13019617e+00  3.36430068e-01  3.36139577e+00  3.36139577e+00 
 2.22928000e-03  2.50099154e+00  1.13019699e+00  3.36430825e-01  3.36139209e+00  3.36139209e+00 
 2.23028000e-03  2.50099233e+00  1.13019778e+00  3.36431546e-01  3.36138858e+00  3.36138858e+00 
 2.23128000e-03  2.50099309e+00  1.13019852e+00  3.36432230e-01  3.36138525e+00  3.36138525e+00 
 2.23228000e-03  2.50099381e+00  1.13019922e+00  3.36432878e-01  3.36138210e+00  3.36138210e+00 
 2.23328000e-03  2.50099449e+00  1.13019989e+00  3.36433491e-01  3.36137912e+00  3.36137912e+00 
 2.23428000e-03  2.50099513e+00  1.13020051e+00  3.36434067e-01  3.36137632e+00  3.36137632e+00 
 2.23528000e-03  2.50099573e+00  1.13020110e+00  3.36434606e-01  3.36137369e+00  3.36137369e+00 
 2.23628000e-03  2.50099629e+00  1.13020164e+00  3.36435110e-01  3.36137124e+00  3.36137124e+00 
 2.23728000e-03  2.50099681e+00  1.13020215e+00  3.36435577e-01  3.36136896e+00  3.36136896e+00 
 2.23828000e-03  2.50099729e+00  1.13020262e+00  3.36436008e-01  3.36136687e+00  3.36136687e+00 
 2.23928000e-03  2.50099773e+00  1.13020305e+00  3.36436403e-01  3.36136495e+00  3.36136495e+00 
 2.24028000e-03  2.50099814e+00  1.13020344e+00  3.36436761e-01  3.36136320e+00  3.36136320e+00 
 2.24128000e-03  2.50099850e+00  1.13020379e+00  3.36437083e-01  3.36136163e+00  3.36136163e+00 
 2.24228000e-03  2.50099882e+00  1.13020410e+00  3.36437369e-01  3.36136024e+00  3.36136024e+00 
 2.24328000e-03  2.50099911e+00  1.13020437e+00  3.36437619e-01  3.36135903e+00  3.36135903e+00 
 2.24428000e-03  2.50099935e+00  1.13020460e+00  3.36437832e-01  3.36135799e+00  3.36135799e+00 
 2.24528000e-03  2.50099956e+00  1.13020479e+00  3.36438009e-01  3.36135713e+00  3.36135713e+00 
 2.24628000e-03  2.50099973e+00  1.13020494e+00  3.36438149e-01  3.36135645e+00  3.36135645e+00 
 2.24728000e-03  2.50099985e+00  1.13020506e+00  3.36438253e-01  3.36135594e+00  3.36135594e+00 
 2.24828000e-03  2.50099994e+00  1.13020513e+00  3.36438321e-01  3.36135561e+00  3.36135561e+00 
 2.24928000e-03  2.50099999e+00  1.13020516e+00  3.36438352e-01  3.36135546e+00  3.36135546e+00 
 2.25028000e-03  2.50100000e+00  1.13020516e+00  3.36438347e-01  3.36135548e+00  3.36135548e+00 
 2.25128000e-03  2.50099997e+00  1.13020511e+00  3.36438305e-01  3.36135569e+00  3.36135569e+00 
 2.25228000e-03  2.50099990e+00  1.13020503e+00  3.36438227e-01  3.36135606e+00  3.36135606e+00 
 2.25328000e-03  2.50099979e+00  1.13020490e+00  3.36438113e-01  3.36135662e+00  3.36135662e+00 
 2.25428000e-03  2.50099964e+00  1.13020474e+00  3.36437963e-01  3.36135735e+00  3.36135735e+00 
 2.25528000e-03  2.50099945e+00  1.13020454e+00  3.36437776e-01  3.36135826e+00  3.36135826e+00 
