 frequency       onoise_spectrum inoise_spectrum
 5.95662144e+03  1.35250750e-06  1.38955214e-08 
 6.13055792e+03  1.34578886e-06  1.38548789e-08 
 6.30957344e+03  1.33903701e-06  1.38152863e-08 
 6.49381632e+03  1.33224266e-06  1.37767188e-08 
 6.68343918e+03  1.32539628e-06  1.37391523e-08 
 6.87859912e+03  1.31848814e-06  1.37025631e-08 
 7.07945784e+03  1.31150832e-06  1.36669280e-08 
 7.28618175e+03  1.30444665e-06  1.36322243e-08 
 7.49894209e+03  1.29729278e-06  1.35984298e-08 
 7.71791516e+03  1.29003616e-06  1.35655228e-08 
 7.94328235e+03  1.28266600e-06  1.35334821e-08 
 8.17523038e+03  1.27517138e-06  1.35022868e-08 
 8.41395142e+03  1.26754115e-06  1.34719166e-08 
 8.65964323e+03  1.25976401e-06  1.34423516e-08 
 8.91250938e+03  1.25182853e-06  1.34135724e-08 
 9.17275935e+03  1.24372311e-06  1.33855601e-08 
 9.44060876e+03  1.23543608e-06  1.33582960e-08 
 9.71627952e+03  1.22695566e-06  1.33317619e-08 
 1.00000000e+04  1.21827004e-06  1.33059403e-08 
 1.02920053e+04  1.20936736e-06  1.32808138e-08 
 1.05925373e+04  1.20023580e-06  1.32563654e-08 
 1.09018449e+04  1.19086360e-06  1.32325788e-08 
 1.12201845e+04  1.18123910e-06  1.32094378e-08 
 1.15478198e+04  1.17135079e-06  1.31869267e-08 
 1.18850223e+04  1.16118739e-06  1.31650303e-08 
 1.22320712e+04  1.15073788e-06  1.31437336e-08 
 1.25892541e+04  1.13999157e-06  1.31230222e-08 
 1.29568670e+04  1.12893819e-06  1.31028817e-08 
 1.33352143e+04  1.11756795e-06  1.30832985e-08 
 1.37246096e+04  1.10587159e-06  1.30642592e-08 
 1.41253754e+04  1.09384051e-06  1.30457506e-08 
 1.45378439e+04  1.08146681e-06  1.30277601e-08 
 1.49623566e+04  1.06874342e-06  1.30102754e-08 
 1.53992653e+04  1.05566413e-06  1.29932844e-08 
 1.58489319e+04  1.04222373e-06  1.29767756e-08 
 1.63117291e+04  1.02841808e-06  1.29607375e-08 
 1.67880402e+04  1.01424418e-06  1.29451594e-08 
 1.72782598e+04  9.99700298e-07  1.29300306e-08 
 1.77827941e+04  9.84786022e-07  1.29153408e-08 
 1.83020611e+04  9.69502349e-07  1.29010801e-08 
 1.88364909e+04  9.53851760e-07  1.28872389e-08 
 1.93865264e+04  9.37838292e-07  1.28738080e-08 
 1.99526231e+04  9.21467597e-07  1.28607784e-08 
