 time            v(vin)          v(b3_collector) v(vout_final)   i(vdd)         
 0.00000000e+00  2.50000000e+00  3.82990743e+00  2.50000000e+00 -3.31711234e-05 
 5.00000000e-08  2.50000031e+00  3.82990743e+00  2.50000000e+00 -3.31711235e-05 
 1.00000000e-07  2.50000063e+00  3.82990743e+00  2.50000000e+00 -3.31711238e-05 
 2.00000000e-07  2.50000126e+00  3.82990743e+00  2.50000000e+00 -3.31711246e-05 
 4.00000000e-07  2.50000251e+00  3.82990741e+00  2.49999998e+00 -3.31711279e-05 
 8.00000000e-07  2.50000503e+00  3.82990718e+00  2.49999975e+00 -3.31711383e-05 
 1.60000000e-06  2.50001005e+00  3.82990416e+00  2.49999674e+00 -3.31711686e-05 
 3.20000000e-06  2.50002010e+00  3.82987026e+00  2.49996291e+00 -3.31713274e-05 
 6.40000000e-06  2.50004020e+00  3.82957680e+00  2.49967004e+00 -3.31728584e-05 
 1.14000000e-05  2.50007157e+00  3.82833786e+00  2.49843367e+00 -3.31805029e-05 
 1.64000000e-05  2.50010286e+00  3.82625515e+00  2.49635537e+00 -3.31945463e-05 
 2.14000000e-05  2.50013406e+00  3.82366917e+00  2.49377505e+00 -3.32127091e-05 
 2.64000000e-05  2.50016512e+00  3.82085905e+00  2.49097130e+00 -3.32327634e-05 
 3.14000000e-05  2.50019601e+00  3.81796365e+00  2.48808273e+00 -3.32535522e-05 
 3.64000000e-05  2.50022672e+00  3.81504257e+00  2.48516882e+00 -3.32745773e-05 
 4.14000000e-05  2.50025720e+00  3.81212160e+00  2.48225530e+00 -3.32956248e-05 
 4.64000000e-05  2.50028743e+00  3.80921282e+00  2.47935424e+00 -3.33165963e-05 
 5.14000000e-05  2.50031737e+00  3.80632281e+00  2.47647220e+00 -3.33374399e-05 
 5.64000000e-05  2.50034700e+00  3.80345589e+00  2.47361350e+00 -3.33581224e-05 
 6.14000000e-05  2.50037629e+00  3.80061553e+00  2.47078158e+00 -3.33786183e-05 
 6.64000000e-05  2.50040521e+00  3.79780477e+00  2.46797949e+00 -3.33989051e-05 
 7.14000000e-05  2.50043372e+00  3.79502652e+00  2.46521011e+00 -3.34189618e-05 
 7.64000000e-05  2.50046181e+00  3.79228356e+00  2.46247624e+00 -3.34387681e-05 
 8.14000000e-05  2.50048944e+00  3.78957866e+00  2.45978062e+00 -3.34583040e-05 
 8.64000000e-05  2.50051659e+00  3.78691451e+00  2.45712593e+00 -3.34775501e-05 
 9.14000000e-05  2.50054323e+00  3.78429376e+00  2.45451482e+00 -3.34964870e-05 
 9.64000000e-05  2.50056934e+00  3.78171904e+00  2.45194991e+00 -3.35150958e-05 
 1.01400000e-04  2.50059488e+00  3.77919291e+00  2.44943374e+00 -3.35333579e-05 
 1.06400000e-04  2.50061983e+00  3.77671790e+00  2.44696884e+00 -3.35512549e-05 
 1.11400000e-04  2.50064418e+00  3.77429647e+00  2.44455765e+00 -3.35687691e-05 
 1.16400000e-04  2.50066788e+00  3.77193104e+00  2.44220260e+00 -3.35858827e-05 
 1.21400000e-04  2.50069093e+00  3.76962398e+00  2.43990603e+00 -3.36025788e-05 
 1.26400000e-04  2.50071330e+00  3.76737759e+00  2.43767023e+00 -3.36188404e-05 
 1.31400000e-04  2.50073496e+00  3.76519412e+00  2.43549745e+00 -3.36346513e-05 
 1.36400000e-04  2.50075590e+00  3.76307576e+00  2.43338985e+00 -3.36499957e-05 
 1.41400000e-04  2.50077609e+00  3.76102461e+00  2.43134955e+00 -3.36648580e-05 
 1.46400000e-04  2.50079552e+00  3.75904274e+00  2.42937859e+00 -3.36792235e-05 
 1.51400000e-04  2.50081416e+00  3.75713213e+00  2.42747893e+00 -3.36930776e-05 
 1.56400000e-04  2.50083199e+00  3.75529469e+00  2.42565249e+00 -3.37064064e-05 
 1.61400000e-04  2.50084901e+00  3.75353227e+00  2.42390109e+00 -3.37191965e-05 
 1.66400000e-04  2.50086519e+00  3.75184662e+00  2.42222649e+00 -3.37314350e-05 
 1.71400000e-04  2.50088051e+00  3.75023944e+00  2.42063035e+00 -3.37431097e-05 
 1.76400000e-04  2.50089497e+00  3.74871233e+00  2.41911429e+00 -3.37542088e-05 
 1.81400000e-04  2.50090854e+00  3.74726684e+00  2.41767983e+00 -3.37647211e-05 
 1.86400000e-04  2.50092121e+00  3.74590440e+00  2.41632839e+00 -3.37746360e-05 
 1.91400000e-04  2.50093298e+00  3.74462639e+00  2.41506134e+00 -3.37839435e-05 
 1.96400000e-04  2.50094382e+00  3.74343408e+00  2.41387995e+00 -3.37926343e-05 
 2.01400000e-04  2.50095374e+00  3.74232867e+00  2.41278540e+00 -3.38006996e-05 
 2.06400000e-04  2.50096271e+00  3.74131127e+00  2.41177879e+00 -3.38081313e-05 
 2.11400000e-04  2.50097073e+00  3.74038291e+00  2.41086112e+00 -3.38149219e-05 
 2.16400000e-04  2.50097780e+00  3.73954450e+00  2.41003333e+00 -3.38210646e-05 
 2.21400000e-04  2.50098390e+00  3.73879690e+00  2.40929624e+00 -3.38265531e-05 
 2.26400000e-04  2.50098903e+00  3.73814085e+00  2.40865058e+00 -3.38313819e-05 
 2.31400000e-04  2.50099318e+00  3.73757701e+00  2.40809701e+00 -3.38355462e-05 
 2.36400000e-04  2.50099635e+00  3.73710595e+00  2.40763609e+00 -3.38390418e-05 
 2.41400000e-04  2.50099854e+00  3.73672814e+00  2.40726826e+00 -3.38418651e-05 
 2.46400000e-04  2.50099974e+00  3.73644395e+00  2.40699392e+00 -3.38440134e-05 
 2.51400000e-04  2.50099996e+00  3.73625368e+00  2.40681331e+00 -3.38454844e-05 
 2.56400000e-04  2.50099919e+00  3.73615751e+00  2.40672664e+00 -3.38462767e-05 
 2.61400000e-04  2.50099744e+00  3.73615554e+00  2.40673398e+00 -3.38463895e-05 
 2.66400000e-04  2.50099470e+00  3.73624777e+00  2.40683533e+00 -3.38458227e-05 
 2.71400000e-04  2.50099097e+00  3.73643411e+00  2.40703059e+00 -3.38445768e-05 
 2.76400000e-04  2.50098627e+00  3.73671436e+00  2.40731955e+00 -3.38426532e-05 
 2.81400000e-04  2.50098060e+00  3.73708826e+00  2.40770192e+00 -3.38400537e-05 
 2.86400000e-04  2.50097396e+00  3.73755541e+00  2.40817733e+00 -3.38367811e-05 
 2.91400000e-04  2.50096636e+00  3.73811535e+00  2.40874529e+00 -3.38328386e-05 
 2.96400000e-04  2.50095780e+00  3.73876752e+00  2.40940523e+00 -3.38282302e-05 
 3.01400000e-04  2.50094830e+00  3.73951127e+00  2.41015650e+00 -3.38229606e-05 
 3.06400000e-04  2.50093786e+00  3.74034583e+00  2.41099832e+00 -3.38170352e-05 
 3.11400000e-04  2.50092650e+00  3.74127039e+00  2.41192986e+00 -3.38104598e-05 
 3.16400000e-04  2.50091423e+00  3.74228400e+00  2.41295019e+00 -3.38032411e-05 
 3.21400000e-04  2.50090105e+00  3.74338564e+00  2.41405827e+00 -3.37953865e-05 
 3.26400000e-04  2.50088698e+00  3.74457423e+00  2.41525300e+00 -3.37869038e-05 
 3.31400000e-04  2.50087204e+00  3.74584855e+00  2.41653317e+00 -3.37778016e-05 
 3.36400000e-04  2.50085623e+00  3.74720733e+00  2.41789750e+00 -3.37680891e-05 
 3.41400000e-04  2.50083958e+00  3.74864921e+00  2.41934462e+00 -3.37577761e-05 
 3.46400000e-04  2.50082210e+00  3.75017274e+00  2.42087308e+00 -3.37468730e-05 
 3.51400000e-04  2.50080382e+00  3.75177638e+00  2.42248135e+00 -3.37353908e-05 
 3.56400000e-04  2.50078473e+00  3.75345855e+00  2.42416781e+00 -3.37233411e-05 
 3.61400000e-04  2.50076488e+00  3.75521754e+00  2.42593076e+00 -3.37107359e-05 
 3.66400000e-04  2.50074426e+00  3.75705159e+00  2.42776846e+00 -3.36975880e-05 
 3.71400000e-04  2.50072292e+00  3.75895887e+00  2.42967904e+00 -3.36839106e-05 
 3.76400000e-04  2.50070086e+00  3.76093746e+00  2.43166060e+00 -3.36697175e-05 
 3.81400000e-04  2.50067811e+00  3.76298539e+00  2.43371116e+00 -3.36550230e-05 
 3.86400000e-04  2.50065469e+00  3.76510059e+00  2.43582866e+00 -3.36398417e-05 
 3.91400000e-04  2.50063062e+00  3.76728097e+00  2.43801097e+00 -3.36241891e-05 
 3.96400000e-04  2.50060593e+00  3.76952432e+00  2.44025593e+00 -3.36080807e-05 
 4.01400000e-04  2.50058065e+00  3.77182842e+00  2.44256127e+00 -3.35915329e-05 
 4.06400000e-04  2.50055479e+00  3.77419095e+00  2.44492470e+00 -3.35745621e-05 
 4.11400000e-04  2.50052838e+00  3.77660956e+00  2.44734386e+00 -3.35571854e-05 
 4.16400000e-04  2.50050145e+00  3.77908182e+00  2.44981632e+00 -3.35394202e-05 
 4.21400000e-04  2.50047403e+00  3.78160528e+00  2.45233962e+00 -3.35212844e-05 
 4.26400000e-04  2.50044614e+00  3.78417740e+00  2.45491124e+00 -3.35027960e-05 
 4.31400000e-04  2.50041780e+00  3.78679563e+00  2.45752861e+00 -3.34839736e-05 
 4.36400000e-04  2.50038906e+00  3.78945735e+00  2.46018912e+00 -3.34648360e-05 
 4.41400000e-04  2.50035993e+00  3.79215991e+00  2.46289012e+00 -3.34454024e-05 
 4.46400000e-04  2.50033045e+00  3.79490061e+00  2.46562892e+00 -3.34256922e-05 
 4.51400000e-04  2.50030064e+00  3.79767673e+00  2.46840279e+00 -3.34057249e-05 
 4.56400000e-04  2.50027053e+00  3.80048550e+00  2.47120896e+00 -3.33855207e-05 
 4.61400000e-04  2.50024016e+00  3.80332412e+00  2.47404466e+00 -3.33650995e-05 
 4.66400000e-04  2.50020955e+00  3.80618978e+00  2.47690705e+00 -3.33444818e-05 
 4.71400000e-04  2.50017873e+00  3.80907963e+00  2.47979329e+00 -3.33236881e-05 
 4.76400000e-04  2.50014774e+00  3.81199079e+00  2.48270051e+00 -3.33027390e-05 
 4.81400000e-04  2.50011660e+00  3.81492038e+00  2.48562583e+00 -3.32816555e-05 
 4.86400000e-04  2.50008535e+00  3.81786549e+00  2.48856635e+00 -3.32604583e-05 
 4.91400000e-04  2.50005401e+00  3.82082319e+00  2.49151914e+00 -3.32391687e-05 
 4.96400000e-04  2.50002262e+00  3.82379057e+00  2.49448129e+00 -3.32178076e-05 
 5.01400000e-04  2.49999120e+00  3.82676467e+00  2.49744986e+00 -3.31963963e-05 
 5.06400000e-04  2.49995980e+00  3.82974256e+00  2.50042191e+00 -3.31749560e-05 
 5.11400000e-04  2.49992843e+00  3.83272129e+00  2.50339450e+00 -3.31535079e-05 
 5.16400000e-04  2.49989714e+00  3.83569791e+00  2.50636470e+00 -3.31320731e-05 
 5.21400000e-04  2.49986594e+00  3.83866950e+00  2.50932957e+00 -3.31106729e-05 
 5.26400000e-04  2.49983488e+00  3.84163310e+00  2.51228618e+00 -3.30893284e-05 
 5.31400000e-04  2.49980399e+00  3.84458581e+00  2.51523162e+00 -3.30680606e-05 
 5.36400000e-04  2.49977328e+00  3.84752471e+00  2.51816299e+00 -3.30468905e-05 
 5.41400000e-04  2.49974280e+00  3.85044690e+00  2.52107739e+00 -3.30258388e-05 
 5.46400000e-04  2.49971257e+00  3.85334951e+00  2.52397196e+00 -3.30049264e-05 
 5.51400000e-04  2.49968263e+00  3.85622969e+00  2.52684386e+00 -3.29841737e-05 
 5.56400000e-04  2.49965300e+00  3.85908461e+00  2.52969025e+00 -3.29636011e-05 
 5.61400000e-04  2.49962371e+00  3.86191146e+00  2.53250835e+00 -3.29432288e-05 
 5.66400000e-04  2.49959479e+00  3.86470746e+00  2.53529540e+00 -3.29230767e-05 
 5.71400000e-04  2.49956628e+00  3.86746988e+00  2.53804864e+00 -3.29031645e-05 
 5.76400000e-04  2.49953819e+00  3.87019602e+00  2.54076540e+00 -3.28835118e-05 
 5.81400000e-04  2.49951056e+00  3.87288319e+00  2.54344301e+00 -3.28641377e-05 
 5.86400000e-04  2.49948341e+00  3.87552878e+00  2.54607885e+00 -3.28450611e-05 
 5.91400000e-04  2.49945677e+00  3.87813020e+00  2.54867035e+00 -3.28263006e-05 
 5.96400000e-04  2.49943066e+00  3.88068490e+00  2.55121497e+00 -3.28078745e-05 
 6.01400000e-04  2.49940512e+00  3.88319040e+00  2.55371023e+00 -3.27898007e-05 
 6.06400000e-04  2.49938017e+00  3.88564424e+00  2.55615370e+00 -3.27720968e-05 
 6.11400000e-04  2.49935582e+00  3.88804405e+00  2.55854299e+00 -3.27547800e-05 
 6.16400000e-04  2.49933212e+00  3.89038748e+00  2.56087578e+00 -3.27378670e-05 
 6.21400000e-04  2.49930907e+00  3.89267225e+00  2.56314980e+00 -3.27213743e-05 
 6.26400000e-04  2.49928670e+00  3.89489613e+00  2.56536284e+00 -3.27053178e-05 
 6.31400000e-04  2.49926504e+00  3.89705698e+00  2.56751274e+00 -3.26897131e-05 
