 time            v(vin)          v(b3_collector) v(vout_drv)     v(vout_final)   i(vdd)         
 0.00000000e+00  2.50000000e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711234e-05 
 5.00000000e-08  2.50000031e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711235e-05 
 1.00000000e-07  2.50000063e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711238e-05 
 2.00000000e-07  2.50000126e+00  3.82990742e+00  2.50000000e+00  2.50000000e+00 -3.31711247e-05 
 4.00000000e-07  2.50000251e+00  3.82990740e+00  2.49999997e+00  2.50000000e+00 -3.31711280e-05 
 8.00000000e-07  2.50000503e+00  3.82990702e+00  2.49999960e+00  2.49999998e+00 -3.31711395e-05 
 1.60000000e-06  2.50001005e+00  3.82990237e+00  2.49999494e+00  2.49999956e+00 -3.31711837e-05 
 3.20000000e-06  2.50002010e+00  3.82985309e+00  2.49994567e+00  2.49999105e+00 -3.31714723e-05 
 6.40000000e-06  2.50004020e+00  3.82946426e+00  2.49955698e+00  2.49986928e+00 -3.31738078e-05 
 1.14000000e-05  2.50007157e+00  3.82798042e+00  2.49807399e+00  2.49913748e+00 -3.31835183e-05 
 1.64000000e-05  2.50010286e+00  3.82568533e+00  2.49578075e+00  2.49760268e+00 -3.31993533e-05 
 2.14000000e-05  2.50013406e+00  3.82299737e+00  2.49309554e+00  2.49540508e+00 -3.32183766e-05 
 2.64000000e-05  2.50016512e+00  3.82015922e+00  2.49026080e+00  2.49281695e+00 -3.32386676e-05 
 3.14000000e-05  2.50019601e+00  3.81726334e+00  2.48736882e+00  2.49003769e+00 -3.32594607e-05 
 3.64000000e-05  2.50022672e+00  3.81434884e+00  2.48445859e+00  2.48717381e+00 -3.32804306e-05 
 4.14000000e-05  2.50025720e+00  3.81143535e+00  2.48154971e+00  2.48427821e+00 -3.33014153e-05 
 4.64000000e-05  2.50028743e+00  3.80853371e+00  2.47865295e+00  2.48137760e+00 -3.33223269e-05 
 5.14000000e-05  2.50031737e+00  3.80565055e+00  2.47577496e+00  2.47848618e+00 -3.33431129e-05 
 5.64000000e-05  2.50034700e+00  3.80279054e+00  2.47292039e+00  2.47561222e+00 -3.33637375e-05 
 6.14000000e-05  2.50037629e+00  3.79995735e+00  2.47009291e+00  2.47276113e+00 -3.33841731e-05 
 6.64000000e-05  2.50040521e+00  3.79715423e+00  2.46729573e+00  2.46993695e+00 -3.34043958e-05 
 7.14000000e-05  2.50043372e+00  3.79438414e+00  2.46453184e+00  2.46714309e+00 -3.34243839e-05 
 7.64000000e-05  2.50046181e+00  3.79164993e+00  2.46180408e+00  2.46438259e+00 -3.34441167e-05 
 8.14000000e-05  2.50048944e+00  3.78895438e+00  2.45911521e+00  2.46165832e+00 -3.34635740e-05 
 8.64000000e-05  2.50051659e+00  3.78630018e+00  2.45646792e+00  2.45897307e+00 -3.34827363e-05 
 9.14000000e-05  2.50054323e+00  3.78369000e+00  2.45386486e+00  2.45632954e+00 -3.35015844e-05 
 9.64000000e-05  2.50056934e+00  3.78112644e+00  2.45130865e+00  2.45373039e+00 -3.35200993e-05 
 1.01400000e-04  2.50059488e+00  3.77861206e+00  2.44880181e+00  2.45117819e+00 -3.35382625e-05 
 1.06400000e-04  2.50061983e+00  3.77614938e+00  2.44634687e+00  2.44867552e+00 -3.35560558e-05 
 1.11400000e-04  2.50064418e+00  3.77374084e+00  2.44394627e+00  2.44622486e+00 -3.35734614e-05 
 1.16400000e-04  2.50066788e+00  3.77138887e+00  2.44160242e+00  2.44382867e+00 -3.35904618e-05 
 1.21400000e-04  2.50069093e+00  3.76909580e+00  2.43931764e+00  2.44148934e+00 -3.36070401e-05 
 1.26400000e-04  2.50071330e+00  3.76686393e+00  2.43709423e+00  2.43920920e+00 -3.36231794e-05 
 1.31400000e-04  2.50073496e+00  3.76469550e+00  2.43493442e+00  2.43699054e+00 -3.36388638e-05 
 1.36400000e-04  2.50075590e+00  3.76259266e+00  2.43284035e+00  2.43483557e+00 -3.36540773e-05 
 1.41400000e-04  2.50077609e+00  3.76055753e+00  2.43081413e+00  2.43274645e+00 -3.36688047e-05 
 1.46400000e-04  2.50079552e+00  3.75859215e+00  2.42885778e+00  2.43072527e+00 -3.36830313e-05 
 1.51400000e-04  2.50081416e+00  3.75669847e+00  2.42697326e+00  2.42877405e+00 -3.36967428e-05 
 1.56400000e-04  2.50083199e+00  3.75487840e+00  2.42516246e+00  2.42689475e+00 -3.37099252e-05 
 1.61400000e-04  2.50084901e+00  3.75313376e+00  2.42342720e+00  2.42508925e+00 -3.37225655e-05 
 1.66400000e-04  2.50086519e+00  3.75146629e+00  2.42176920e+00  2.42335935e+00 -3.37346508e-05 
 1.71400000e-04  2.50088051e+00  3.74987768e+00  2.42019014e+00  2.42170680e+00 -3.37461691e-05 
 1.76400000e-04  2.50089497e+00  3.74836950e+00  2.41869159e+00  2.42013323e+00 -3.37571086e-05 
 1.81400000e-04  2.50090854e+00  3.74694328e+00  2.41727506e+00  2.41864024e+00 -3.37674585e-05 
 1.86400000e-04  2.50092121e+00  3.74560043e+00  2.41594197e+00  2.41722932e+00 -3.37772082e-05 
 1.91400000e-04  2.50093298e+00  3.74434232e+00  2.41469365e+00  2.41590188e+00 -3.37863480e-05 
 1.96400000e-04  2.50094382e+00  3.74317019e+00  2.41353136e+00  2.41465926e+00 -3.37948687e-05 
 2.01400000e-04  2.50095374e+00  3.74208524e+00  2.41245626e+00  2.41350270e+00 -3.38027616e-05 
 2.06400000e-04  2.50096271e+00  3.74108853e+00  2.41146943e+00  2.41243335e+00 -3.38100188e-05 
 2.11400000e-04  2.50097073e+00  3.74018108e+00  2.41057186e+00  2.41145230e+00 -3.38166331e-05 
 2.16400000e-04  2.50097780e+00  3.73936380e+00  2.40976445e+00  2.41056053e+00 -3.38225976e-05 
 2.21400000e-04  2.50098390e+00  3.73863749e+00  2.40904800e+00  2.40975893e+00 -3.38279065e-05 
 2.26400000e-04  2.50098903e+00  3.73800291e+00  2.40842325e+00  2.40904830e+00 -3.38325544e-05 
 2.31400000e-04  2.50099318e+00  3.73746067e+00  2.40789082e+00  2.40842937e+00 -3.38365366e-05 
 2.36400000e-04  2.50099635e+00  3.73701132e+00  2.40745123e+00  2.40790274e+00 -3.38398490e-05 
