 time            v(vin)          v(b3_collector) v(vout_drv)     v(vout_final)   i(vdd)         
 0.00000000e+00  2.50000000e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711234e-05 
 5.00000000e-08  2.50000031e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711235e-05 
 1.00000000e-07  2.50000063e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711238e-05 
 2.00000000e-07  2.50000126e+00  3.82990742e+00  2.50000000e+00  2.50000000e+00 -3.31711247e-05 
 4.00000000e-07  2.50000251e+00  3.82990740e+00  2.49999997e+00  2.50000000e+00 -3.31711280e-05 
 8.00000000e-07  2.50000503e+00  3.82990703e+00  2.49999961e+00  2.49999995e+00 -3.31711394e-05 
 1.60000000e-06  2.50001005e+00  3.82990257e+00  2.49999515e+00  2.49999887e+00 -3.31711820e-05 
 3.20000000e-06  2.50002010e+00  3.82985601e+00  2.49994860e+00  2.49998009e+00 -3.31714477e-05 
 6.40000000e-06  2.50004020e+00  3.82948831e+00  2.49958114e+00  2.49975793e+00 -3.31736049e-05 
 1.14000000e-05  2.50007157e+00  3.82805872e+00  2.49815278e+00  2.49864422e+00 -3.31828577e-05 
 1.64000000e-05  2.50010286e+00  3.82579439e+00  2.49589077e+00  2.49661617e+00 -3.31984333e-05 
 2.14000000e-05  2.50013406e+00  3.82309263e+00  2.49319216e+00  2.49402279e+00 -3.32175729e-05 
 2.64000000e-05  2.50016512e+00  3.82022223e+00  2.49032540e+00  2.49119278e+00 -3.32381359e-05 
 3.14000000e-05  2.50019601e+00  3.81729906e+00  2.48740626e+00  2.48828410e+00 -3.32591592e-05 
 3.64000000e-05  2.50022672e+00  3.81436710e+00  2.48447863e+00  2.48535703e+00 -3.32802765e-05 
 4.14000000e-05  2.50025720e+00  3.81144358e+00  2.48155973e+00  2.48243472e+00 -3.33013457e-05 
 4.64000000e-05  2.50028743e+00  3.80853642e+00  2.47865747e+00  2.47952707e+00 -3.33223038e-05 
 5.14000000e-05  2.50031737e+00  3.80565024e+00  2.47577645e+00  2.47663944e+00 -3.33431153e-05 
 5.64000000e-05  2.50034700e+00  3.80278850e+00  2.47292014e+00  2.47377551e+00 -3.33637546e-05 
 6.14000000e-05  2.50037629e+00  3.79995425e+00  2.47009158e+00  2.47093845e+00 -3.33841991e-05 
 6.64000000e-05  2.50040521e+00  3.79715039e+00  2.46729365e+00  2.46813116e+00 -3.34044280e-05 
 7.14000000e-05  2.50043372e+00  3.79437973e+00  2.46452918e+00  2.46535648e+00 -3.34244210e-05 
 7.64000000e-05  2.50046181e+00  3.79164503e+00  2.46180091e+00  2.46261718e+00 -3.34441578e-05 
 8.14000000e-05  2.50048944e+00  3.78894903e+00  2.45911156e+00  2.45991600e+00 -3.34636189e-05 
 8.64000000e-05  2.50051659e+00  3.78629442e+00  2.45646383e+00  2.45725562e+00 -3.34827848e-05 
 9.14000000e-05  2.50054323e+00  3.78368383e+00  2.45386034e+00  2.45463870e+00 -3.35016363e-05 
 9.64000000e-05  2.50056934e+00  3.78111987e+00  2.45130369e+00  2.45206784e+00 -3.35201546e-05 
 1.01400000e-04  2.50059488e+00  3.77860510e+00  2.44879644e+00  2.44954562e+00 -3.35383211e-05 
 1.06400000e-04  2.50061983e+00  3.77614203e+00  2.44634109e+00  2.44707455e+00 -3.35561176e-05 
 1.11400000e-04  2.50064418e+00  3.77373312e+00  2.44394008e+00  2.44465709e+00 -3.35735264e-05 
 1.16400000e-04  2.50066788e+00  3.77138078e+00  2.44159582e+00  2.44229567e+00 -3.35905299e-05 
 1.21400000e-04  2.50069093e+00  3.76908735e+00  2.43931065e+00  2.43999263e+00 -3.36071112e-05 
 1.26400000e-04  2.50071330e+00  3.76685514e+00  2.43708686e+00  2.43775029e+00 -3.36232535e-05 
 1.31400000e-04  2.50073496e+00  3.76468636e+00  2.43492666e+00  2.43557088e+00 -3.36389407e-05 
 1.36400000e-04  2.50075590e+00  3.76258319e+00  2.43283222e+00  2.43345658e+00 -3.36541570e-05 
 1.41400000e-04  2.50077609e+00  3.76054774e+00  2.43080563e+00  2.43140951e+00 -3.36688872e-05 
 1.46400000e-04  2.50079552e+00  3.75858204e+00  2.42884893e+00  2.42943172e+00 -3.36831165e-05 
 1.51400000e-04  2.50081416e+00  3.75668806e+00  2.42696406e+00  2.42752519e+00 -3.36968305e-05 
 1.56400000e-04  2.50083199e+00  3.75486770e+00  2.42515293e+00  2.42569182e+00 -3.37100154e-05 
 1.61400000e-04  2.50084901e+00  3.75312277e+00  2.42341733e+00  2.42393346e+00 -3.37226581e-05 
 1.66400000e-04  2.50086519e+00  3.75145504e+00  2.42175902e+00  2.42225186e+00 -3.37347457e-05 
 1.71400000e-04  2.50088051e+00  3.74986616e+00  2.42017965e+00  2.42064870e+00 -3.37462661e-05 
 1.76400000e-04  2.50089497e+00  3.74835773e+00  2.41868080e+00  2.41912561e+00 -3.37572078e-05 
 1.81400000e-04  2.50090854e+00  3.74693127e+00  2.41726399e+00  2.41768409e+00 -3.37675597e-05 
 1.86400000e-04  2.50092121e+00  3.74558820e+00  2.41593062e+00  2.41632560e+00 -3.37773113e-05 
 1.91400000e-04  2.50093298e+00  3.74432988e+00  2.41468203e+00  2.41505151e+00 -3.37864529e-05 
 1.96400000e-04  2.50094382e+00  3.74315755e+00  2.41351949e+00  2.41386307e+00 -3.37949753e-05 
 2.01400000e-04  2.50095374e+00  3.74207241e+00  2.41244415e+00  2.41276150e+00 -3.38028698e-05 
 2.06400000e-04  2.50096271e+00  3.74107553e+00  2.41145708e+00  2.41174789e+00 -3.38101285e-05 
 2.11400000e-04  2.50097073e+00  3.74016791e+00  2.41055930e+00  2.41082326e+00 -3.38167441e-05 
 2.16400000e-04  2.50097780e+00  3.73935048e+00  2.40975168e+00  2.40998854e+00 -3.38227099e-05 
 2.21400000e-04  2.50098390e+00  3.73862404e+00  2.40903505e+00  2.40924457e+00 -3.38280200e-05 
 2.26400000e-04  2.50098903e+00  3.73798933e+00  2.40841012e+00  2.40859209e+00 -3.38326689e-05 
 2.31400000e-04  2.50099318e+00  3.73744698e+00  2.40787751e+00  2.40803175e+00 -3.38366520e-05 
 2.36400000e-04  2.50099635e+00  3.73699754e+00  2.40743778e+00  2.40756412e+00 -3.38399652e-05 
