 time            v(vin)          v(b3_collector) v(vout_drv)     v(vout_final)   i(vdd)         
 0.00000000e+00  2.50000000e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711234e-05 
 5.00000000e-08  2.50000031e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711235e-05 
 1.00000000e-07  2.50000063e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711238e-05 
 2.00000000e-07  2.50000126e+00  3.82990742e+00  2.50000000e+00  2.50000000e+00 -3.31711247e-05 
 4.00000000e-07  2.50000251e+00  3.82990740e+00  2.49999997e+00  2.50000000e+00 -3.31711280e-05 
 8.00000000e-07  2.50000503e+00  3.82990704e+00  2.49999961e+00  2.49999998e+00 -3.31711394e-05 
 1.60000000e-06  2.50001005e+00  3.82990263e+00  2.49999520e+00  2.49999959e+00 -3.31711815e-05 
 3.20000000e-06  2.50002010e+00  3.82985761e+00  2.49995021e+00  2.49999191e+00 -3.31714341e-05 
 6.40000000e-06  2.50004020e+00  3.82951583e+00  2.49960878e+00  2.49988570e+00 -3.31733728e-05 
 1.14000000e-05  2.50007157e+00  3.82823690e+00  2.49833196e+00  2.49925877e+00 -3.31813546e-05 
 1.64000000e-05  2.50010286e+00  3.82624786e+00  2.49634740e+00  2.49794432e+00 -3.31946078e-05 
 2.14000000e-05  2.50013406e+00  3.82385383e+00  2.49395996e+00  2.49603292e+00 -3.32111514e-05 
 2.64000000e-05  2.50016512e+00  3.82123870e+00  2.49135297e+00  2.49372028e+00 -3.32295607e-05 
 3.14000000e-05  2.50019601e+00  3.81849555e+00  2.48861901e+00  2.49116255e+00 -3.32490651e-05 
 3.64000000e-05  2.50022672e+00  3.81568043e+00  2.48581382e+00  2.48845971e+00 -3.32691961e-05 
 4.14000000e-05  2.50025720e+00  3.81282868e+00  2.48297254e+00  2.48567442e+00 -3.32896595e-05 
 4.64000000e-05  2.50028743e+00  3.80996304e+00  2.48011780e+00  2.48284616e+00 -3.33102667e-05 
 5.14000000e-05  2.50031737e+00  3.80709857e+00  2.47726456e+00  2.48000029e+00 -3.33308945e-05 
 5.64000000e-05  2.50034700e+00  3.80424559e+00  2.47442311e+00  2.47715340e+00 -3.33514592e-05 
 6.14000000e-05  2.50037629e+00  3.80141152e+00  2.47160081e+00  2.47431680e+00 -3.33719017e-05 
 6.64000000e-05  2.50040521e+00  3.79860198e+00  2.46880327e+00  2.47149847e+00 -3.33921779e-05 
 7.14000000e-05  2.50043372e+00  3.79582149e+00  2.46603498e+00  2.46870440e+00 -3.34122531e-05 
 7.64000000e-05  2.50046181e+00  3.79307387e+00  2.46329974e+00  2.46593930e+00 -3.34320984e-05 
 8.14000000e-05  2.50048944e+00  3.79036251e+00  2.46060092e+00  2.46320713e+00 -3.34516886e-05 
 8.64000000e-05  2.50051659e+00  3.78769049e+00  2.45794161e+00  2.46051133e+00 -3.34710006e-05 
 9.14000000e-05  2.50054323e+00  3.78506073e+00  2.45532468e+00  2.45785504e+00 -3.34900133e-05 
 9.64000000e-05  2.50056934e+00  3.78247599e+00  2.45275290e+00  2.45524117e+00 -3.35087063e-05 
 1.01400000e-04  2.50059488e+00  3.77993895e+00  2.45022893e+00  2.45267251e+00 -3.35270601e-05 
 1.06400000e-04  2.50061983e+00  3.77745219e+00  2.44775534e+00  2.45015170e+00 -3.35450559e-05 
 1.11400000e-04  2.50064418e+00  3.77501822e+00  2.44533463e+00  2.44768135e+00 -3.35626755e-05 
 1.16400000e-04  2.50066788e+00  3.77263951e+00  2.44296924e+00  2.44526394e+00 -3.35799009e-05 
 1.21400000e-04  2.50069093e+00  3.77031844e+00  2.44066154e+00  2.44290192e+00 -3.35967148e-05 
 1.26400000e-04  2.50071330e+00  3.76805734e+00  2.43841386e+00  2.44059766e+00 -3.36131003e-05 
 1.31400000e-04  2.50073496e+00  3.76585846e+00  2.43622844e+00  2.43835347e+00 -3.36290409e-05 
 1.36400000e-04  2.50075590e+00  3.76372403e+00  2.43410746e+00  2.43617161e+00 -3.36445205e-05 
 1.41400000e-04  2.50077609e+00  3.76165616e+00  2.43205307e+00  2.43405425e+00 -3.36595236e-05 
 1.46400000e-04  2.50079552e+00  3.75965694e+00  2.43006730e+00  2.43200352e+00 -3.36740352e-05 
 1.51400000e-04  2.50081416e+00  3.75772836e+00  2.42815215e+00  2.43002147e+00 -3.36880406e-05 
 1.56400000e-04  2.50083199e+00  3.75587235e+00  2.42630954e+00  2.42811008e+00 -3.37015258e-05 
 1.61400000e-04  2.50084901e+00  3.75409078e+00  2.42454131e+00  2.42627128e+00 -3.37144772e-05 
 1.66400000e-04  2.50086519e+00  3.75238543e+00  2.42284923e+00  2.42450689e+00 -3.37268817e-05 
 1.71400000e-04  2.50088051e+00  3.75075801e+00  2.42123501e+00  2.42281869e+00 -3.37387269e-05 
 1.76400000e-04  2.50089497e+00  3.74921014e+00  2.41970025e+00  2.42120837e+00 -3.37500009e-05 
 1.81400000e-04  2.50090854e+00  3.74774339e+00  2.41824649e+00  2.41967755e+00 -3.37606923e-05 
 1.86400000e-04  2.50092121e+00  3.74635921e+00  2.41687520e+00  2.41822775e+00 -3.37707904e-05 
 1.91400000e-04  2.50093298e+00  3.74505900e+00  2.41558775e+00  2.41686044e+00 -3.37802850e-05 
 1.96400000e-04  2.50094382e+00  3.74384407e+00  2.41438542e+00  2.41557698e+00 -3.37891664e-05 
 2.01400000e-04  2.50095374e+00  3.74271562e+00  2.41326943e+00  2.41437865e+00 -3.37974259e-05 
 2.06400000e-04  2.50096271e+00  3.74167480e+00  2.41224089e+00  2.41326667e+00 -3.38050551e-05 
 2.11400000e-04  2.50097073e+00  3.74072264e+00  2.41130083e+00  2.41224214e+00 -3.38120462e-05 
 2.16400000e-04  2.50097780e+00  3.73986011e+00  2.41045021e+00  2.41130610e+00 -3.38183922e-05 
 2.21400000e-04  2.50098390e+00  3.73908806e+00  2.40968986e+00  2.41045948e+00 -3.38240868e-05 
 2.26400000e-04  2.50098903e+00  3.73840727e+00  2.40902056e+00  2.40970313e+00 -3.38291242e-05 
 2.31400000e-04  2.50099318e+00  3.73781843e+00  2.40844297e+00  2.40903781e+00 -3.38334994e-05 
 2.36400000e-04  2.50099635e+00  3.73732212e+00  2.40795768e+00  2.40846419e+00 -3.38372078e-05 
