 frequency       onoise_spectrum inoise_spectrum
 1.99526231e+03  5.66565922e-06  5.98912602e-08 
 2.05352503e+03  5.59565641e-06  5.91635698e-08 
 2.11348904e+03  5.52676200e-06  5.84480185e-08 
 2.17520403e+03  5.45895763e-06  5.77444353e-08 
 2.23872114e+03  5.39222513e-06  5.70526520e-08 
 2.30409298e+03  5.32654648e-06  5.63725034e-08 
 2.37137371e+03  5.26190383e-06  5.57038270e-08 
 2.44061907e+03  5.19827943e-06  5.50464631e-08 
 2.51188643e+03  5.13565567e-06  5.44002545e-08 
 2.58523484e+03  5.07401505e-06  5.37650467e-08 
 2.66072506e+03  5.01334014e-06  5.31406875e-08 
 2.73841963e+03  4.95361358e-06  5.25270270e-08 
 2.81838293e+03  4.89481811e-06  5.19239178e-08 
 2.90068120e+03  4.83693649e-06  5.13312147e-08 
 2.98538262e+03  4.77995150e-06  5.07487745e-08 
 3.07255737e+03  4.72384596e-06  5.01764562e-08 
 3.16227766e+03  4.66860269e-06  4.96141208e-08 
 3.25461783e+03  4.61420450e-06  4.90616314e-08 
 3.34965439e+03  4.56063417e-06  4.85188527e-08 
 3.44746607e+03  4.50787443e-06  4.79856517e-08 
 3.54813389e+03  4.45590798e-06  4.74618968e-08 
 3.65174127e+03  4.40471743e-06  4.69474584e-08 
 3.75837404e+03  4.35428530e-06  4.64422085e-08 
 3.86812055e+03  4.30459404e-06  4.59460209e-08 
 3.98107171e+03  4.25562593e-06  4.54587709e-08 
 4.09732110e+03  4.20736318e-06  4.49803353e-08 
 4.21696503e+03  4.15978780e-06  4.45105926e-08 
 4.34010264e+03  4.11288165e-06  4.40494227e-08 
 4.46683592e+03  4.06662643e-06  4.35967071e-08 
 4.59726989e+03  4.02100361e-06  4.31523285e-08 
 4.73151259e+03  3.97599446e-06  4.27161711e-08 
 4.86967525e+03  3.93158003e-06  4.22881205e-08 
 5.01187234e+03  3.88774111e-06  4.18680636e-08 
 5.15822165e+03  3.84445822e-06  4.14558885e-08 
 5.30884444e+03  3.80171162e-06  4.10514847e-08 
 5.46386550e+03  3.75948127e-06  4.06547430e-08 
 5.62341325e+03  3.71774679e-06  4.02655551e-08 
 5.78761988e+03  3.67648752e-06  3.98838143e-08 
 5.95662144e+03  3.63568242e-06  3.95094148e-08 
 6.13055792e+03  3.59531012e-06  3.91422520e-08 
 6.30957344e+03  3.55534887e-06  3.87822225e-08 
 6.49381632e+03  3.51577653e-06  3.84292241e-08 
 6.68343918e+03  3.47657058e-06  3.80831554e-08 
 6.87859912e+03  3.43770811e-06  3.77439165e-08 
 7.07945784e+03  3.39916577e-06  3.74114081e-08 
 7.28618175e+03  3.36091983e-06  3.70855325e-08 
 7.49894209e+03  3.32294610e-06  3.67661926e-08 
 7.71791516e+03  3.28521999e-06  3.64532925e-08 
 7.94328235e+03  3.24771650e-06  3.61467375e-08 
