 time            v(vin)          v(b3_collector) v(vout_drv)     v(vout_final)   i(vdd)         
 8.36400000e-04  2.49914377e+00  3.91577523e+00  2.58551730e+00  2.58648349e+00 -3.25502389e-05 
 8.41400000e-04  2.49916042e+00  3.91442416e+00  2.58416509e+00  2.58519562e+00 -3.25597709e-05 
 8.46400000e-04  2.49917790e+00  3.91299113e+00  2.58273152e+00  2.58382539e+00 -3.25698953e-05 
 8.51400000e-04  2.49919618e+00  3.91147751e+00  2.58121797e+00  2.58237413e+00 -3.25806022e-05 
 8.56400000e-04  2.49921527e+00  3.90988477e+00  2.57962592e+00  2.58084325e+00 -3.25918815e-05 
 8.61400000e-04  2.49923512e+00  3.90821444e+00  2.57795688e+00  2.57923421e+00 -3.26037223e-05 
 8.66400000e-04  2.49925574e+00  3.90646814e+00  2.57621248e+00  2.57754857e+00 -3.26161132e-05 
 8.71400000e-04  2.49927708e+00  3.90464755e+00  2.57439440e+00  2.57578796e+00 -3.26290423e-05 
 8.76400000e-04  2.49929914e+00  3.90275445e+00  2.57250440e+00  2.57395408e+00 -3.26424972e-05 
 8.81400000e-04  2.49932189e+00  3.90079065e+00  2.57054431e+00  2.57204871e+00 -3.26564650e-05 
 8.86400000e-04  2.49934531e+00  3.89875806e+00  2.56851603e+00  2.57007370e+00 -3.26709321e-05 
 8.91400000e-04  2.49936938e+00  3.89665866e+00  2.56642153e+00  2.56803094e+00 -3.26858846e-05 
 8.96400000e-04  2.49939407e+00  3.89449448e+00  2.56426283e+00  2.56592244e+00 -3.27013082e-05 
 9.01400000e-04  2.49941935e+00  3.89226762e+00  2.56204203e+00  2.56375022e+00 -3.27171878e-05 
 9.06400000e-04  2.49944521e+00  3.88998024e+00  2.55976130e+00  2.56151641e+00 -3.27335081e-05 
 9.11400000e-04  2.49947162e+00  3.88763457e+00  2.55742284e+00  2.55922317e+00 -3.27502533e-05 
 9.16400000e-04  2.49949855e+00  3.88523289e+00  2.55502893e+00  2.55687273e+00 -3.27674073e-05 
 9.21400000e-04  2.49952597e+00  3.88277754e+00  2.55258191e+00  2.55446738e+00 -3.27849532e-05 
 9.26400000e-04  2.49955386e+00  3.88027091e+00  2.55008416e+00  2.55200945e+00 -3.28028742e-05 
 9.31400000e-04  2.49958220e+00  3.87771544e+00  2.54753811e+00  2.54950136e+00 -3.28211528e-05 
 9.36400000e-04  2.49961094e+00  3.87511363e+00  2.54494624e+00  2.54694554e+00 -3.28397712e-05 
 9.41400000e-04  2.49964007e+00  3.87246803e+00  2.54231110e+00  2.54434448e+00 -3.28587113e-05 
 9.46400000e-04  2.49966955e+00  3.86978121e+00  2.53963525e+00  2.54170074e+00 -3.28779545e-05 
 9.51400000e-04  2.49969936e+00  3.86705580e+00  2.53692132e+00  2.53901688e+00 -3.28974822e-05 
 9.56400000e-04  2.49972947e+00  3.86429448e+00  2.53417195e+00  2.53629555e+00 -3.29172753e-05 
 9.61400000e-04  2.49975984e+00  3.86149995e+00  2.53138985e+00  2.53353940e+00 -3.29373144e-05 
 9.66400000e-04  2.49979045e+00  3.85867494e+00  2.52857774e+00  2.53075113e+00 -3.29575799e-05 
 9.71400000e-04  2.49982127e+00  3.85582224e+00  2.52573838e+00  2.52793348e+00 -3.29780519e-05 
 9.76400000e-04  2.49985226e+00  3.85294463e+00  2.52287456e+00  2.52508921e+00 -3.29987103e-05 
 9.81400000e-04  2.49988340e+00  3.85004496e+00  2.51998909e+00  2.52222112e+00 -3.30195350e-05 
 9.86400000e-04  2.49991465e+00  3.84712606e+00  2.51708480e+00  2.51933202e+00 -3.30405054e-05 
 9.91400000e-04  2.49994599e+00  3.84419082e+00  2.51416457e+00  2.51642477e+00 -3.30616009e-05 
 9.96400000e-04  2.49997738e+00  3.84124212e+00  2.51123126e+00  2.51350221e+00 -3.30828007e-05 
 1.00140000e-03  2.50000880e+00  3.83828288e+00  2.50828777e+00  2.51056723e+00 -3.31040840e-05 
 1.00640000e-03  2.50004020e+00  3.83531600e+00  2.50533700e+00  2.50762272e+00 -3.31254297e-05 
 1.01140000e-03  2.50007157e+00  3.83234442e+00  2.50238186e+00  2.50467158e+00 -3.31468168e-05 
 1.01640000e-03  2.50010286e+00  3.82937108e+00  2.49942526e+00  2.50171673e+00 -3.31682242e-05 
 1.02140000e-03  2.50013406e+00  3.82639890e+00  2.49647014e+00  2.49876109e+00 -3.31896307e-05 
 1.02640000e-03  2.50016512e+00  3.82343084e+00  2.49351941e+00  2.49580758e+00 -3.32110150e-05 
 1.03140000e-03  2.50019601e+00  3.82046982e+00  2.49057600e+00  2.49285912e+00 -3.32323562e-05 
 1.03640000e-03  2.50022672e+00  3.81751879e+00  2.48764281e+00  2.48991863e+00 -3.32536329e-05 
 1.04140000e-03  2.50025720e+00  3.81458066e+00  2.48472276e+00  2.48698902e+00 -3.32748240e-05 
 1.04640000e-03  2.50028743e+00  3.81165835e+00  2.48181874e+00  2.48407319e+00 -3.32959086e-05 
 1.05140000e-03  2.50031737e+00  3.80875475e+00  2.47893364e+00  2.48117404e+00 -3.33168657e-05 
 1.05640000e-03  2.50034700e+00  3.80587276e+00  2.47607030e+00  2.47829444e+00 -3.33376745e-05 
 1.06140000e-03  2.50037629e+00  3.80301522e+00  2.47323159e+00  2.47543725e+00 -3.33583141e-05 
 1.06640000e-03  2.50040521e+00  3.80018499e+00  2.47042032e+00  2.47260531e+00 -3.33787642e-05 
 1.07140000e-03  2.50043372e+00  3.79738487e+00  2.46763928e+00  2.46980143e+00 -3.33990043e-05 
 1.07640000e-03  2.50046181e+00  3.79461766e+00  2.46489125e+00  2.46702840e+00 -3.34190142e-05 
 1.08140000e-03  2.50048944e+00  3.79188610e+00  2.46217895e+00  2.46428898e+00 -3.34387741e-05 
 1.08640000e-03  2.50051659e+00  3.78919291e+00  2.45950509e+00  2.46158590e+00 -3.34582640e-05 
 1.09140000e-03  2.50054323e+00  3.78654079e+00  2.45687233e+00  2.45892185e+00 -3.34774646e-05 
 1.09640000e-03  2.50056934e+00  3.78393237e+00  2.45428330e+00  2.45629949e+00 -3.34963568e-05 
 1.10140000e-03  2.50059488e+00  3.78137025e+00  2.45174057e+00  2.45372142e+00 -3.35149215e-05 
