 frequency       onoise_spectrum inoise_spectrum
 2.73841963e+03  5.07654595e-06  5.25266280e-08 
 2.81838293e+03  5.01658467e-06  5.19235139e-08 
 2.90068120e+03  4.95757029e-06  5.13308058e-08 
 2.98538262e+03  4.89948575e-06  5.07483607e-08 
 3.07255737e+03  4.84231405e-06  5.01760373e-08 
 3.16227766e+03  4.78603820e-06  4.96136969e-08 
 3.25461783e+03  4.73064125e-06  4.90612024e-08 
 3.34965439e+03  4.67610625e-06  4.85184186e-08 
 3.44746607e+03  4.62241623e-06  4.79852123e-08 
 3.54813389e+03  4.56955421e-06  4.74614522e-08 
 3.65174127e+03  4.51750319e-06  4.69470085e-08 
 3.75837404e+03  4.46624609e-06  4.64417534e-08 
 3.86812055e+03  4.41576578e-06  4.59455604e-08 
 3.98107171e+03  4.36604506e-06  4.54583049e-08 
 4.09732110e+03  4.31706664e-06  4.49798638e-08 
 4.21696503e+03  4.26881310e-06  4.45101156e-08 
 4.34010264e+03  4.22126693e-06  4.40489402e-08 
 4.46683592e+03  4.17441046e-06  4.35962189e-08 
 4.59726989e+03  4.12822589e-06  4.31518346e-08 
 4.73151259e+03  4.08269524e-06  4.27156715e-08 
 4.86967525e+03  4.03780036e-06  4.22876150e-08 
 5.01187234e+03  3.99352290e-06  4.18675522e-08 
 5.15822165e+03  3.94984431e-06  4.14553712e-08 
 5.30884444e+03  3.90674580e-06  4.10509614e-08 
 5.46386550e+03  3.86420838e-06  4.06542136e-08 
 5.62341325e+03  3.82221276e-06  4.02650196e-08 
 5.78761988e+03  3.78073942e-06  3.98832725e-08 
 5.95662144e+03  3.73976857e-06  3.95088667e-08 
 6.13055792e+03  3.69928009e-06  3.91416975e-08 
 6.30957344e+03  3.65925359e-06  3.87816615e-08 
 6.49381632e+03  3.61966837e-06  3.84286565e-08 
 6.68343918e+03  3.58050340e-06  3.80825811e-08 
 6.87859912e+03  3.54173731e-06  3.77433353e-08 
 7.07945784e+03  3.50334840e-06  3.74108201e-08 
 7.28618175e+03  3.46531464e-06  3.70849374e-08 
 7.49894209e+03  3.42761362e-06  3.67655903e-08 
 7.71791516e+03  3.39022262e-06  3.64526829e-08 
 7.94328235e+03  3.35311853e-06  3.61461204e-08 
 8.17523038e+03  3.31627793e-06  3.58458090e-08 
 8.41395142e+03  3.27967704e-06  3.55516558e-08 
 8.65964323e+03  3.24329173e-06  3.52635693e-08 
 8.91250938e+03  3.20709759e-06  3.49814585e-08 
 9.17275935e+03  3.17106988e-06  3.47052338e-08 
 9.44060876e+03  3.13518357e-06  3.44348066e-08 
 9.71627952e+03  3.09941340e-06  3.41700892e-08 
 1.00000000e+04  3.06373386e-06  3.39109951e-08 
 1.02920053e+04  3.02811926e-06  3.36574386e-08 
 1.05925373e+04  2.99254374e-06  3.34093353e-08 
 1.09018449e+04  2.95698136e-06  3.31666017e-08 
 1.12201845e+04  2.92140613e-06  3.29291555e-08 
 1.15478198e+04  2.88579205e-06  3.26969154e-08 
 1.18850223e+04  2.85011324e-06  3.24698013e-08 
 1.22320712e+04  2.81434394e-06  3.22477341e-08 
 1.25892541e+04  2.77845867e-06  3.20306359e-08 
 1.29568670e+04  2.74243227e-06  3.18184299e-08 
 1.33352143e+04  2.70624003e-06  3.16110406e-08 
 1.37246096e+04  2.66985777e-06  3.14083936e-08 
 1.41253754e+04  2.63326201e-06  3.12104157e-08 
 1.45378439e+04  2.59643005e-06  3.10170351e-08 
 1.49623566e+04  2.55934012e-06  3.08281812e-08 
 1.53992653e+04  2.52197156e-06  3.06437846e-08 
 1.58489319e+04  2.48430489e-06  3.04637774e-08 
 1.63117291e+04  2.44632206e-06  3.02880931e-08 
 1.67880402e+04  2.40800654e-06  3.01166664e-08 
 1.72782598e+04  2.36934352e-06  2.99494338e-08 
 1.77827941e+04  2.33032010e-06  2.97863329e-08 
 1.83020611e+04  2.29092543e-06  2.96273031e-08 
 1.88364909e+04  2.25115088e-06  2.94722855e-08 
 1.93865264e+04  2.21099024e-06  2.93212224e-08 
 1.99526231e+04  2.17043987e-06  2.91740584e-08 
