 frequency       onoise_spectrum inoise_spectrum
 2.51188643e+03  5.13985829e-06  5.43999137e-08 
 2.58523484e+03  5.07845598e-06  5.37647017e-08 
 2.66072506e+03  5.01803026e-06  5.31403382e-08 
 2.73841963e+03  4.95856434e-06  5.25266735e-08 
 2.81838293e+03  4.90004148e-06  5.19235601e-08 
 2.90068120e+03  4.84244505e-06  5.13308526e-08 
 2.98538262e+03  4.78575847e-06  5.07484080e-08 
 3.07255737e+03  4.72996521e-06  5.01760854e-08 
 3.16227766e+03  4.67504876e-06  4.96137455e-08 
 3.25461783e+03  4.62099267e-06  4.90612516e-08 
 3.34965439e+03  4.56778045e-06  4.85184684e-08 
 3.44746607e+03  4.51539566e-06  4.79852628e-08 
 3.54813389e+03  4.46382180e-06  4.74615034e-08 
 3.65174127e+03  4.41304237e-06  4.69470603e-08 
 3.75837404e+03  4.36304080e-06  4.64418058e-08 
 3.86812055e+03  4.31380049e-06  4.59456134e-08 
 3.98107171e+03  4.26530474e-06  4.54583586e-08 
 4.09732110e+03  4.21753680e-06  4.49799182e-08 
 4.21696503e+03  4.17047978e-06  4.45101707e-08 
 4.34010264e+03  4.12411671e-06  4.40489959e-08 
 4.46683592e+03  4.07843048e-06  4.35962753e-08 
 4.59726989e+03  4.03340384e-06  4.31518916e-08 
 4.73151259e+03  3.98901938e-06  4.27157291e-08 
 4.86967525e+03  3.94525952e-06  4.22876734e-08 
 5.01187234e+03  3.90210650e-06  4.18676113e-08 
 5.15822165e+03  3.85954237e-06  4.14554309e-08 
 5.30884444e+03  3.81754894e-06  4.10510219e-08 
 5.46386550e+03  3.77610781e-06  4.06542747e-08 
 5.62341325e+03  3.73520035e-06  4.02650814e-08 
 5.78761988e+03  3.69480766e-06  3.98833350e-08 
 5.95662144e+03  3.65491058e-06  3.95089299e-08 
 6.13055792e+03  3.61548966e-06  3.91417614e-08 
 6.30957344e+03  3.57652517e-06  3.87817262e-08 
 6.49381632e+03  3.53799706e-06  3.84287218e-08 
 6.68343918e+03  3.49988500e-06  3.80826472e-08 
 6.87859912e+03  3.46216831e-06  3.77434022e-08 
 7.07945784e+03  3.42482597e-06  3.74108877e-08 
 7.28618175e+03  3.38783666e-06  3.70850057e-08 
 7.49894209e+03  3.35117868e-06  3.67656594e-08 
 7.71791516e+03  3.31483001e-06  3.64527527e-08 
 7.94328235e+03  3.27876827e-06  3.61461910e-08 
 8.17523038e+03  3.24297073e-06  3.58458804e-08 
 8.41395142e+03  3.20741434e-06  3.55517281e-08 
 8.65964323e+03  3.17207569e-06  3.52636423e-08 
 8.91250938e+03  3.13693106e-06  3.49815323e-08 
 9.17275935e+03  3.10195641e-06  3.47053085e-08 
 9.44060876e+03  3.06712741e-06  3.44348821e-08 
 9.71627952e+03  3.03241946e-06  3.41701656e-08 
 1.00000000e+04  2.99780770e-06  3.39110723e-08 
 1.02920053e+04  2.96326708e-06  3.36575167e-08 
 1.05925373e+04  2.92877236e-06  3.34094142e-08 
 1.09018449e+04  2.89429816e-06  3.31666816e-08 
 1.12201845e+04  2.85981904e-06  3.29292363e-08 
 1.15478198e+04  2.82530951e-06  3.26969972e-08 
 1.18850223e+04  2.79074412e-06  3.24698841e-08 
 1.22320712e+04  2.75609755e-06  3.22478178e-08 
 1.25892541e+04  2.72134465e-06  3.20307206e-08 
 1.29568670e+04  2.68646054e-06  3.18185157e-08 
