 time            v(vin)          v(b3_collector) v(vout_final)   i(vdd)         
 0.00000000e+00  2.50000000e+00  3.82990743e+00  2.50000000e+00 -3.31711234e-05 
 5.00000000e-08  2.50000031e+00  3.82990743e+00  2.50000000e+00 -3.31711235e-05 
 1.00000000e-07  2.50000063e+00  3.82990743e+00  2.50000000e+00 -3.31711238e-05 
 2.00000000e-07  2.50000126e+00  3.82990743e+00  2.50000000e+00 -3.31711246e-05 
 4.00000000e-07  2.50000251e+00  3.82990741e+00  2.49999999e+00 -3.31711278e-05 
 8.00000000e-07  2.50000503e+00  3.82990725e+00  2.49999983e+00 -3.31711376e-05 
 1.60000000e-06  2.50001005e+00  3.82990514e+00  2.49999772e+00 -3.31711604e-05 
 3.20000000e-06  2.50002010e+00  3.82988079e+00  2.49997348e+00 -3.31712386e-05 
 6.40000000e-06  2.50004020e+00  3.82966150e+00  2.49975514e+00 -3.31721439e-05 
 1.14000000e-05  2.50007157e+00  3.82868457e+00  2.49878246e+00 -3.31775781e-05 
 1.64000000e-05  2.50010286e+00  3.82694949e+00  2.49705501e+00 -3.31886888e-05 
 2.14000000e-05  2.50013406e+00  3.82467529e+00  2.49479096e+00 -3.32042213e-05 
 2.64000000e-05  2.50016512e+00  3.82208965e+00  2.49221704e+00 -3.32223815e-05 
 3.14000000e-05  2.50019601e+00  3.81933739e+00  2.48947747e+00 -3.32419625e-05 
 3.64000000e-05  2.50022672e+00  3.81650056e+00  2.48665398e+00 -3.32622763e-05 
 4.14000000e-05  2.50025720e+00  3.81362543e+00  2.48379263e+00 -3.32829365e-05 
 4.64000000e-05  2.50028743e+00  3.81073859e+00  2.48091990e+00 -3.33037223e-05 
 5.14000000e-05  2.50031737e+00  3.80785585e+00  2.47805155e+00 -3.33245039e-05 
 5.64000000e-05  2.50034700e+00  3.80498718e+00  2.47519749e+00 -3.33452006e-05 
 6.14000000e-05  2.50037629e+00  3.80213927e+00  2.47236438e+00 -3.33657595e-05 
 6.64000000e-05  2.50040521e+00  3.79931708e+00  2.46955716e+00 -3.33861422e-05 
 7.14000000e-05  2.50043372e+00  3.79652455e+00  2.46677977e+00 -3.34063186e-05 
 7.64000000e-05  2.50046181e+00  3.79376511e+00  2.46403559e+00 -3.34262633e-05 
 8.14000000e-05  2.50048944e+00  3.79104185e+00  2.46132770e+00 -3.34459535e-05 
 8.64000000e-05  2.50051659e+00  3.78835765e+00  2.45865898e+00 -3.34653680e-05 
 9.14000000e-05  2.50054323e+00  3.78571531e+00  2.45603219e+00 -3.34844865e-05 
 9.64000000e-05  2.50056934e+00  3.78311750e+00  2.45345002e+00 -3.35032895e-05 
 1.01400000e-04  2.50059488e+00  3.78056686e+00  2.45091505e+00 -3.35217578e-05 
 1.06400000e-04  2.50061983e+00  3.77806594e+00  2.44842985e+00 -3.35398728e-05 
 1.11400000e-04  2.50064418e+00  3.77561724e+00  2.44599690e+00 -3.35576163e-05 
 1.16400000e-04  2.50066788e+00  3.77322323e+00  2.44361863e+00 -3.35749706e-05 
 1.21400000e-04  2.50069093e+00  3.77088629e+00  2.44129743e+00 -3.35919181e-05 
 1.26400000e-04  2.50071330e+00  3.76860876e+00  2.43903561e+00 -3.36084419e-05 
 1.31400000e-04  2.50073496e+00  3.76639292e+00  2.43683544e+00 -3.36245254e-05 
 1.36400000e-04  2.50075590e+00  3.76424098e+00  2.43469911e+00 -3.36401524e-05 
 1.41400000e-04  2.50077609e+00  3.76215510e+00  2.43262877e+00 -3.36553073e-05 
 1.46400000e-04  2.50079552e+00  3.76013737e+00  2.43062648e+00 -3.36699748e-05 
 1.51400000e-04  2.50081416e+00  3.75818980e+00  2.42869425e+00 -3.36841403e-05 
 1.56400000e-04  2.50083199e+00  3.75631434e+00  2.42683401e+00 -3.36977893e-05 
 1.61400000e-04  2.50084901e+00  3.75451287e+00  2.42504763e+00 -3.37109084e-05 
 1.66400000e-04  2.50086519e+00  3.75278720e+00  2.42333690e+00 -3.37234841e-05 
 1.71400000e-04  2.50088051e+00  3.75113906e+00  2.42170352e+00 -3.37355040e-05 
 1.76400000e-04  2.50089497e+00  3.74957009e+00  2.42014915e+00 -3.37469558e-05 
 1.81400000e-04  2.50090854e+00  3.74808187e+00  2.41867532e+00 -3.37578281e-05 
 1.86400000e-04  2.50092121e+00  3.74667589e+00  2.41728353e+00 -3.37681100e-05 
 1.91400000e-04  2.50093298e+00  3.74535356e+00  2.41597517e+00 -3.37777910e-05 
 1.96400000e-04  2.50094382e+00  3.74411621e+00  2.41475154e+00 -3.37868615e-05 
 2.01400000e-04  2.50095374e+00  3.74296508e+00  2.41361388e+00 -3.37953122e-05 
 2.06400000e-04  2.50096271e+00  3.74190132e+00  2.41256333e+00 -3.38031348e-05 
 2.11400000e-04  2.50097073e+00  3.74092599e+00  2.41160094e+00 -3.38103212e-05 
 2.16400000e-04  2.50097780e+00  3.74004009e+00  2.41072767e+00 -3.38168643e-05 
 2.21400000e-04  2.50098390e+00  3.73924449e+00  2.40994441e+00 -3.38227575e-05 
 2.26400000e-04  2.50098903e+00  3.73854000e+00  2.40925193e+00 -3.38279948e-05 
 2.31400000e-04  2.50099318e+00  3.73792731e+00  2.40865094e+00 -3.38325710e-05 
 2.36400000e-04  2.50099635e+00  3.73740706e+00  2.40814203e+00 -3.38364815e-05 
 2.41400000e-04  2.50099854e+00  3.73697975e+00  2.40772571e+00 -3.38397222e-05 
 2.46400000e-04  2.50099974e+00  3.73664581e+00  2.40740241e+00 -3.38422901e-05 
 2.51400000e-04  2.50099996e+00  3.73640559e+00  2.40717245e+00 -3.38441824e-05 
 2.56400000e-04  2.50099919e+00  3.73625931e+00  2.40703605e+00 -3.38453973e-05 
 2.61400000e-04  2.50099744e+00  3.73620713e+00  2.40699336e+00 -3.38459336e-05 
 2.66400000e-04  2.50099470e+00  3.73624911e+00  2.40704441e+00 -3.38457907e-05 
 2.71400000e-04  2.50099097e+00  3.73638518e+00  2.40718915e+00 -3.38449688e-05 
 2.76400000e-04  2.50098627e+00  3.73661523e+00  2.40742744e+00 -3.38434687e-05 
 2.81400000e-04  2.50098060e+00  3.73693901e+00  2.40775904e+00 -3.38412920e-05 
 2.86400000e-04  2.50097396e+00  3.73735621e+00  2.40818361e+00 -3.38384409e-05 
 2.91400000e-04  2.50096636e+00  3.73786639e+00  2.40870072e+00 -3.38349182e-05 
 2.96400000e-04  2.50095780e+00  3.73846905e+00  2.40930987e+00 -3.38307276e-05 
 3.01400000e-04  2.50094830e+00  3.73916359e+00  2.41001042e+00 -3.38258733e-05 
 3.06400000e-04  2.50093786e+00  3.73994930e+00  2.41080169e+00 -3.38203601e-05 
 3.11400000e-04  2.50092650e+00  3.74082539e+00  2.41168287e+00 -3.38141936e-05 
 3.16400000e-04  2.50091423e+00  3.74179098e+00  2.41265307e+00 -3.38073802e-05 
 3.21400000e-04  2.50090105e+00  3.74284511e+00  2.41371134e+00 -3.37999266e-05 
 3.26400000e-04  2.50088698e+00  3.74398672e+00  2.41485659e+00 -3.37918404e-05 
 3.31400000e-04  2.50087204e+00  3.74521466e+00  2.41608768e+00 -3.37831298e-05 
 3.36400000e-04  2.50085623e+00  3.74652769e+00  2.41740338e+00 -3.37738035e-05 
 3.41400000e-04  2.50083958e+00  3.74792450e+00  2.41880237e+00 -3.37638710e-05 
 3.46400000e-04  2.50082210e+00  3.74940369e+00  2.42028323e+00 -3.37533422e-05 
 3.51400000e-04  2.50080382e+00  3.75096377e+00  2.42184449e+00 -3.37422279e-05 
 3.56400000e-04  2.50078473e+00  3.75260317e+00  2.42348458e+00 -3.37305391e-05 
 3.61400000e-04  2.50076488e+00  3.75432027e+00  2.42520186e+00 -3.37182877e-05 
 3.66400000e-04  2.50074426e+00  3.75611332e+00  2.42699459e+00 -3.37054860e-05 
 3.71400000e-04  2.50072292e+00  3.75798054e+00  2.42886100e+00 -3.36921469e-05 
 3.76400000e-04  2.50070086e+00  3.75992006e+00  2.43079920e+00 -3.36782839e-05 
 3.81400000e-04  2.50067811e+00  3.76192993e+00  2.43280725e+00 -3.36639108e-05 
 3.86400000e-04  2.50065469e+00  3.76400813e+00  2.43488314e+00 -3.36490421e-05 
 3.91400000e-04  2.50063062e+00  3.76615260e+00  2.43702480e+00 -3.36336928e-05 
 3.96400000e-04  2.50060593e+00  3.76836118e+00  2.43923009e+00 -3.36178783e-05 
 4.01400000e-04  2.50058065e+00  3.77063166e+00  2.44149679e+00 -3.36016145e-05 
 4.06400000e-04  2.50055479e+00  3.77296177e+00  2.44382263e+00 -3.35849177e-05 
 4.11400000e-04  2.50052838e+00  3.77534919e+00  2.44620530e+00 -3.35678046e-05 
 4.16400000e-04  2.50050145e+00  3.77779153e+00  2.44864242e+00 -3.35502924e-05 
 4.21400000e-04  2.50047403e+00  3.78028634e+00  2.45113154e+00 -3.35323987e-05 
 4.26400000e-04  2.50044614e+00  3.78283114e+00  2.45367018e+00 -3.35141414e-05 
 4.31400000e-04  2.50041780e+00  3.78542339e+00  2.45625582e+00 -3.34955387e-05 
 4.36400000e-04  2.50038906e+00  3.78806050e+00  2.45888586e+00 -3.34766093e-05 
 4.41400000e-04  2.50035993e+00  3.79073983e+00  2.46155769e+00 -3.34573721e-05 
 4.46400000e-04  2.50033045e+00  3.79345873e+00  2.46426864e+00 -3.34378464e-05 
 4.51400000e-04  2.50030064e+00  3.79621449e+00  2.46701601e+00 -3.34180515e-05 
 4.56400000e-04  2.50027053e+00  3.79900435e+00  2.46979707e+00 -3.33980074e-05 
 4.61400000e-04  2.50024016e+00  3.80182554e+00  2.47260905e+00 -3.33777339e-05 
 4.66400000e-04  2.50020955e+00  3.80467526e+00  2.47544915e+00 -3.33572513e-05 
 4.71400000e-04  2.50017873e+00  3.80755066e+00  2.47831455e+00 -3.33365800e-05 
 4.76400000e-04  2.50014774e+00  3.81044891e+00  2.48120240e+00 -3.33157405e-05 
 4.81400000e-04  2.50011660e+00  3.81336711e+00  2.48410984e+00 -3.32947537e-05 
 4.86400000e-04  2.50008535e+00  3.81630237e+00  2.48703397e+00 -3.32736402e-05 
 4.91400000e-04  2.50005401e+00  3.81925179e+00  2.48997190e+00 -3.32524212e-05 
 4.96400000e-04  2.50002262e+00  3.82221242e+00  2.49292071e+00 -3.32311176e-05 
 5.01400000e-04  2.49999120e+00  3.82518136e+00  2.49587749e+00 -3.32097506e-05 
 5.06400000e-04  2.49995980e+00  3.82815564e+00  2.49883930e+00 -3.31883413e-05 
 5.11400000e-04  2.49992843e+00  3.83113234e+00  2.50180322e+00 -3.31669110e-05 
 5.16400000e-04  2.49989714e+00  3.83410850e+00  2.50476632e+00 -3.31454807e-05 
 5.21400000e-04  2.49986594e+00  3.83708120e+00  2.50772566e+00 -3.31240718e-05 
 5.26400000e-04  2.49983488e+00  3.84004748e+00  2.51067833e+00 -3.31027054e-05 
 5.31400000e-04  2.49980399e+00  3.84300443e+00  2.51362141e+00 -3.30814024e-05 
 5.36400000e-04  2.49977328e+00  3.84594914e+00  2.51655201e+00 -3.30601839e-05 
 5.41400000e-04  2.49974280e+00  3.84887869e+00  2.51946722e+00 -3.30390709e-05 
 5.46400000e-04  2.49971257e+00  3.85179021e+00  2.52236419e+00 -3.30180840e-05 
 5.51400000e-04  2.49968263e+00  3.85468082e+00  2.52524006e+00 -3.29972439e-05 
 5.56400000e-04  2.49965300e+00  3.85754770e+00  2.52809201e+00 -3.29765710e-05 
 5.61400000e-04  2.49962371e+00  3.86038802e+00  2.53091723e+00 -3.29560857e-05 
 5.66400000e-04  2.49959479e+00  3.86319900e+00  2.53371295e+00 -3.29358079e-05 
 5.71400000e-04  2.49956628e+00  3.86597787e+00  2.53647643e+00 -3.29157576e-05 
 5.76400000e-04  2.49953819e+00  3.86872191e+00  2.53920496e+00 -3.28959544e-05 
 5.81400000e-04  2.49951056e+00  3.87142845e+00  2.54189587e+00 -3.28764176e-05 
 5.86400000e-04  2.49948341e+00  3.87409482e+00  2.54454652e+00 -3.28571663e-05 
 5.91400000e-04  2.49945677e+00  3.87671842e+00  2.54715433e+00 -3.28382193e-05 
 5.96400000e-04  2.49943066e+00  3.87929669e+00  2.54971673e+00 -3.28195950e-05 
 6.01400000e-04  2.49940512e+00  3.88182711e+00  2.55223124e+00 -3.28013115e-05 
 6.06400000e-04  2.49938017e+00  3.88430721e+00  2.55469540e+00 -3.27833867e-05 
 6.11400000e-04  2.49935582e+00  3.88673458e+00  2.55710681e+00 -3.27658379e-05 
 6.16400000e-04  2.49933212e+00  3.88910684e+00  2.55946311e+00 -3.27486823e-05 
 6.21400000e-04  2.49930907e+00  3.89142169e+00  2.56176201e+00 -3.27319363e-05 
 6.26400000e-04  2.49928670e+00  3.89367688e+00  2.56400129e+00 -3.27156163e-05 
 6.31400000e-04  2.49926504e+00  3.89587022e+00  2.56617875e+00 -3.26997381e-05 
