 time            v(vin)          v(b3_collector) v(vout_drv)     v(vout_final)   i(vdd)         
 0.00000000e+00  2.50000000e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711234e-05 
 5.00000000e-08  2.50000031e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711236e-05 
 1.00000000e-07  2.50000063e+00  3.82990742e+00  2.50000000e+00  2.50000000e+00 -3.31711241e-05 
 2.00000000e-07  2.50000126e+00  3.82990741e+00  2.49999998e+00  2.50000000e+00 -3.31711255e-05 
 4.00000000e-07  2.50000251e+00  3.82990729e+00  2.49999986e+00  2.50000000e+00 -3.31711305e-05 
 8.00000000e-07  2.50000503e+00  3.82990584e+00  2.49999841e+00  2.49999990e+00 -3.31711483e-05 
 1.60000000e-06  2.50001005e+00  3.82988984e+00  2.49998241e+00  2.49999785e+00 -3.31712465e-05 
 3.20000000e-06  2.50002010e+00  3.82975347e+00  2.49984608e+00  2.49996522e+00 -3.31720368e-05 
 6.40000000e-06  2.50004020e+00  3.82895830e+00  2.49905128e+00  2.49962789e+00 -3.31771155e-05 
 1.14000000e-05  2.50007157e+00  3.82671629e+00  2.49681094e+00  2.49816515e+00 -3.31924963e-05 
 1.64000000e-05  2.50010286e+00  3.82394491e+00  2.49404238e+00  2.49580438e+00 -3.32121785e-05 
 2.14000000e-05  2.50013406e+00  3.82105318e+00  2.49115416e+00  2.49304049e+00 -3.32329179e-05 
 2.64000000e-05  2.50016512e+00  3.81812044e+00  2.48822533e+00  2.49015192e+00 -3.32540118e-05 
 3.14000000e-05  2.50019601e+00  3.81518132e+00  2.48529047e+00  2.48722604e+00 -3.32751786e-05 
 3.64000000e-05  2.50022672e+00  3.81225158e+00  2.48236527e+00  2.48429658e+00 -3.32962876e-05 
 4.14000000e-05  2.50025720e+00  3.80933762e+00  2.47945614e+00  2.48137772e+00 -3.33172887e-05 
 4.64000000e-05  2.50028743e+00  3.80644402e+00  2.47656764e+00  2.47847614e+00 -3.33381466e-05 
 5.14000000e-05  2.50031737e+00  3.80357409e+00  2.47370307e+00  2.47559615e+00 -3.33588371e-05 
 5.64000000e-05  2.50034700e+00  3.80073089e+00  2.47086550e+00  2.47274110e+00 -3.33793376e-05 
 6.14000000e-05  2.50037629e+00  3.79791730e+00  2.46805779e+00  2.46991399e+00 -3.33996274e-05 
 6.64000000e-05  2.50040521e+00  3.79513615e+00  2.46528277e+00  2.46711769e+00 -3.34196860e-05 
 7.14000000e-05  2.50043372e+00  3.79239022e+00  2.46254321e+00  2.46435502e+00 -3.34394933e-05 
 7.64000000e-05  2.50046181e+00  3.78968223e+00  2.45984183e+00  2.46162873e+00 -3.34590295e-05 
 8.14000000e-05  2.50048944e+00  3.78701489e+00  2.45718133e+00  2.45894153e+00 -3.34782750e-05 
 8.64000000e-05  2.50051659e+00  3.78439086e+00  2.45456436e+00  2.45629611e+00 -3.34972108e-05 
 9.14000000e-05  2.50054323e+00  3.78181276e+00  2.45199353e+00  2.45369510e+00 -3.35158177e-05 
 9.64000000e-05  2.50056934e+00  3.77928315e+00  2.44947140e+00  2.45114110e+00 -3.35340773e-05 
 1.01400000e-04  2.50059488e+00  3.77680457e+00  2.44700050e+00  2.44863666e+00 -3.35519712e-05 
 1.06400000e-04  2.50061983e+00  3.77437948e+00  2.44458328e+00  2.44618427e+00 -3.35694814e-05 
 1.11400000e-04  2.50064418e+00  3.77201031e+00  2.44222217e+00  2.44378639e+00 -3.35865906e-05 
 1.16400000e-04  2.50066788e+00  3.76969942e+00  2.43991952e+00  2.44144540e+00 -3.36032814e-05 
 1.21400000e-04  2.50069093e+00  3.76744913e+00  2.43767763e+00  2.43916365e+00 -3.36195372e-05 
 1.26400000e-04  2.50071330e+00  3.76526169e+00  2.43549874e+00  2.43694342e+00 -3.36353416e-05 
 1.31400000e-04  2.50073496e+00  3.76313928e+00  2.43338505e+00  2.43478693e+00 -3.36506788e-05 
 1.36400000e-04  2.50075590e+00  3.76108402e+00  2.43133864e+00  2.43269634e+00 -3.36655333e-05 
 1.41400000e-04  2.50077609e+00  3.75909798e+00  2.42936159e+00  2.43067373e+00 -3.36798903e-05 
 1.46400000e-04  2.50079552e+00  3.75718314e+00  2.42745586e+00  2.42872114e+00 -3.36937354e-05 
