 time            v(vin)          v(vout_final)   i(vdd)         
 0.00000000e+00  2.50000000e+00  3.87035911e+00 -3.18957546e-05 
 5.00000000e-08  2.50000031e+00  3.87035911e+00 -3.18957547e-05 
 1.00000000e-07  2.50000063e+00  3.87035911e+00 -3.18957549e-05 
 2.00000000e-07  2.50000126e+00  3.87035911e+00 -3.18957557e-05 
 4.00000000e-07  2.50000251e+00  3.87035909e+00 -3.18957588e-05 
 8.00000000e-07  2.50000503e+00  3.87035886e+00 -3.18957691e-05 
 1.60000000e-06  2.50001005e+00  3.87035587e+00 -3.18958021e-05 
 3.20000000e-06  2.50002010e+00  3.87032271e+00 -3.18959808e-05 
 6.40000000e-06  2.50004020e+00  3.87004214e+00 -3.18975323e-05 
 1.14000000e-05  2.50007157e+00  3.86889315e+00 -3.19047215e-05 
 1.64000000e-05  2.50010286e+00  3.86702011e+00 -3.19173127e-05 
 2.14000000e-05  2.50013406e+00  3.86476122e+00 -3.19330081e-05 
 2.64000000e-05  2.50016512e+00  3.86236103e+00 -3.19498841e-05 
 3.14000000e-05  2.50019601e+00  3.85992329e+00 -3.19670896e-05 
 3.64000000e-05  2.50022672e+00  3.85748460e+00 -3.19843234e-05 
 4.14000000e-05  2.50025720e+00  3.85505831e+00 -3.20014774e-05 
 4.64000000e-05  2.50028743e+00  3.85265028e+00 -3.20185058e-05 
 5.14000000e-05  2.50031737e+00  3.85026396e+00 -3.20353828e-05 
 5.64000000e-05  2.50034700e+00  3.84790206e+00 -3.20520887e-05 
 6.14000000e-05  2.50037629e+00  3.84556704e+00 -3.20686061e-05 
 6.64000000e-05  2.50040521e+00  3.84326123e+00 -3.20849183e-05 
 7.14000000e-05  2.50043372e+00  3.84098694e+00 -3.21010091e-05 
 7.64000000e-05  2.50046181e+00  3.83874641e+00 -3.21168623e-05 
 8.14000000e-05  2.50048944e+00  3.83654189e+00 -3.21324623e-05 
 8.64000000e-05  2.50051659e+00  3.83437554e+00 -3.21477934e-05 
 9.14000000e-05  2.50054323e+00  3.83224953e+00 -3.21628406e-05 
 9.64000000e-05  2.50056934e+00  3.83016597e+00 -3.21775887e-05 
 1.01400000e-04  2.50059488e+00  3.82812691e+00 -3.21920232e-05 
 1.06400000e-04  2.50061983e+00  3.82613440e+00 -3.22061295e-05 
 1.11400000e-04  2.50064418e+00  3.82419041e+00 -3.22198937e-05 
 1.16400000e-04  2.50066788e+00  3.82229687e+00 -3.22333021e-05 
 1.21400000e-04  2.50069093e+00  3.82045566e+00 -3.22463413e-05 
 1.26400000e-04  2.50071330e+00  3.81866862e+00 -3.22589982e-05 
 1.31400000e-04  2.50073496e+00  3.81693752e+00 -3.22712603e-05 
 1.36400000e-04  2.50075590e+00  3.81526409e+00 -3.22831153e-05 
 1.41400000e-04  2.50077609e+00  3.81364998e+00 -3.22945514e-05 
 1.46400000e-04  2.50079552e+00  3.81209681e+00 -3.23055571e-05 
