 frequency       onoise_spectrum inoise_spectrum
 1.05925373e+04  2.58119452e-06  3.52475553e-08 
 1.09018449e+04  2.55034864e-06  3.49902042e-08 
 1.12201845e+04  2.51949277e-06  3.47384673e-08 
 1.15478198e+04  2.48860455e-06  3.44922596e-08 
 1.18850223e+04  2.45766168e-06  3.42514975e-08 
 1.22320712e+04  2.42664199e-06  3.40160983e-08 
 1.25892541e+04  2.39552357e-06  3.37859810e-08 
 1.29568670e+04  2.36428476e-06  3.35610655e-08 
 1.33352143e+04  2.33290435e-06  3.33412731e-08 
 1.37246096e+04  2.30136156e-06  3.31265266e-08 
 1.41253754e+04  2.26963623e-06  3.29167500e-08 
 1.45378439e+04  2.23770890e-06  3.27118686e-08 
 1.49623566e+04  2.20556092e-06  3.25118094e-08 
 1.53992653e+04  2.17317458e-06  3.23165006e-08 
 1.58489319e+04  2.14053326e-06  3.21258720e-08 
 1.63117291e+04  2.10762152e-06  3.19398551e-08 
 1.67880402e+04  2.07442531e-06  3.17583828e-08 
 1.72782598e+04  2.04093205e-06  3.15813896e-08 
 1.77827941e+04  2.00713081e-06  3.14088118e-08 
 1.83020611e+04  1.97301246e-06  3.12405876e-08 
 1.88364909e+04  1.93856980e-06  3.10766566e-08 
 1.93865264e+04  1.90379775e-06  3.09169606e-08 
 1.99526231e+04  1.86869342e-06  3.07614432e-08 
