 time            v(vin)          v(b3_collector) v(vout_final)   i(vdd)         
 0.00000000e+00  2.50000000e+00  3.82990743e+00  2.50000000e+00 -3.31711234e-05 
 5.00000000e-08  2.50000031e+00  3.82990743e+00  2.50000000e+00 -3.31711235e-05 
 1.00000000e-07  2.50000063e+00  3.82990743e+00  2.50000000e+00 -3.31711238e-05 
 2.00000000e-07  2.50000126e+00  3.82990743e+00  2.50000000e+00 -3.31711246e-05 
 4.00000000e-07  2.50000251e+00  3.82990742e+00  2.49999999e+00 -3.31711278e-05 
 8.00000000e-07  2.50000503e+00  3.82990728e+00  2.49999985e+00 -3.31711374e-05 
 1.60000000e-06  2.50001005e+00  3.82990549e+00  2.49999807e+00 -3.31711574e-05 
 3.20000000e-06  2.50002010e+00  3.82988470e+00  2.49997740e+00 -3.31712056e-05 
 6.40000000e-06  2.50004020e+00  3.82969462e+00  2.49978841e+00 -3.31718645e-05 
 1.14000000e-05  2.50007157e+00  3.82882984e+00  2.49892859e+00 -3.31763526e-05 
 1.64000000e-05  2.50010286e+00  3.82725971e+00  2.49736755e+00 -3.31860717e-05 
 2.14000000e-05  2.50013406e+00  3.82515427e+00  2.49527440e+00 -3.32001805e-05 
 2.64000000e-05  2.50016512e+00  3.82271049e+00  2.49284506e+00 -3.32171440e-05 
 3.14000000e-05  2.50019601e+00  3.82006525e+00  2.49021565e+00 -3.32358219e-05 
 3.64000000e-05  2.50022672e+00  3.81730386e+00  2.48747103e+00 -3.32554990e-05 
 4.14000000e-05  2.50025720e+00  3.81447917e+00  2.48466373e+00 -3.32757334e-05 
 4.64000000e-05  2.50028743e+00  3.81162422e+00  2.48182664e+00 -3.32962498e-05 
 5.14000000e-05  2.50031737e+00  3.80876017e+00  2.47898076e+00 -3.33168734e-05 
 5.64000000e-05  2.50034700e+00  3.80590090e+00  2.47613993e+00 -3.33374904e-05 
 6.14000000e-05  2.50037629e+00  3.80305595e+00  2.47331361e+00 -3.33580240e-05 
 6.64000000e-05  2.50040521e+00  3.80023217e+00  2.47050863e+00 -3.33784197e-05 
 7.14000000e-05  2.50043372e+00  3.79743481e+00  2.46773020e+00 -3.33986365e-05 
 7.64000000e-05  2.50046181e+00  3.79466813e+00  2.46498255e+00 -3.34186419e-05 
 8.14000000e-05  2.50048944e+00  3.79193578e+00  2.46226930e+00 -3.34384083e-05 
 8.64000000e-05  2.50051659e+00  3.78924102e+00  2.45959369e+00 -3.34579116e-05 
 9.14000000e-05  2.50054323e+00  3.78658685e+00  2.45695872e+00 -3.34771295e-05 
 9.64000000e-05  2.50056934e+00  3.78397613e+00  2.45436720e+00 -3.34960410e-05 
 1.01400000e-04  2.50059488e+00  3.78141156e+00  2.45182183e+00 -3.35146264e-05 
 1.06400000e-04  2.50061983e+00  3.77889578e+00  2.44932523e+00 -3.35328664e-05 
 1.11400000e-04  2.50064418e+00  3.77643136e+00  2.44687993e+00 -3.35507423e-05 
 1.16400000e-04  2.50066788e+00  3.77402076e+00  2.44448840e+00 -3.35682361e-05 
 1.21400000e-04  2.50069093e+00  3.77166642e+00  2.44215304e+00 -3.35853301e-05 
 1.26400000e-04  2.50071330e+00  3.76937070e+00  2.43987619e+00 -3.36020070e-05 
 1.31400000e-04  2.50073496e+00  3.76713590e+00  2.43766014e+00 -3.36182501e-05 
 1.36400000e-04  2.50075590e+00  3.76496425e+00  2.43550711e+00 -3.36340431e-05 
 1.41400000e-04  2.50077609e+00  3.76285794e+00  2.43341925e+00 -3.36493700e-05 
 1.46400000e-04  2.50079552e+00  3.76081907e+00  2.43139866e+00 -3.36642156e-05 
 1.51400000e-04  2.50081416e+00  3.75884967e+00  2.42944734e+00 -3.36785648e-05 
 1.56400000e-04  2.50083199e+00  3.75695173e+00  2.42756727e+00 -3.36924032e-05 
 1.61400000e-04  2.50084901e+00  3.75512715e+00  2.42576032e+00 -3.37057170e-05 
 1.66400000e-04  2.50086519e+00  3.75337774e+00  2.42402830e+00 -3.37184927e-05 
 1.71400000e-04  2.50088051e+00  3.75170527e+00  2.42237294e+00 -3.37307175e-05 
 1.76400000e-04  2.50089497e+00  3.75011141e+00  2.42079591e+00 -3.37423791e-05 
 1.81400000e-04  2.50090854e+00  3.74859776e+00  2.41929878e+00 -3.37534658e-05 
 1.86400000e-04  2.50092121e+00  3.74716583e+00  2.41788306e+00 -3.37639664e-05 
 1.91400000e-04  2.50093298e+00  3.74581706e+00  2.41655017e+00 -3.37738702e-05 
 1.96400000e-04  2.50094382e+00  3.74455280e+00  2.41530144e+00 -3.37831675e-05 
 2.01400000e-04  2.50095374e+00  3.74337432e+00  2.41413812e+00 -3.37918487e-05 
 2.06400000e-04  2.50096271e+00  3.74228280e+00  2.41306138e+00 -3.37999052e-05 
 2.11400000e-04  2.50097073e+00  3.74127935e+00  2.41207230e+00 -3.38073289e-05 
 2.16400000e-04  2.50097780e+00  3.74036495e+00  2.41117188e+00 -3.38141122e-05 
 2.21400000e-04  2.50098390e+00  3.73954053e+00  2.41036101e+00 -3.38202483e-05 
 2.26400000e-04  2.50098903e+00  3.73880693e+00  2.40964051e+00 -3.38257311e-05 
 2.31400000e-04  2.50099318e+00  3.73816486e+00  2.40901110e+00 -3.38305550e-05 
 2.36400000e-04  2.50099635e+00  3.73761498e+00  2.40847341e+00 -3.38347152e-05 
 2.41400000e-04  2.50099854e+00  3.73715785e+00  2.40802798e+00 -3.38382075e-05 
 2.46400000e-04  2.50099974e+00  3.73679390e+00  2.40767527e+00 -3.38410284e-05 
 2.51400000e-04  2.50099996e+00  3.73652353e+00  2.40741561e+00 -3.38431750e-05 
 2.56400000e-04  2.50099919e+00  3.73634698e+00  2.40724928e+00 -3.38446453e-05 
 2.61400000e-04  2.50099744e+00  3.73626444e+00  2.40717644e+00 -3.38454376e-05 
 2.66400000e-04  2.50099470e+00  3.73627600e+00  2.40719716e+00 -3.38455513e-05 
 2.71400000e-04  2.50099097e+00  3.73638163e+00  2.40731141e+00 -3.38449862e-05 
 2.76400000e-04  2.50098627e+00  3.73658123e+00  2.40751909e+00 -3.38437429e-05 
 2.81400000e-04  2.50098060e+00  3.73687461e+00  2.40781999e+00 -3.38418228e-05 
 2.86400000e-04  2.50097396e+00  3.73726146e+00  2.40821379e+00 -3.38392276e-05 
 2.91400000e-04  2.50096636e+00  3.73774140e+00  2.40870011e+00 -3.38359601e-05 
 2.96400000e-04  2.50095780e+00  3.73831394e+00  2.40927846e+00 -3.38320237e-05 
 3.01400000e-04  2.50094830e+00  3.73897851e+00  2.40994825e+00 -3.38274221e-05 
 3.06400000e-04  2.50093786e+00  3.73973444e+00  2.41070881e+00 -3.38221602e-05 
 3.11400000e-04  2.50092650e+00  3.74058097e+00  2.41155938e+00 -3.38162433e-05 
 3.16400000e-04  2.50091423e+00  3.74151725e+00  2.41249910e+00 -3.38096772e-05 
 3.21400000e-04  2.50090105e+00  3.74254234e+00  2.41352703e+00 -3.38024687e-05 
 3.26400000e-04  2.50088698e+00  3.74365521e+00  2.41464213e+00 -3.37946251e-05 
 3.31400000e-04  2.50087204e+00  3.74485474e+00  2.41584329e+00 -3.37861542e-05 
 3.36400000e-04  2.50085623e+00  3.74613973e+00  2.41712930e+00 -3.37770646e-05 
 3.41400000e-04  2.50083958e+00  3.74750888e+00  2.41849887e+00 -3.37673656e-05 
 3.46400000e-04  2.50082210e+00  3.74896083e+00  2.41995062e+00 -3.37570668e-05 
 3.51400000e-04  2.50080382e+00  3.75049412e+00  2.42148310e+00 -3.37461786e-05 
 3.56400000e-04  2.50078473e+00  3.75210721e+00  2.42309477e+00 -3.37347121e-05 
 3.61400000e-04  2.50076488e+00  3.75379847e+00  2.42478402e+00 -3.37226787e-05 
 3.66400000e-04  2.50074426e+00  3.75556623e+00  2.42654914e+00 -3.37100907e-05 
 3.71400000e-04  2.50072292e+00  3.75740870e+00  2.42838838e+00 -3.36969607e-05 
 3.76400000e-04  2.50070086e+00  3.75932403e+00  2.43029989e+00 -3.36833018e-05 
 3.81400000e-04  2.50067811e+00  3.76131032e+00  2.43228175e+00 -3.36691279e-05 
 3.86400000e-04  2.50065469e+00  3.76336556e+00  2.43433197e+00 -3.36544532e-05 
 3.91400000e-04  2.50063062e+00  3.76548771e+00  2.43644852e+00 -3.36392924e-05 
 3.96400000e-04  2.50060593e+00  3.76767463e+00  2.43862926e+00 -3.36236609e-05 
 4.01400000e-04  2.50058065e+00  3.76992415e+00  2.44087201e+00 -3.36075742e-05 
 4.06400000e-04  2.50055479e+00  3.77223400e+00  2.44317454e+00 -3.35910486e-05 
 4.11400000e-04  2.50052838e+00  3.77460189e+00  2.44553454e+00 -3.35741005e-05 
 4.16400000e-04  2.50050145e+00  3.77702544e+00  2.44794965e+00 -3.35567471e-05 
 4.21400000e-04  2.50047403e+00  3.77950223e+00  2.45041746e+00 -3.35390057e-05 
 4.26400000e-04  2.50044614e+00  3.78202980e+00  2.45293551e+00 -3.35208941e-05 
 4.31400000e-04  2.50041780e+00  3.78460561e+00  2.45550127e+00 -3.35024304e-05 
 4.36400000e-04  2.50038906e+00  3.78722710e+00  2.45811220e+00 -3.34836331e-05 
 4.41400000e-04  2.50035993e+00  3.78989165e+00  2.46076568e+00 -3.34645210e-05 
 4.46400000e-04  2.50033045e+00  3.79259661e+00  2.46345907e+00 -3.34451132e-05 
 4.51400000e-04  2.50030064e+00  3.79533928e+00  2.46618969e+00 -3.34254291e-05 
 4.56400000e-04  2.50027053e+00  3.79811693e+00  2.46895483e+00 -3.34054883e-05 
 4.61400000e-04  2.50024016e+00  3.80092679e+00  2.47175171e+00 -3.33853108e-05 
 4.66400000e-04  2.50020955e+00  3.80376607e+00  2.47457757e+00 -3.33649166e-05 
 4.71400000e-04  2.50017873e+00  3.80663196e+00  2.47742960e+00 -3.33443260e-05 
 4.76400000e-04  2.50014774e+00  3.80952159e+00  2.48030495e+00 -3.33235596e-05 
 4.81400000e-04  2.50011660e+00  3.81243209e+00  2.48320078e+00 -3.33026380e-05 
 4.86400000e-04  2.50008535e+00  3.81536059e+00  2.48611420e+00 -3.32815820e-05 
 4.91400000e-04  2.50005401e+00  3.81830417e+00  2.48904234e+00 -3.32604125e-05 
 4.96400000e-04  2.50002262e+00  3.82125992e+00  2.49198228e+00 -3.32391506e-05 
 5.01400000e-04  2.49999120e+00  3.82422491e+00  2.49493111e+00 -3.32178172e-05 
 5.06400000e-04  2.49995980e+00  3.82719620e+00  2.49788592e+00 -3.31964336e-05 
 5.11400000e-04  2.49992843e+00  3.83017085e+00  2.50084377e+00 -3.31750209e-05 
 5.16400000e-04  2.49989714e+00  3.83314592e+00  2.50380175e+00 -3.31536004e-05 
 5.21400000e-04  2.49986594e+00  3.83611847e+00  2.50675692e+00 -3.31321931e-05 
 5.26400000e-04  2.49983488e+00  3.83908556e+00  2.50970638e+00 -3.31108202e-05 
 5.31400000e-04  2.49980399e+00  3.84204427e+00  2.51264721e+00 -3.30895028e-05 
 5.36400000e-04  2.49977328e+00  3.84499168e+00  2.51557651e+00 -3.30682619e-05 
 5.41400000e-04  2.49974280e+00  3.84792488e+00  2.51849140e+00 -3.30471184e-05 
 5.46400000e-04  2.49971257e+00  3.85084099e+00  2.52138899e+00 -3.30260932e-05 
 5.51400000e-04  2.49968263e+00  3.85373713e+00  2.52426645e+00 -3.30052069e-05 
 5.56400000e-04  2.49965300e+00  3.85661047e+00  2.52712094e+00 -3.29844799e-05 
 5.61400000e-04  2.49962371e+00  3.85945816e+00  2.52994966e+00 -3.29639328e-05 
 5.66400000e-04  2.49959479e+00  3.86227743e+00  2.53274983e+00 -3.29435855e-05 
 5.71400000e-04  2.49956628e+00  3.86506550e+00  2.53551871e+00 -3.29234580e-05 
 5.76400000e-04  2.49953819e+00  3.86781963e+00  2.53825357e+00 -3.29035701e-05 
 5.81400000e-04  2.49951056e+00  3.87053714e+00  2.54095174e+00 -3.28839410e-05 
 5.86400000e-04  2.49948341e+00  3.87321536e+00  2.54361057e+00 -3.28645902e-05 
 5.91400000e-04  2.49945677e+00  3.87585168e+00  2.54622748e+00 -3.28455363e-05 
 5.96400000e-04  2.49943066e+00  3.87844350e+00  2.54879989e+00 -3.28267979e-05 
 6.01400000e-04  2.49940512e+00  3.88098832e+00  2.55132530e+00 -3.28083934e-05 
 6.06400000e-04  2.49938017e+00  3.88348363e+00  2.55380125e+00 -3.27903406e-05 
 6.11400000e-04  2.49935582e+00  3.88592701e+00  2.55622531e+00 -3.27726571e-05 
 6.16400000e-04  2.49933212e+00  3.88831608e+00  2.55859513e+00 -3.27553600e-05 
 6.21400000e-04  2.49930907e+00  3.89064850e+00  2.56090839e+00 -3.27384661e-05 
 6.26400000e-04  2.49928670e+00  3.89292202e+00  2.56316286e+00 -3.27219918e-05 
 6.31400000e-04  2.49926504e+00  3.89513442e+00  2.56535633e+00 -3.27059531e-05 
