 time            v(vin)          v(b3_collector) v(vout_drv)     v(vfilt1)       v(vout_final)   i(vdd)         
 2.92640000e-03  2.49955386e+00  3.87684682e+00  2.54689605e+00  2.54919127e+00  2.55035933e+00 -4.68316231e-05 
 2.93140000e-03  2.49958220e+00  3.87422420e+00  2.54426887e+00  2.54660636e+00  2.54779629e+00 -4.68504696e-05 
 2.93640000e-03  2.49961094e+00  3.87155850e+00  2.54159887e+00  2.54397635e+00  2.54518699e+00 -4.68696284e-05 
 2.94140000e-03  2.49964007e+00  3.86885231e+00  2.53888866e+00  2.54130381e+00  2.54253396e+00 -4.68890810e-05 
 2.94640000e-03  2.49966955e+00  3.86610829e+00  2.53614089e+00  2.53859134e+00  2.53983981e+00 -4.69088083e-05 
 2.95140000e-03  2.49969936e+00  3.86332912e+00  2.53335825e+00  2.53584160e+00  2.53710716e+00 -4.69287911e-05 
 2.95640000e-03  2.49972947e+00  3.86051753e+00  2.53054346e+00  2.53305728e+00  2.53433870e+00 -4.69490097e-05 
 2.96140000e-03  2.49975984e+00  3.85767627e+00  2.52769929e+00  2.53024112e+00  2.53153714e+00 -4.69694445e-05 
 2.96640000e-03  2.49979045e+00  3.85480813e+00  2.52482852e+00  2.52739587e+00  2.52870522e+00 -4.69900755e-05 
 2.97140000e-03  2.49982127e+00  3.85191593e+00  2.52193398e+00  2.52452433e+00  2.52584572e+00 -4.70108822e-05 
 2.97640000e-03  2.49985226e+00  3.84900251e+00  2.51901851e+00  2.52162931e+00  2.52296145e+00 -4.70318444e-05 
 2.98140000e-03  2.49988340e+00  3.84607073e+00  2.51608499e+00  2.51871367e+00  2.52005524e+00 -4.70529415e-05 
 2.98640000e-03  2.49991465e+00  3.84312349e+00  2.51313629e+00  2.51578026e+00  2.51712995e+00 -4.70741526e-05 
 2.99140000e-03  2.49994599e+00  3.84016369e+00  2.51017532e+00  2.51283199e+00  2.51418847e+00 -4.70954570e-05 
 2.99640000e-03  2.49997738e+00  3.83719424e+00  2.50720500e+00  2.50987175e+00  2.51123368e+00 -4.71168335e-05 
 3.00140000e-03  2.50000880e+00  3.83421808e+00  2.50422826e+00  2.50690246e+00  2.50826849e+00 -4.71382612e-05 
 3.00640000e-03  2.50004020e+00  3.83123813e+00  2.50124805e+00  2.50392705e+00  2.50529585e+00 -4.71597188e-05 
 3.01140000e-03  2.50007157e+00  3.82825736e+00  2.49826729e+00  2.50094846e+00  2.50231866e+00 -4.71811853e-05 
 3.01640000e-03  2.50010286e+00  3.82527869e+00  2.49528895e+00  2.49796963e+00  2.49933989e+00 -4.72026392e-05 
 3.02140000e-03  2.50013406e+00  3.82230509e+00  2.49231596e+00  2.49499350e+00  2.49636247e+00 -4.72240595e-05 
 3.02640000e-03  2.50016512e+00  3.81933948e+00  2.48935128e+00  2.49202303e+00  2.49338934e+00 -4.72454248e-05 
 3.03140000e-03  2.50019601e+00  3.81638482e+00  2.48639783e+00  2.48906115e+00  2.49042345e+00 -4.72667140e-05 
 3.03640000e-03  2.50022672e+00  3.81344402e+00  2.48345854e+00  2.48611079e+00  2.48746774e+00 -4.72879061e-05 
 3.04140000e-03  2.50025720e+00  3.81052001e+00  2.48053633e+00  2.48317488e+00  2.48452513e+00 -4.73089798e-05 
 3.04640000e-03  2.50028743e+00  3.80761569e+00  2.47763410e+00  2.48025633e+00  2.48159854e+00 -4.73299143e-05 
 3.05140000e-03  2.50031737e+00  3.80473394e+00  2.47475472e+00  2.47735804e+00  2.47869088e+00 -4.73506889e-05 
 3.05640000e-03  2.50034700e+00  3.80187762e+00  2.47190107e+00  2.47448288e+00  2.47580503e+00 -4.73712827e-05 
 3.06140000e-03  2.50037629e+00  3.79904957e+00  2.46907598e+00  2.47163372e+00  2.47294385e+00 -4.73916753e-05 
 3.06640000e-03  2.50040521e+00  3.79625261e+00  2.46628225e+00  2.46881337e+00  2.47011020e+00 -4.74118463e-05 
 3.07140000e-03  2.50043372e+00  3.79348952e+00  2.46352266e+00  2.46602466e+00  2.46730688e+00 -4.74317758e-05 
 3.07640000e-03  2.50046181e+00  3.79076304e+00  2.46079997e+00  2.46327035e+00  2.46453669e+00 -4.74514436e-05 
 3.08140000e-03  2.50048944e+00  3.78807590e+00  2.45811689e+00  2.46055318e+00  2.46180239e+00 -4.74708303e-05 
 3.08640000e-03  2.50051659e+00  3.78543078e+00  2.45547608e+00  2.45787587e+00  2.45910669e+00 -4.74899165e-05 
 3.09140000e-03  2.50054323e+00  3.78283030e+00  2.45288019e+00  2.45524107e+00  2.45645229e+00 -4.75086830e-05 
 3.09640000e-03  2.50056934e+00  3.78027707e+00  2.45033179e+00  2.45265142e+00  2.45384183e+00 -4.75271111e-05 
 3.10140000e-03  2.50059488e+00  3.77777362e+00  2.44783344e+00  2.45010950e+00  2.45127791e+00 -4.75451824e-05 
 3.10640000e-03  2.50061983e+00  3.77532247e+00  2.44538763e+00  2.44761785e+00  2.44876309e+00 -4.75628787e-05 
 3.11140000e-03  2.50064418e+00  3.77292606e+00  2.44299679e+00  2.44517895e+00  2.44629988e+00 -4.75801824e-05 
 3.11640000e-03  2.50066788e+00  3.77058678e+00  2.44066333e+00  2.44279525e+00  2.44389073e+00 -4.75970760e-05 
 3.12140000e-03  2.50069093e+00  3.76830696e+00  2.43838957e+00  2.44046911e+00  2.44153807e+00 -4.76135427e-05 
 3.12640000e-03  2.50071330e+00  3.76608890e+00  2.43617778e+00  2.43820286e+00  2.43924423e+00 -4.76295659e-05 
 3.13140000e-03  2.50073496e+00  3.76393481e+00  2.43403017e+00  2.43599878e+00  2.43701151e+00 -4.76451295e-05 
 3.13640000e-03  2.50075590e+00  3.76184683e+00  2.43194890e+00  2.43385906e+00  2.43484214e+00 -4.76602179e-05 
 3.14140000e-03  2.50077609e+00  3.75982707e+00  2.42993604e+00  2.43178585e+00  2.43273830e+00 -4.76748160e-05 
 3.14640000e-03  2.50079552e+00  3.75787755e+00  2.42799362e+00  2.42978121e+00  2.43070208e+00 -4.76889091e-05 
 3.15140000e-03  2.50081416e+00  3.75600021e+00  2.42612357e+00  2.42784717e+00  2.42873553e+00 -4.77024830e-05 
 3.15640000e-03  2.50083199e+00  3.75419693e+00  2.42432777e+00  2.42598564e+00  2.42684061e+00 -4.77155240e-05 
 3.16140000e-03  2.50084901e+00  3.75246952e+00  2.42260802e+00  2.42419851e+00  2.42501922e+00 -4.77280191e-05 
 3.16640000e-03  2.50086519e+00  3.75081972e+00  2.42096604e+00  2.42248755e+00  2.42327319e+00 -4.77399556e-05 
 3.17140000e-03  2.50088051e+00  3.74924918e+00  2.41940348e+00  2.42085448e+00  2.42160426e+00 -4.77513217e-05 
 3.17640000e-03  2.50089497e+00  3.74775946e+00  2.41792190e+00  2.41930094e+00  2.42001411e+00 -4.77621057e-05 
 3.18140000e-03  2.50090854e+00  3.74635207e+00  2.41652278e+00  2.41782849e+00  2.41850433e+00 -4.77722969e-05 
 3.18640000e-03  2.50092121e+00  3.74502841e+00  2.41520754e+00  2.41643860e+00  2.41707643e+00 -4.77818850e-05 
 3.19140000e-03  2.50093298e+00  3.74378982e+00  2.41397748e+00  2.41513266e+00  2.41573185e+00 -4.77908603e-05 
 3.19640000e-03  2.50094382e+00  3.74263753e+00  2.41283385e+00  2.41391199e+00  2.41447193e+00 -4.77992138e-05 
 3.20140000e-03  2.50095374e+00  3.74157270e+00  2.41177779e+00  2.41277781e+00  2.41329794e+00 -4.78069371e-05 
 3.20640000e-03  2.50096271e+00  3.74059640e+00  2.41081036e+00  2.41173125e+00  2.41221105e+00 -4.78140224e-05 
 3.21140000e-03  2.50097073e+00  3.73970960e+00  2.40993253e+00  2.41077337e+00  2.41121236e+00 -4.78204625e-05 
 3.21640000e-03  2.50097780e+00  3.73891321e+00  2.40914518e+00  2.40990513e+00  2.41030287e+00 -4.78262510e-05 
 3.22140000e-03  2.50098390e+00  3.73820801e+00  2.40844910e+00  2.40912740e+00  2.40948349e+00 -4.78313820e-05 
 3.22640000e-03  2.50098903e+00  3.73759471e+00  2.40784500e+00  2.40844095e+00  2.40875504e+00 -4.78358503e-05 
 3.23140000e-03  2.50099318e+00  3.73707394e+00  2.40733346e+00  2.40784648e+00  2.40811825e+00 -4.78396515e-05 
 3.23640000e-03  2.50099635e+00  3.73664621e+00  2.40691502e+00  2.40734459e+00  2.40757376e+00 -4.78427817e-05 
 3.24140000e-03  2.50099854e+00  3.73631195e+00  2.40659008e+00  2.40693577e+00  2.40712212e+00 -4.78452378e-05 
 3.24640000e-03  2.50099974e+00  3.73607149e+00  2.40635898e+00  2.40662045e+00  2.40676378e+00 -4.78470173e-05 
 3.25140000e-03  2.50099996e+00  3.73592508e+00  2.40622194e+00  2.40639892e+00  2.40649910e+00 -4.78481184e-05 
 3.25640000e-03  2.50099919e+00  3.73587287e+00  2.40617910e+00  2.40627142e+00  2.40632834e+00 -4.78485400e-05 
 3.26140000e-03  2.50099744e+00  3.73591490e+00  2.40623051e+00  2.40623807e+00  2.40625168e+00 -4.78482816e-05 
 3.26640000e-03  2.50099470e+00  3.73605113e+00  2.40637612e+00  2.40629891e+00  2.40626919e+00 -4.78473436e-05 
 3.27140000e-03  2.50099097e+00  3.73628143e+00  2.40661576e+00  2.40645387e+00  2.40638086e+00 -4.78457270e-05 
 3.27640000e-03  2.50098627e+00  3.73660556e+00  2.40694921e+00  2.40670280e+00  2.40658656e+00 -4.78434332e-05 
 3.28140000e-03  2.50098060e+00  3.73702319e+00  2.40737614e+00  2.40704545e+00  2.40688610e+00 -4.78404647e-05 
 3.28640000e-03  2.50097396e+00  3.73753392e+00  2.40789610e+00  2.40748146e+00  2.40727918e+00 -4.78368245e-05 
 3.29140000e-03  2.50096636e+00  3.73813721e+00  2.40850857e+00  2.40801041e+00  2.40776539e+00 -4.78325162e-05 
 3.29640000e-03  2.50095780e+00  3.73883248e+00  2.40921295e+00  2.40863177e+00  2.40834425e+00 -4.78275442e-05 
 3.30140000e-03  2.50094830e+00  3.73961901e+00  2.41000852e+00  2.40934490e+00  2.40901517e+00 -4.78219136e-05 
 3.30640000e-03  2.50093786e+00  3.74049602e+00  2.41089449e+00  2.41014909e+00  2.40977749e+00 -4.78156299e-05 
 3.31140000e-03  2.50092650e+00  3.74146262e+00  2.41186995e+00  2.41104353e+00  2.41063043e+00 -4.78086996e-05 
 3.31640000e-03  2.50091423e+00  3.74251786e+00  2.41293394e+00  2.41202733e+00  2.41157314e+00 -4.78011297e-05 
 3.32140000e-03  2.50090105e+00  3.74366065e+00  2.41408539e+00  2.41309949e+00  2.41260467e+00 -4.77929278e-05 
 3.32640000e-03  2.50088698e+00  3.74488987e+00  2.41532314e+00  2.41425894e+00  2.41372399e+00 -4.77841021e-05 
 3.33140000e-03  2.50087204e+00  3.74620427e+00  2.41664594e+00  2.41550452e+00  2.41492997e+00 -4.77746616e-05 
 3.33640000e-03  2.50085623e+00  3.74760254e+00  2.41805247e+00  2.41683497e+00  2.41622141e+00 -4.77646158e-05 
 3.34140000e-03  2.50083958e+00  3.74908327e+00  2.41954132e+00  2.41824897e+00  2.41759699e+00 -4.77539748e-05 
 3.34640000e-03  2.50082210e+00  3.75064497e+00  2.42111099e+00  2.41974508e+00  2.41905536e+00 -4.77427494e-05 
 3.35140000e-03  2.50080382e+00  3.75228609e+00  2.42275992e+00  2.42132181e+00  2.42059503e+00 -4.77309509e-05 
 3.35640000e-03  2.50078473e+00  3.75400497e+00  2.42448644e+00  2.42297758e+00  2.42221447e+00 -4.77185911e-05 
 3.36140000e-03  2.50076488e+00  3.75579989e+00  2.42628882e+00  2.42471073e+00  2.42391206e+00 -4.77056825e-05 
 3.36640000e-03  2.50074426e+00  3.75766906e+00  2.42816526e+00  2.42651952e+00  2.42568608e+00 -4.76922380e-05 
 3.37140000e-03  2.50072292e+00  3.75961059e+00  2.43011388e+00  2.42840213e+00  2.42753477e+00 -4.76782713e-05 
 3.37640000e-03  2.50070086e+00  3.76162255e+00  2.43213273e+00  2.43035669e+00  2.42945627e+00 -4.76637964e-05 
 3.38140000e-03  2.50067811e+00  3.76370293e+00  2.43421979e+00  2.43238123e+00  2.43144866e+00 -4.76488278e-05 
 3.38640000e-03  2.50065469e+00  3.76584962e+00  2.43637295e+00  2.43447373e+00  2.43350993e+00 -4.76333805e-05 
 3.39140000e-03  2.50063062e+00  3.76806050e+00  2.43859008e+00  2.43663209e+00  2.43563804e+00 -4.76174701e-05 
 3.39640000e-03  2.50060593e+00  3.77033335e+00  2.44086896e+00  2.43885416e+00  2.43783084e+00 -4.76011126e-05 
 3.40140000e-03  2.50058065e+00  3.77266589e+00  2.44320729e+00  2.44113770e+00  2.44008614e+00 -4.75843244e-05 
 3.40640000e-03  2.50055479e+00  3.77505579e+00  2.44560275e+00  2.44348043e+00  2.44240169e+00 -4.75671222e-05 
 3.41140000e-03  2.50052838e+00  3.77750067e+00  2.44805295e+00  2.44588003e+00  2.44477517e+00 -4.75495235e-05 
 3.41640000e-03  2.50050145e+00  3.77999808e+00  2.45055543e+00  2.44833407e+00  2.44720421e+00 -4.75315457e-05 
 3.42140000e-03  2.50047403e+00  3.78254553e+00  2.45310769e+00  2.45084012e+00  2.44968639e+00 -4.75132070e-05 
 3.42640000e-03  2.50044614e+00  3.78514047e+00  2.45570720e+00  2.45339568e+00  2.45221921e+00 -4.74945257e-05 
 3.43140000e-03  2.50041780e+00  3.78778032e+00  2.45835135e+00  2.45599818e+00  2.45480017e+00 -4.74755204e-05 
 3.43640000e-03  2.50038906e+00  3.79046245e+00  2.46103750e+00  2.45864504e+00  2.45742667e+00 -4.74562101e-05 
 3.44140000e-03  2.50035993e+00  3.79318418e+00  2.46376299e+00  2.46133362e+00  2.46009611e+00 -4.74366143e-05 
 3.44640000e-03  2.50033045e+00  3.79594279e+00  2.46652510e+00  2.46406124e+00  2.46280582e+00 -4.74167524e-05 
 3.45140000e-03  2.50030064e+00  3.79873556e+00  2.46932106e+00  2.46682517e+00  2.46555309e+00 -4.73966442e-05 
 3.45640000e-03  2.50027053e+00  3.80155968e+00  2.47214812e+00  2.46962267e+00  2.46833520e+00 -4.73763099e-05 
 3.46140000e-03  2.50024016e+00  3.80441236e+00  2.47500344e+00  2.47245095e+00  2.47114938e+00 -4.73557696e-05 
 3.46640000e-03  2.50020955e+00  3.80729076e+00  2.47788419e+00  2.47530721e+00  2.47399282e+00 -4.73350440e-05 
 3.47140000e-03  2.50017873e+00  3.81019201e+00  2.48078751e+00  2.47818859e+00  2.47686270e+00 -4.73141534e-05 
 3.47640000e-03  2.50014774e+00  3.81311325e+00  2.48371052e+00  2.48109224e+00  2.47975616e+00 -4.72931189e-05 
 3.48140000e-03  2.50011660e+00  3.81605156e+00  2.48665032e+00  2.48401528e+00  2.48267033e+00 -4.72719611e-05 
 3.48640000e-03  2.50008535e+00  3.81900403e+00  2.48960398e+00  2.48695480e+00  2.48560232e+00 -4.72507013e-05 
 3.49140000e-03  2.50005401e+00  3.82196775e+00  2.49256858e+00  2.48990789e+00  2.48854922e+00 -4.72293604e-05 
 3.49640000e-03  2.50002262e+00  3.82493976e+00  2.49554119e+00  2.49287162e+00  2.49150811e+00 -4.72079597e-05 
 3.50140000e-03  2.49999120e+00  3.82791713e+00  2.49851886e+00  2.49584306e+00  2.49447606e+00 -4.71865202e-05 
 3.50640000e-03  2.49995980e+00  3.83089692e+00  2.50149864e+00  2.49881925e+00  2.49745012e+00 -4.71650633e-05 
 3.51140000e-03  2.49992843e+00  3.83387617e+00  2.50447759e+00  2.50179727e+00  2.50042735e+00 -4.71436102e-05 
 3.51640000e-03  2.49989714e+00  3.83685194e+00  2.50745277e+00  2.50477416e+00  2.50340482e+00 -4.71221821e-05 
 3.52140000e-03  2.49986594e+00  3.83982130e+00  2.51042124e+00  2.50774699e+00  2.50637957e+00 -4.71008000e-05 
 3.52640000e-03  2.49983488e+00  3.84278132e+00  2.51338006e+00  2.51071281e+00  2.50934867e+00 -4.70794852e-05 
 3.53140000e-03  2.49980399e+00  3.84572907e+00  2.51632633e+00  2.51366871e+00  2.51230918e+00 -4.70582586e-05 
 3.53640000e-03  2.49977328e+00  3.84866165e+00  2.51925714e+00  2.51661177e+00  2.51525820e+00 -4.70371412e-05 
 3.54140000e-03  2.49974280e+00  3.85157619e+00  2.52216960e+00  2.51953909e+00  2.51819281e+00 -4.70161536e-05 
 3.54640000e-03  2.49971257e+00  3.85446979e+00  2.52506084e+00  2.52244778e+00  2.52111012e+00 -4.69953166e-05 
 3.55140000e-03  2.49968263e+00  3.85733964e+00  2.52792804e+00  2.52533499e+00  2.52400727e+00 -4.69746505e-05 
 3.55640000e-03  2.49965300e+00  3.86018289e+00  2.53076836e+00  2.52819787e+00  2.52688139e+00 -4.69541757e-05 
 3.56140000e-03  2.49962371e+00  3.86299677e+00  2.53357902e+00  2.53103362e+00  2.52972968e+00 -4.69339122e-05 
 3.56640000e-03  2.49959479e+00  3.86577852e+00  2.53635727e+00  2.53383946e+00  2.53254933e+00 -4.69138799e-05 
 3.57140000e-03  2.49956628e+00  3.86852540e+00  2.53910038e+00  2.53661262e+00  2.53533757e+00 -4.68940983e-05 
 3.57640000e-03  2.49953819e+00  3.87123473e+00  2.54180566e+00  2.53935040e+00  2.53809168e+00 -4.68745868e-05 
 3.58140000e-03  2.49951056e+00  3.87390385e+00  2.54447047e+00  2.54205011e+00  2.54080894e+00 -4.68553644e-05 
 3.58640000e-03  2.49948341e+00  3.87653017e+00  2.54709221e+00  2.54470910e+00  2.54348672e+00 -4.68364499e-05 
 3.59140000e-03  2.49945677e+00  3.87911110e+00  2.54966830e+00  2.54732479e+00  2.54612237e+00 -4.68178617e-05 
 3.59640000e-03  2.49943066e+00  3.88164413e+00  2.55219624e+00  2.54989461e+00  2.54871334e+00 -4.67996179e-05 
 3.60140000e-03  2.49940512e+00  3.88412679e+00  2.55467355e+00  2.55241606e+00  2.55125709e+00 -4.67817363e-05 
 3.60640000e-03  2.49938017e+00  3.88655666e+00  2.55709783e+00  2.55488667e+00  2.55375113e+00 -4.67642342e-05 
 3.61140000e-03  2.49935582e+00  3.88893137e+00  2.55946672e+00  2.55730404e+00  2.55619303e+00 -4.67471285e-05 
 3.61640000e-03  2.49933212e+00  3.89124861e+00  2.56177790e+00  2.55966581e+00  2.55858042e+00 -4.67304360e-05 
 3.62140000e-03  2.49930907e+00  3.89350613e+00  2.56402912e+00  2.56196969e+00  2.56091097e+00 -4.67141727e-05 
 3.62640000e-03  2.49928670e+00  3.89570173e+00  2.56621821e+00  2.56421343e+00  2.56318242e+00 -4.66983544e-05 
 3.63140000e-03  2.49926504e+00  3.89783328e+00  2.56834303e+00  2.56639485e+00  2.56539254e+00 -4.66829964e-05 
 3.63640000e-03  2.49924410e+00  3.89989871e+00  2.57040153e+00  2.56851183e+00  2.56753921e+00 -4.66681136e-05 
 3.64140000e-03  2.49922391e+00  3.90189602e+00  2.57239170e+00  2.57056233e+00  2.56962032e+00 -4.66537203e-05 
 3.64640000e-03  2.49920448e+00  3.90382327e+00  2.57431161e+00  2.57254434e+00  2.57163388e+00 -4.66398303e-05 
 3.65140000e-03  2.49918584e+00  3.90567859e+00  2.57615941e+00  2.57445595e+00  2.57357791e+00 -4.66264571e-05 
 3.65640000e-03  2.49916801e+00  3.90746020e+00  2.57793331e+00  2.57629531e+00  2.57545054e+00 -4.66136136e-05 
 3.66140000e-03  2.49915099e+00  3.90916636e+00  2.57963160e+00  2.57806064e+00  2.57724996e+00 -4.66013121e-05 
 3.66640000e-03  2.49913481e+00  3.91079543e+00  2.58125262e+00  2.57975023e+00  2.57897442e+00 -4.65895644e-05 
 3.67140000e-03  2.49911949e+00  3.91234583e+00  2.58279482e+00  2.58136245e+00  2.58062225e+00 -4.65783819e-05 
 3.67640000e-03  2.49910503e+00  3.91381606e+00  2.58425670e+00  2.58289573e+00  2.58219187e+00 -4.65677752e-05 
 3.68140000e-03  2.49909146e+00  3.91520471e+00  2.58563686e+00  2.58434860e+00  2.58368176e+00 -4.65577546e-05 
 3.68640000e-03  2.49907879e+00  3.91651044e+00  2.58693395e+00  2.58571966e+00  2.58509048e+00 -4.65483296e-05 
 3.69140000e-03  2.49906702e+00  3.91773198e+00  2.58814674e+00  2.58700758e+00  2.58641667e+00 -4.65395093e-05 
 3.69640000e-03  2.49905618e+00  3.91886817e+00  2.58927406e+00  2.58821112e+00  2.58765904e+00 -4.65313022e-05 
 3.70140000e-03  2.49904626e+00  3.91991789e+00  2.59031481e+00  2.58932912e+00  2.58881641e+00 -4.65237161e-05 
 3.70640000e-03  2.49903729e+00  3.92088016e+00  2.59126799e+00  2.59036051e+00  2.58988766e+00 -4.65167582e-05 
 3.71140000e-03  2.49902927e+00  3.92175403e+00  2.59213269e+00  2.59130428e+00  2.59087176e+00 -4.65104352e-05 
 3.71640000e-03  2.49902220e+00  3.92253866e+00  2.59290807e+00  2.59215954e+00  2.59176775e+00 -4.65047532e-05 
 3.72140000e-03  2.49901610e+00  3.92323331e+00  2.59359339e+00  2.59292546e+00  2.59257478e+00 -4.64997176e-05 
 3.72640000e-03  2.49901097e+00  3.92383730e+00  2.59418799e+00  2.59360129e+00  2.59329207e+00 -4.64953332e-05 
 3.73140000e-03  2.49900682e+00  3.92435005e+00  2.59469130e+00  2.59418640e+00  2.59391892e+00 -4.64916042e-05 
 3.73640000e-03  2.49900365e+00  3.92477107e+00  2.59510283e+00  2.59468022e+00  2.59445474e+00 -4.64885342e-05 
 3.74140000e-03  2.49900146e+00  3.92509995e+00  2.59542219e+00  2.59508227e+00  2.59489901e+00 -4.64861260e-05 
 3.74640000e-03  2.49900026e+00  3.92533638e+00  2.59564906e+00  2.59539216e+00  2.59525131e+00 -4.64843821e-05 
 3.75140000e-03  2.49900004e+00  3.92548013e+00  2.59578324e+00  2.59560961e+00  2.59551128e+00 -4.64833041e-05 
 3.75640000e-03  2.49900081e+00  3.92553106e+00  2.59582459e+00  2.59573439e+00  2.59567870e+00 -4.64828929e-05 
 3.76140000e-03  2.49900256e+00  3.92548911e+00  2.59577307e+00  2.59576639e+00  2.59575338e+00 -4.64831491e-05 
 3.76640000e-03  2.49900530e+00  3.92535434e+00  2.59562872e+00  2.59570558e+00  2.59573526e+00 -4.64840724e-05 
 3.77140000e-03  2.49900903e+00  3.92512687e+00  2.59539170e+00  2.59555201e+00  2.59562436e+00 -4.64856618e-05 
 3.77640000e-03  2.49901373e+00  3.92480692e+00  2.59506222e+00  2.59530584e+00  2.59542078e+00 -4.64879160e-05 
 3.78140000e-03  2.49901940e+00  3.92439478e+00  2.59464060e+00  2.59496729e+00  2.59512472e+00 -4.64908327e-05 
 3.78640000e-03  2.49902604e+00  3.92389087e+00  2.59412725e+00  2.59453669e+00  2.59473646e+00 -4.64944092e-05 
 3.79140000e-03  2.49903364e+00  3.92329566e+00  2.59352266e+00  2.59401446e+00  2.59425637e+00 -4.64986420e-05 
 3.79640000e-03  2.49904220e+00  3.92260972e+00  2.59282740e+00  2.59340110e+00  2.59368492e+00 -4.65035272e-05 
 3.80140000e-03  2.49905170e+00  3.92183372e+00  2.59204216e+00  2.59269719e+00  2.59302265e+00 -4.65090601e-05 
 3.80640000e-03  2.49906214e+00  3.92096839e+00  2.59116767e+00  2.59190341e+00  2.59227020e+00 -4.65152354e-05 
 3.81140000e-03  2.49907350e+00  3.92001457e+00  2.59020478e+00  2.59102053e+00  2.59142829e+00 -4.65220472e-05 
 3.81640000e-03  2.49908577e+00  3.91897318e+00  2.58915442e+00  2.59004939e+00  2.59049774e+00 -4.65294890e-05 
 3.82140000e-03  2.49909895e+00  3.91784522e+00  2.58801760e+00  2.58899093e+00  2.58947943e+00 -4.65375537e-05 
 3.82640000e-03  2.49911302e+00  3.91663177e+00  2.58679542e+00  2.58784616e+00  2.58837434e+00 -4.65462336e-05 
 3.83140000e-03  2.49912796e+00  3.91533401e+00  2.58548904e+00  2.58661620e+00  2.58718355e+00 -4.65555204e-05 
 3.83640000e-03  2.49914377e+00  3.91395318e+00  2.58409973e+00  2.58530221e+00  2.58590819e+00 -4.65654052e-05 
 3.84140000e-03  2.49916042e+00  3.91249061e+00  2.58262883e+00  2.58390547e+00  2.58454949e+00 -4.65758785e-05 
 3.84640000e-03  2.49917790e+00  3.91094772e+00  2.58107775e+00  2.58242733e+00  2.58310877e+00 -4.65869303e-05 
 3.85140000e-03  2.49919618e+00  3.90932599e+00  2.57944800e+00  2.58086921e+00  2.58158742e+00 -4.65985500e-05 
 3.85640000e-03  2.49921527e+00  3.90762700e+00  2.57774114e+00  2.57923261e+00  2.57998689e+00 -4.66107264e-05 
 3.86140000e-03  2.49923512e+00  3.90585237e+00  2.57595883e+00  2.57751912e+00  2.57830874e+00 -4.66234479e-05 
 3.86640000e-03  2.49925574e+00  3.90400383e+00  2.57410279e+00  2.57573039e+00  2.57655459e+00 -4.66367021e-05 
 3.87140000e-03  2.49927708e+00  3.90208317e+00  2.57217481e+00  2.57386815e+00  2.57472614e+00 -4.66504764e-05 
 3.87640000e-03  2.49929914e+00  3.90009224e+00  2.57017677e+00  2.57193421e+00  2.57282514e+00 -4.66647576e-05 
 3.88140000e-03  2.49932189e+00  3.89803298e+00  2.56811059e+00  2.56993043e+00  2.57085345e+00 -4.66795317e-05 
 3.88640000e-03  2.49934531e+00  3.89590738e+00  2.56597828e+00  2.56785875e+00  2.56881297e+00 -4.66947846e-05 
 3.89140000e-03  2.49936938e+00  3.89371750e+00  2.56378191e+00  2.56572120e+00  2.56670568e+00 -4.67105015e-05 
 3.89640000e-03  2.49939407e+00  3.89146547e+00  2.56152362e+00  2.56351983e+00  2.56453363e+00 -4.67266673e-05 
 3.90140000e-03  2.49941935e+00  3.88915347e+00  2.55920559e+00  2.56125679e+00  2.56229892e+00 -4.67432662e-05 
 3.90640000e-03  2.49944521e+00  3.88678376e+00  2.55683007e+00  2.55893427e+00  2.56000372e+00 -4.67602823e-05 
 3.91140000e-03  2.49947162e+00  3.88435864e+00  2.55439940e+00  2.55655454e+00  2.55765027e+00 -4.67776990e-05 
 3.91640000e-03  2.49949855e+00  3.88188048e+00  2.55191591e+00  2.55411991e+00  2.55524085e+00 -4.67954995e-05 
 3.92140000e-03  2.49952597e+00  3.87935168e+00  2.54938205e+00  2.55163275e+00  2.55277781e+00 -4.68136664e-05 
 3.92640000e-03  2.49955386e+00  3.87677472e+00  2.54680028e+00  2.54909549e+00  2.55026355e+00 -4.68321821e-05 
 3.93140000e-03  2.49958220e+00  3.87415210e+00  2.54417312e+00  2.54651060e+00  2.54770052e+00 -4.68510285e-05 
 3.93640000e-03  2.49961094e+00  3.87148640e+00  2.54150313e+00  2.54388060e+00  2.54509123e+00 -4.68701873e-05 
 3.94140000e-03  2.49964007e+00  3.86878022e+00  2.53879293e+00  2.54120807e+00  2.54243821e+00 -4.68896399e-05 
 3.94640000e-03  2.49966955e+00  3.86603620e+00  2.53604517e+00  2.53849561e+00  2.53974407e+00 -4.69093672e-05 
 3.95140000e-03  2.49969936e+00  3.86325703e+00  2.53326254e+00  2.53574588e+00  2.53701144e+00 -4.69293500e-05 
 3.95640000e-03  2.49972947e+00  3.86044544e+00  2.53044776e+00  2.53296158e+00  2.53424299e+00 -4.69495687e-05 
 3.96140000e-03  2.49975984e+00  3.85760418e+00  2.52760360e+00  2.53014543e+00  2.53144144e+00 -4.69700035e-05 
 3.96640000e-03  2.49979045e+00  3.85473604e+00  2.52473285e+00  2.52730019e+00  2.52860953e+00 -4.69906344e-05 
 3.97140000e-03  2.49982127e+00  3.85184384e+00  2.52183832e+00  2.52442865e+00  2.52575004e+00 -4.70114412e-05 
 3.97640000e-03  2.49985226e+00  3.84893043e+00  2.51892286e+00  2.52153365e+00  2.52286578e+00 -4.70324034e-05 
