 time            v(vin)          v(b3_collector) v(vout_drv)     v(vout_final)   i(vdd)         
 0.00000000e+00  2.50000000e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711234e-05 
 5.00000000e-08  2.50000031e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711235e-05 
 1.00000000e-07  2.50000063e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711238e-05 
 2.00000000e-07  2.50000126e+00  3.82990742e+00  2.50000000e+00  2.50000000e+00 -3.31711247e-05 
 4.00000000e-07  2.50000251e+00  3.82990740e+00  2.49999997e+00  2.50000000e+00 -3.31711280e-05 
 8.00000000e-07  2.50000503e+00  3.82990703e+00  2.49999960e+00  2.49999997e+00 -3.31711395e-05 
 1.60000000e-06  2.50001005e+00  3.82990242e+00  2.49999499e+00  2.49999939e+00 -3.31711833e-05 
 3.20000000e-06  2.50002010e+00  3.82985385e+00  2.49994643e+00  2.49998820e+00 -3.31714659e-05 
 6.40000000e-06  2.50004020e+00  3.82947148e+00  2.49956423e+00  2.49983612e+00 -3.31737470e-05 
 1.14000000e-05  2.50007157e+00  3.82800753e+00  2.49810126e+00  2.49897114e+00 -3.31832896e-05 
 1.64000000e-05  2.50010286e+00  3.82572814e+00  2.49582391e+00  2.49723963e+00 -3.31989922e-05 
 2.14000000e-05  2.50013406e+00  3.82303964e+00  2.49313834e+00  2.49486161e+00 -3.32180200e-05 
 2.64000000e-05  2.50016512e+00  3.82019042e+00  2.49029266e+00  2.49214945e+00 -3.32384043e-05 
 3.14000000e-05  2.50019601e+00  3.81728277e+00  2.48738898e+00  2.48929718e+00 -3.32592968e-05 
 3.64000000e-05  2.50022672e+00  3.81435971e+00  2.48447023e+00  2.48639410e+00 -3.32803388e-05 
 4.14000000e-05  2.50025720e+00  3.81144087e+00  2.48155600e+00  2.48347946e+00 -3.33013687e-05 
 4.64000000e-05  2.50028743e+00  3.80853608e+00  2.47865611e+00  2.48057135e+00 -3.33223068e-05 
 5.14000000e-05  2.50031737e+00  3.80565112e+00  2.47577632e+00  2.47767899e+00 -3.33431080e-05 
 5.64000000e-05  2.50034700e+00  3.80279006e+00  2.47292070e+00  2.47480788e+00 -3.33637415e-05 
 6.14000000e-05  2.50037629e+00  3.79995625e+00  2.47009258e+00  2.47196198e+00 -3.33841823e-05 
 6.64000000e-05  2.50040521e+00  3.79715271e+00  2.46729499e+00  2.46914457e+00 -3.34044085e-05 
 7.14000000e-05  2.50043372e+00  3.79438232e+00  2.46453080e+00  2.46635864e+00 -3.34243991e-05 
 7.64000000e-05  2.50046181e+00  3.79164788e+00  2.46180279e+00  2.46360705e+00 -3.34441339e-05 
 8.14000000e-05  2.50048944e+00  3.78895212e+00  2.45911369e+00  2.46089256e+00 -3.34635930e-05 
 8.64000000e-05  2.50051659e+00  3.78629773e+00  2.45646620e+00  2.45821790e+00 -3.34827570e-05 
 9.14000000e-05  2.50054323e+00  3.78368737e+00  2.45386295e+00  2.45558573e+00 -3.35016066e-05 
 9.64000000e-05  2.50056934e+00  3.78112363e+00  2.45130655e+00  2.45299868e+00 -3.35201230e-05 
 1.01400000e-04  2.50059488e+00  3.77860908e+00  2.44879953e+00  2.45045933e+00 -3.35382876e-05 
 1.06400000e-04  2.50061983e+00  3.77614622e+00  2.44634441e+00  2.44797023e+00 -3.35560824e-05 
 1.11400000e-04  2.50064418e+00  3.77373753e+00  2.44394363e+00  2.44553384e+00 -3.35734893e-05 
 1.16400000e-04  2.50066788e+00  3.77138539e+00  2.44159960e+00  2.44315261e+00 -3.35904911e-05 
 1.21400000e-04  2.50069093e+00  3.76909216e+00  2.43931465e+00  2.44082891e+00 -3.36070707e-05 
 1.26400000e-04  2.50071330e+00  3.76686014e+00  2.43709107e+00  2.43856507e+00 -3.36232114e-05 
 1.31400000e-04  2.50073496e+00  3.76469155e+00  2.43493108e+00  2.43636335e+00 -3.36388970e-05 
 1.36400000e-04  2.50075590e+00  3.76258857e+00  2.43283685e+00  2.43422595e+00 -3.36541117e-05 
 1.41400000e-04  2.50077609e+00  3.76055330e+00  2.43081047e+00  2.43215501e+00 -3.36688404e-05 
 1.46400000e-04  2.50079552e+00  3.75858777e+00  2.42885396e+00  2.43015260e+00 -3.36830682e-05 
 1.51400000e-04  2.50081416e+00  3.75669396e+00  2.42696929e+00  2.42822073e+00 -3.36967807e-05 
 1.56400000e-04  2.50083199e+00  3.75487376e+00  2.42515834e+00  2.42636132e+00 -3.37099643e-05 
 1.61400000e-04  2.50084901e+00  3.75312900e+00  2.42342293e+00  2.42457625e+00 -3.37226056e-05 
 1.66400000e-04  2.50086519e+00  3.75146141e+00  2.42176480e+00  2.42286730e+00 -3.37346920e-05 
 1.71400000e-04  2.50088051e+00  3.74987268e+00  2.42018560e+00  2.42123618e+00 -3.37462112e-05 
 1.76400000e-04  2.50089497e+00  3.74836439e+00  2.41868692e+00  2.41968452e+00 -3.37571517e-05 
 1.81400000e-04  2.50090854e+00  3.74693806e+00  2.41727026e+00  2.41821389e+00 -3.37675024e-05 
 1.86400000e-04  2.50092121e+00  3.74559512e+00  2.41593705e+00  2.41682576e+00 -3.37772530e-05 
 1.91400000e-04  2.50093298e+00  3.74433691e+00  2.41468861e+00  2.41552151e+00 -3.37863936e-05 
 1.96400000e-04  2.50094382e+00  3.74316470e+00  2.41352621e+00  2.41430246e+00 -3.37949150e-05 
 2.01400000e-04  2.50095374e+00  3.74207965e+00  2.41245100e+00  2.41316982e+00 -3.38028087e-05 
 2.06400000e-04  2.50096271e+00  3.74108287e+00  2.41146406e+00  2.41212474e+00 -3.38100666e-05 
 2.11400000e-04  2.50097073e+00  3.74017535e+00  2.41056640e+00  2.41116827e+00 -3.38166814e-05 
 2.16400000e-04  2.50097780e+00  3.73935799e+00  2.40975889e+00  2.41030135e+00 -3.38226466e-05 
 2.21400000e-04  2.50098390e+00  3.73863163e+00  2.40904237e+00  2.40952487e+00 -3.38279560e-05 
 2.26400000e-04  2.50098903e+00  3.73799699e+00  2.40841753e+00  2.40883959e+00 -3.38326043e-05 
 2.31400000e-04  2.50099318e+00  3.73745470e+00  2.40788502e+00  2.40824622e+00 -3.38365869e-05 
 2.36400000e-04  2.50099635e+00  3.73700531e+00  2.40744537e+00  2.40774534e+00 -3.38398997e-05 
