 time            v(vin)          v(b3_collector) v(vout_drv)     v(vout_final)   i(vdd)         
 0.00000000e+00  2.50000000e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711234e-05 
 5.00000000e-08  2.50000031e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711235e-05 
 1.00000000e-07  2.50000063e+00  3.82990743e+00  2.50000000e+00  2.50000000e+00 -3.31711238e-05 
 2.00000000e-07  2.50000126e+00  3.82990742e+00  2.50000000e+00  2.50000000e+00 -3.31711247e-05 
 4.00000000e-07  2.50000251e+00  3.82990740e+00  2.49999997e+00  2.50000000e+00 -3.31711280e-05 
 8.00000000e-07  2.50000503e+00  3.82990704e+00  2.49999961e+00  2.49999998e+00 -3.31711394e-05 
 1.60000000e-06  2.50001005e+00  3.82990262e+00  2.49999520e+00  2.49999948e+00 -3.31711816e-05 
 3.20000000e-06  2.50002010e+00  3.82985736e+00  2.49994996e+00  2.49999002e+00 -3.31714363e-05 
 6.40000000e-06  2.50004020e+00  3.82951090e+00  2.49960383e+00  2.49986254e+00 -3.31734144e-05 
 1.14000000e-05  2.50007157e+00  3.82820093e+00  2.49829579e+00  2.49913236e+00 -3.31816581e-05 
 1.64000000e-05  2.50010286e+00  3.82614773e+00  2.49624659e+00  2.49764342e+00 -3.31954525e-05 
 2.14000000e-05  2.50013406e+00  3.82367132e+00  2.49377593e+00  2.49553769e+00 -3.32126911e-05 
 2.64000000e-05  2.50016512e+00  3.82097679e+00  2.49108838e+00  2.49305326e+00 -3.32317702e-05 
 3.14000000e-05  2.50019601e+00  3.81816874e+00  2.48828808e+00  2.49036124e+00 -3.32518222e-05 
 3.64000000e-05  2.50022672e+00  3.81530524e+00  2.48543290e+00  2.48756064e+00 -3.32723615e-05 
 4.14000000e-05  2.50025720e+00  3.81241954e+00  2.48255594e+00  2.48470766e+00 -3.32931114e-05 
 4.64000000e-05  2.50028743e+00  3.80953127e+00  2.47967674e+00  2.48183460e+00 -3.33139097e-05 
 5.14000000e-05  2.50031737e+00  3.80665254e+00  2.47680737e+00  2.47896056e+00 -3.33346580e-05 
 5.64000000e-05  2.50034700e+00  3.80379131e+00  2.47395576e+00  2.47609736e+00 -3.33552925e-05 
 6.14000000e-05  2.50037629e+00  3.80095323e+00  2.47112753e+00  2.47325279e+00 -3.33757690e-05 
 6.64000000e-05  2.50040521e+00  3.79814267e+00  2.46832706e+00  2.47043239e+00 -3.33960539e-05 
 7.14000000e-05  2.50043372e+00  3.79536329e+00  2.46555796e+00  2.46764049e+00 -3.34161200e-05 
 7.64000000e-05  2.50046181e+00  3.79261833e+00  2.46282348e+00  2.46488068e+00 -3.34359430e-05 
 8.14000000e-05  2.50048944e+00  3.78991078e+00  2.46012659e+00  2.46215616e+00 -3.34555012e-05 
 8.64000000e-05  2.50051659e+00  3.78724347e+00  2.45747012e+00  2.45946992e+00 -3.34747737e-05 
 9.14000000e-05  2.50054323e+00  3.78461915e+00  2.45485679e+00  2.45682475e+00 -3.34937407e-05 
 9.64000000e-05  2.50056934e+00  3.78204047e+00  2.45228926e+00  2.45422337e+00 -3.35123827e-05 
 1.01400000e-04  2.50059488e+00  3.77951004e+00  2.44977012e+00  2.45166843e+00 -3.35306810e-05 
 1.06400000e-04  2.50061983e+00  3.77703039e+00  2.44730188e+00  2.44916248e+00 -3.35486170e-05 
 1.11400000e-04  2.50064418e+00  3.77460400e+00  2.44488702e+00  2.44670805e+00 -3.35661728e-05 
 1.16400000e-04  2.50066788e+00  3.77223331e+00  2.44252795e+00  2.44430760e+00 -3.35833308e-05 
 1.21400000e-04  2.50069093e+00  3.76992067e+00  2.44022704e+00  2.44196352e+00 -3.36000737e-05 
 1.26400000e-04  2.50071330e+00  3.76766842e+00  2.43798659e+00  2.43967816e+00 -3.36163847e-05 
 1.31400000e-04  2.50073496e+00  3.76547879e+00  2.43580883e+00  2.43745380e+00 -3.36322475e-05 
 1.36400000e-04  2.50075590e+00  3.76335398e+00  2.43369595e+00  2.43529267e+00 -3.36476461e-05 
 1.41400000e-04  2.50077609e+00  3.76129611e+00  2.43165005e+00  2.43319693e+00 -3.36625650e-05 
 1.46400000e-04  2.50079552e+00  3.75930725e+00  2.42967319e+00  2.43116868e+00 -3.36769894e-05 
 1.51400000e-04  2.50081416e+00  3.75738938e+00  2.42776735e+00  2.42920995e+00 -3.36909046e-05 
 1.56400000e-04  2.50083199e+00  3.75554442e+00  2.42593443e+00  2.42732270e+00 -3.37042967e-05 
 1.61400000e-04  2.50084901e+00  3.75377423e+00  2.42417626e+00  2.42550881e+00 -3.37171522e-05 
 1.66400000e-04  2.50086519e+00  3.75208057e+00  2.42249462e+00  2.42377012e+00 -3.37294582e-05 
 1.71400000e-04  2.50088051e+00  3.75046515e+00  2.42089118e+00  2.42210834e+00 -3.37412023e-05 
 1.76400000e-04  2.50089497e+00  3.74892958e+00  2.41936755e+00  2.42052516e+00 -3.37523727e-05 
 1.81400000e-04  2.50090854e+00  3.74747540e+00  2.41792527e+00  2.41902216e+00 -3.37629582e-05 
 1.86400000e-04  2.50092121e+00  3.74610407e+00  2.41656576e+00  2.41760084e+00 -3.37729480e-05 
 1.91400000e-04  2.50093298e+00  3.74481696e+00  2.41529041e+00  2.41626264e+00 -3.37823322e-05 
 1.96400000e-04  2.50094382e+00  3.74361536e+00  2.41410048e+00  2.41500888e+00 -3.37911012e-05 
 2.01400000e-04  2.50095374e+00  3.74250049e+00  2.41299717e+00  2.41384084e+00 -3.37992463e-05 
 2.06400000e-04  2.50096271e+00  3.74147345e+00  2.41198159e+00  2.41275967e+00 -3.38067592e-05 
 2.11400000e-04  2.50097073e+00  3.74053529e+00  2.41105475e+00  2.41176647e+00 -3.38136324e-05 
 2.16400000e-04  2.50097780e+00  3.73968693e+00  2.41021759e+00  2.41086223e+00 -3.38198590e-05 
 2.21400000e-04  2.50098390e+00  3.73892923e+00  2.40947094e+00  2.41004786e+00 -3.38254326e-05 
 2.26400000e-04  2.50098903e+00  3.73826295e+00  2.40881556e+00  2.40932417e+00 -3.38303477e-05 
 2.31400000e-04  2.50099318e+00  3.73768876e+00  2.40825210e+00  2.40869190e+00 -3.38345993e-05 
 2.36400000e-04  2.50099635e+00  3.73720723e+00  2.40778112e+00  2.40815166e+00 -3.38381831e-05 
