 time            v(vin)          v(b3_collector) v(vout_drv)     v(vfilt1)       v(vout_final)   i(vdd)         
 2.36400000e-04  2.50099635e+00  3.73688600e+00  2.40723619e+00  2.40795101e+00  2.40833788e+00 -4.78409151e-05 
 2.41400000e-04  2.50099854e+00  3.73655167e+00  2.40691116e+00  2.40750063e+00  2.40782354e+00 -4.78433717e-05 
 2.46400000e-04  2.50099974e+00  3.73631116e+00  2.40667996e+00  2.40714348e+00  2.40740212e+00 -4.78451516e-05 
 2.51400000e-04  2.50099996e+00  3.73616469e+00  2.40654283e+00  2.40687994e+00  2.40707405e+00 -4.78462532e-05 
 2.56400000e-04  2.50099919e+00  3.73611241e+00  2.40649990e+00  2.40671026e+00  2.40683964e+00 -4.78466753e-05 
 2.61400000e-04  2.50099744e+00  3.73615437e+00  2.40655121e+00  2.40663461e+00  2.40669913e+00 -4.78464175e-05 
 2.66400000e-04  2.50099470e+00  3.73629054e+00  2.40669671e+00  2.40665307e+00  2.40665267e+00 -4.78454800e-05 
 2.71400000e-04  2.50099097e+00  3.73652077e+00  2.40693626e+00  2.40676562e+00  2.40670029e+00 -4.78438639e-05 
 2.76400000e-04  2.50098627e+00  3.73684483e+00  2.40726961e+00  2.40697214e+00  2.40684196e+00 -4.78415707e-05 
 2.81400000e-04  2.50098060e+00  3.73726239e+00  2.40769643e+00  2.40727243e+00  2.40707753e+00 -4.78386028e-05 
 2.86400000e-04  2.50097396e+00  3.73777304e+00  2.40821628e+00  2.40766619e+00  2.40740676e+00 -4.78349632e-05 
 2.91400000e-04  2.50096636e+00  3.73837627e+00  2.40882865e+00  2.40815301e+00  2.40782931e+00 -4.78306555e-05 
 2.96400000e-04  2.50095780e+00  3.73907145e+00  2.40953292e+00  2.40873242e+00  2.40834478e+00 -4.78256841e-05 
 3.01400000e-04  2.50094830e+00  3.73985791e+00  2.41032838e+00  2.40940382e+00  2.40895262e+00 -4.78200541e-05 
 3.06400000e-04  2.50093786e+00  3.74073484e+00  2.41121424e+00  2.41016654e+00  2.40965225e+00 -4.78137711e-05 
 3.11400000e-04  2.50092650e+00  3.74170136e+00  2.41218959e+00  2.41101981e+00  2.41044294e+00 -4.78068415e-05 
 3.16400000e-04  2.50091423e+00  3.74275651e+00  2.41325347e+00  2.41196279e+00  2.41132391e+00 -4.77992722e-05 
 3.21400000e-04  2.50090105e+00  3.74389923e+00  2.41440480e+00  2.41299451e+00  2.41229428e+00 -4.77910710e-05 
 3.26400000e-04  2.50088698e+00  3.74512836e+00  2.41564243e+00  2.41411395e+00  2.41335306e+00 -4.77822460e-05 
 3.31400000e-04  2.50087204e+00  3.74644268e+00  2.41696512e+00  2.41531998e+00  2.41449920e+00 -4.77728062e-05 
 3.36400000e-04  2.50085623e+00  3.74784085e+00  2.41837153e+00  2.41661138e+00  2.41573154e+00 -4.77627611e-05 
 3.41400000e-04  2.50083958e+00  3.74932149e+00  2.41986026e+00  2.41798687e+00  2.41704884e+00 -4.77521209e-05 
 3.46400000e-04  2.50082210e+00  3.75088311e+00  2.42142981e+00  2.41944507e+00  2.41844979e+00 -4.77408963e-05 
 3.51400000e-04  2.50080382e+00  3.75252413e+00  2.42307861e+00  2.42098450e+00  2.41993298e+00 -4.77290985e-05 
 3.56400000e-04  2.50078473e+00  3.75424292e+00  2.42480500e+00  2.42260363e+00  2.42149692e+00 -4.77167394e-05 
 3.61400000e-04  2.50076488e+00  3.75603775e+00  2.42660726e+00  2.42430083e+00  2.42314003e+00 -4.77038316e-05 
 3.66400000e-04  2.50074426e+00  3.75790682e+00  2.42848358e+00  2.42607440e+00  2.42486069e+00 -4.76903880e-05 
 3.71400000e-04  2.50072292e+00  3.75984826e+00  2.43043207e+00  2.42792256e+00  2.42665715e+00 -4.76764221e-05 
 3.76400000e-04  2.50070086e+00  3.76186012e+00  2.43245079e+00  2.42984346e+00  2.42852762e+00 -4.76619480e-05 
 3.81400000e-04  2.50067811e+00  3.76394039e+00  2.43453771e+00  2.43183518e+00  2.43047022e+00 -4.76469802e-05 
 3.86400000e-04  2.50065469e+00  3.76608699e+00  2.43669074e+00  2.43389571e+00  2.43248301e+00 -4.76315337e-05 
 3.91400000e-04  2.50063062e+00  3.76829777e+00  2.43890774e+00  2.43602301e+00  2.43456398e+00 -4.76156242e-05 
 3.96400000e-04  2.50060593e+00  3.77057051e+00  2.44118648e+00  2.43821493e+00  2.43671103e+00 -4.75992676e-05 
 4.01400000e-04  2.50058065e+00  3.77290294e+00  2.44352468e+00  2.44046929e+00  2.43892202e+00 -4.75824802e-05 
 4.06400000e-04  2.50055479e+00  3.77529274e+00  2.44592000e+00  2.44278383e+00  2.44119475e+00 -4.75652790e-05 
 4.11400000e-04  2.50052838e+00  3.77773751e+00  2.44837006e+00  2.44515624e+00  2.44352692e+00 -4.75476811e-05 
 4.16400000e-04  2.50050145e+00  3.78023481e+00  2.45087240e+00  2.44758415e+00  2.44591623e+00 -4.75297043e-05 
 4.21400000e-04  2.50047403e+00  3.78278215e+00  2.45342452e+00  2.45006512e+00  2.44836027e+00 -4.75113665e-05 
 4.26400000e-04  2.50044614e+00  3.78537699e+00  2.45602389e+00  2.45259668e+00  2.45085660e+00 -4.74926860e-05 
 4.31400000e-04  2.50041780e+00  3.78801673e+00  2.45866789e+00  2.45517631e+00  2.45340273e+00 -4.74736817e-05 
 4.36400000e-04  2.50038906e+00  3.79069875e+00  2.46135391e+00  2.45780144e+00  2.45599613e+00 -4.74543724e-05 
 4.41400000e-04  2.50035993e+00  3.79342036e+00  2.46407925e+00  2.46046943e+00  2.45863420e+00 -4.74347775e-05 
 4.46400000e-04  2.50033045e+00  3.79617887e+00  2.46684121e+00  2.46317764e+00  2.46131431e+00 -4.74149165e-05 
 4.51400000e-04  2.50030064e+00  3.79897151e+00  2.46963703e+00  2.46592336e+00  2.46403380e+00 -4.73948093e-05 
 4.56400000e-04  2.50027053e+00  3.80179552e+00  2.47246394e+00  2.46870386e+00  2.46678994e+00 -4.73744760e-05 
 4.61400000e-04  2.50024016e+00  3.80464809e+00  2.47531911e+00  2.47151638e+00  2.46958001e+00 -4.73539367e-05 
 4.66400000e-04  2.50020955e+00  3.80752637e+00  2.47819972e+00  2.47435811e+00  2.47240121e+00 -4.73332120e-05 
 4.71400000e-04  2.50017873e+00  3.81042751e+00  2.48110289e+00  2.47722622e+00  2.47525075e+00 -4.73123225e-05 
 4.76400000e-04  2.50014774e+00  3.81334862e+00  2.48402575e+00  2.48011788e+00  2.47812579e+00 -4.72912889e-05 
 4.81400000e-04  2.50011660e+00  3.81628681e+00  2.48696539e+00  2.48303020e+00  2.48102348e+00 -4.72701322e-05 
 4.86400000e-04  2.50008535e+00  3.81923917e+00  2.48991890e+00  2.48596029e+00  2.48394093e+00 -4.72488733e-05 
 4.91400000e-04  2.50005401e+00  3.82220276e+00  2.49288336e+00  2.48890525e+00  2.48687525e+00 -4.72275335e-05 
 4.96400000e-04  2.50002262e+00  3.82517466e+00  2.49585581e+00  2.49186216e+00  2.48982354e+00 -4.72061337e-05 
 5.01400000e-04  2.49999120e+00  3.82815191e+00  2.49883333e+00  2.49482809e+00  2.49278286e+00 -4.71846953e-05 
 5.06400000e-04  2.49995980e+00  3.83113157e+00  2.50181296e+00  2.49780010e+00  2.49575028e+00 -4.71632395e-05 
 5.11400000e-04  2.49992843e+00  3.83411070e+00  2.50479176e+00  2.50077525e+00  2.49872288e+00 -4.71417874e-05 
 5.16400000e-04  2.49989714e+00  3.83708636e+00  2.50776679e+00  2.50375059e+00  2.50169770e+00 -4.71203602e-05 
 5.21400000e-04  2.49986594e+00  3.84005559e+00  2.51073510e+00  2.50672319e+00  2.50467181e+00 -4.70989792e-05 
 5.26400000e-04  2.49983488e+00  3.84301549e+00  2.51369377e+00  2.50969012e+00  2.50764227e+00 -4.70776655e-05 
 5.31400000e-04  2.49980399e+00  3.84596312e+00  2.51663989e+00  2.51264843e+00  2.51060614e+00 -4.70564399e-05 
 5.36400000e-04  2.49977328e+00  3.84889558e+00  2.51957054e+00  2.51559522e+00  2.51356050e+00 -4.70353235e-05 
 5.41400000e-04  2.49974280e+00  3.85180999e+00  2.52248285e+00  2.51852758e+00  2.51650243e+00 -4.70143369e-05 
 5.46400000e-04  2.49971257e+00  3.85470348e+00  2.52537394e+00  2.52144263e+00  2.51942905e+00 -4.69935009e-05 
 5.51400000e-04  2.49968263e+00  3.85757320e+00  2.52824098e+00  2.52433748e+00  2.52233746e+00 -4.69728358e-05 
 5.56400000e-04  2.49965300e+00  3.86041634e+00  2.53108115e+00  2.52720931e+00  2.52522480e+00 -4.69523621e-05 
 5.61400000e-04  2.49962371e+00  3.86323010e+00  2.53389167e+00  2.53005528e+00  2.52808824e+00 -4.69320996e-05 
 5.66400000e-04  2.49959479e+00  3.86601172e+00  2.53666976e+00  2.53287260e+00  2.53092497e+00 -4.69120683e-05 
 5.71400000e-04  2.49956628e+00  3.86875849e+00  2.53941272e+00  2.53565851e+00  2.53373219e+00 -4.68922877e-05 
 5.76400000e-04  2.49953819e+00  3.87146770e+00  2.54211785e+00  2.53841028e+00  2.53650715e+00 -4.68727772e-05 
 5.81400000e-04  2.49951056e+00  3.87413670e+00  2.54478252e+00  2.54112520e+00  2.53924714e+00 -4.68535558e-05 
 5.86400000e-04  2.49948341e+00  3.87676290e+00  2.54740410e+00  2.54380063e+00  2.54194947e+00 -4.68346423e-05 
 5.91400000e-04  2.49945677e+00  3.87934371e+00  2.54998004e+00  2.54643394e+00  2.54461150e+00 -4.68160551e-05 
 5.96400000e-04  2.49943066e+00  3.88187662e+00  2.55250784e+00  2.54902257e+00  2.54723062e+00 -4.67978123e-05 
 6.01400000e-04  2.49940512e+00  3.88435917e+00  2.55498501e+00  2.55156397e+00  2.54980428e+00 -4.67799316e-05 
 6.06400000e-04  2.49938017e+00  3.88678892e+00  2.55740914e+00  2.55405568e+00  2.55232995e+00 -4.67624305e-05 
 6.11400000e-04  2.49935582e+00  3.88916352e+00  2.55977788e+00  2.55649527e+00  2.55480518e+00 -4.67453258e-05 
 6.16400000e-04  2.49933212e+00  3.89148065e+00  2.56208891e+00  2.55888035e+00  2.55722756e+00 -4.67286342e-05 
 6.21400000e-04  2.49930907e+00  3.89373806e+00  2.56434000e+00  2.56120860e+00  2.55959471e+00 -4.67123718e-05 
 6.26400000e-04  2.49928670e+00  3.89593355e+00  2.56652894e+00  2.56347776e+00  2.56190435e+00 -4.66965545e-05 
 6.31400000e-04  2.49926504e+00  3.89806499e+00  2.56865363e+00  2.56568562e+00  2.56415421e+00 -4.66811974e-05 
 6.36400000e-04  2.49924410e+00  3.90013031e+00  2.57071198e+00  2.56783004e+00  2.56634213e+00 -4.66663155e-05 
 6.41400000e-04  2.49922391e+00  3.90212751e+00  2.57270201e+00  2.56990893e+00  2.56846596e+00 -4.66519230e-05 
 6.46400000e-04  2.49920448e+00  3.90405466e+00  2.57462179e+00  2.57192028e+00  2.57052365e+00 -4.66380339e-05 
 6.51400000e-04  2.49918584e+00  3.90590988e+00  2.57646946e+00  2.57386214e+00  2.57251320e+00 -4.66246616e-05 
 6.56400000e-04  2.49916801e+00  3.90769139e+00  2.57824323e+00  2.57573262e+00  2.57443268e+00 -4.66118190e-05 
 6.61400000e-04  2.49915099e+00  3.90939745e+00  2.57994138e+00  2.57752992e+00  2.57628024e+00 -4.65995183e-05 
 6.66400000e-04  2.49913481e+00  3.91102642e+00  2.58156228e+00  2.57925230e+00  2.57805408e+00 -4.65877714e-05 
 6.71400000e-04  2.49911949e+00  3.91257672e+00  2.58310435e+00  2.58089808e+00  2.57975249e+00 -4.65765897e-05 
 6.76400000e-04  2.49910503e+00  3.91404686e+00  2.58456610e+00  2.58246568e+00  2.58137383e+00 -4.65659838e-05 
 6.81400000e-04  2.49909146e+00  3.91543542e+00  2.58594613e+00  2.58395359e+00  2.58291653e+00 -4.65559640e-05 
 6.86400000e-04  2.49907879e+00  3.91674105e+00  2.58724311e+00  2.58536037e+00  2.58437909e+00 -4.65465397e-05 
 6.91400000e-04  2.49906702e+00  3.91796251e+00  2.58845578e+00  2.58668465e+00  2.58576011e+00 -4.65377202e-05 
 6.96400000e-04  2.49905618e+00  3.91909860e+00  2.58958297e+00  2.58792517e+00  2.58705826e+00 -4.65295138e-05 
 7.01400000e-04  2.49904626e+00  3.92014824e+00  2.59062361e+00  2.58908073e+00  2.58827228e+00 -4.65219283e-05 
 7.06400000e-04  2.49903729e+00  3.92111042e+00  2.59157667e+00  2.59015020e+00  2.58940101e+00 -4.65149711e-05 
 7.11400000e-04  2.49902927e+00  3.92198421e+00  2.59244126e+00  2.59113257e+00  2.59044335e+00 -4.65086488e-05 
 7.16400000e-04  2.49902220e+00  3.92276877e+00  2.59321653e+00  2.59202689e+00  2.59139829e+00 -4.65029675e-05 
 7.21400000e-04  2.49901610e+00  3.92346334e+00  2.59390175e+00  2.59283230e+00  2.59226493e+00 -4.64979325e-05 
 7.26400000e-04  2.49901097e+00  3.92406725e+00  2.59449624e+00  2.59354801e+00  2.59304243e+00 -4.64935487e-05 
 7.31400000e-04  2.49900682e+00  3.92457993e+00  2.59499944e+00  2.59417334e+00  2.59373003e+00 -4.64898203e-05 
 7.36400000e-04  2.49900365e+00  3.92500088e+00  2.59541087e+00  2.59470770e+00  2.59432708e+00 -4.64867509e-05 
 7.41400000e-04  2.49900146e+00  3.92532969e+00  2.59573013e+00  2.59515056e+00  2.59483300e+00 -4.64843433e-05 
 7.46400000e-04  2.49900026e+00  3.92556605e+00  2.59595691e+00  2.59550150e+00  2.59524731e+00 -4.64825999e-05 
 7.51400000e-04  2.49900004e+00  3.92570973e+00  2.59609099e+00  2.59576018e+00  2.59556960e+00 -4.64815224e-05 
 7.56400000e-04  2.49900081e+00  3.92576060e+00  2.59613224e+00  2.59592635e+00  2.59579957e+00 -4.64811118e-05 
 7.61400000e-04  2.49900256e+00  3.92571860e+00  2.59608063e+00  2.59599985e+00  2.59593699e+00 -4.64813684e-05 
 7.66400000e-04  2.49900530e+00  3.92558377e+00  2.59593620e+00  2.59598062e+00  2.59598173e+00 -4.64822921e-05 
 7.71400000e-04  2.49900903e+00  3.92535624e+00  2.59569909e+00  2.59586866e+00  2.59593376e+00 -4.64838820e-05 
 7.76400000e-04  2.49901373e+00  3.92503623e+00  2.59536952e+00  2.59566409e+00  2.59579310e+00 -4.64861366e-05 
 7.81400000e-04  2.49901940e+00  3.92462405e+00  2.59494782e+00  2.59536710e+00  2.59555990e+00 -4.64890537e-05 
 7.86400000e-04  2.49902604e+00  3.92412008e+00  2.59443439e+00  2.59497797e+00  2.59523438e+00 -4.64926306e-05 
 7.91400000e-04  2.49903364e+00  3.92352482e+00  2.59382972e+00  2.59449709e+00  2.59481686e+00 -4.64968638e-05 
 7.96400000e-04  2.49904220e+00  3.92283884e+00  2.59313439e+00  2.59392490e+00  2.59430773e+00 -4.65017494e-05 
 8.01400000e-04  2.49905170e+00  3.92206279e+00  2.59234907e+00  2.59326197e+00  2.59370748e+00 -4.65072826e-05 
 8.06400000e-04  2.49906214e+00  3.92119742e+00  2.59147451e+00  2.59250892e+00  2.59301669e+00 -4.65134582e-05 
 8.11400000e-04  2.49907350e+00  3.92024357e+00  2.59051155e+00  2.59166648e+00  2.59223602e+00 -4.65202702e-05 
 8.16400000e-04  2.49908577e+00  3.91920214e+00  2.58946112e+00  2.59073546e+00  2.59136623e+00 -4.65277123e-05 
 8.21400000e-04  2.49909895e+00  3.91807414e+00  2.58832424e+00  2.58971675e+00  2.59040814e+00 -4.65357773e-05 
 8.26400000e-04  2.49911302e+00  3.91686066e+00  2.58710198e+00  2.58861134e+00  2.58936268e+00 -4.65444574e-05 
 8.31400000e-04  2.49912796e+00  3.91556286e+00  2.58579554e+00  2.58742029e+00  2.58823086e+00 -4.65537444e-05 
 8.36400000e-04  2.49914377e+00  3.91418200e+00  2.58440617e+00  2.58614474e+00  2.58701376e+00 -4.65636294e-05 
 8.41400000e-04  2.49916042e+00  3.91271941e+00  2.58293521e+00  2.58478593e+00  2.58571256e+00 -4.65741029e-05 
 8.46400000e-04  2.49917790e+00  3.91117649e+00  2.58138408e+00  2.58334516e+00  2.58432851e+00 -4.65851549e-05 
 8.51400000e-04  2.49919618e+00  3.90955474e+00  2.57975427e+00  2.58182382e+00  2.58286295e+00 -4.65967748e-05 
 8.56400000e-04  2.49921527e+00  3.90785572e+00  2.57804736e+00  2.58022339e+00  2.58131728e+00 -4.66089514e-05 
 8.61400000e-04  2.49923512e+00  3.90608107e+00  2.57626499e+00  2.57854540e+00  2.57969301e+00 -4.66216730e-05 
 8.66400000e-04  2.49925574e+00  3.90423251e+00  2.57440890e+00  2.57679148e+00  2.57799169e+00 -4.66349274e-05 
 8.71400000e-04  2.49927708e+00  3.90231183e+00  2.57248087e+00  2.57496332e+00  2.57621498e+00 -4.66487018e-05 
 8.76400000e-04  2.49929914e+00  3.90032088e+00  2.57048278e+00  2.57306270e+00  2.57436458e+00 -4.66629830e-05 
 8.81400000e-04  2.49932189e+00  3.89826160e+00  2.56841655e+00  2.57109144e+00  2.57244230e+00 -4.66777572e-05 
 8.86400000e-04  2.49934531e+00  3.89613598e+00  2.56628420e+00  2.56905147e+00  2.57044999e+00 -4.66930102e-05 
 8.91400000e-04  2.49936938e+00  3.89394609e+00  2.56408779e+00  2.56694475e+00  2.56838959e+00 -4.67087272e-05 
 8.96400000e-04  2.49939407e+00  3.89169405e+00  2.56182945e+00  2.56477333e+00  2.56626308e+00 -4.67248930e-05 
 9.01400000e-04  2.49941935e+00  3.88938204e+00  2.55951137e+00  2.56253933e+00  2.56407253e+00 -4.67414920e-05 
 9.06400000e-04  2.49944521e+00  3.88701232e+00  2.55713582e+00  2.56024490e+00  2.56182008e+00 -4.67585081e-05 
 9.11400000e-04  2.49947162e+00  3.88458719e+00  2.55470510e+00  2.55789228e+00  2.55950790e+00 -4.67759249e-05 
 9.16400000e-04  2.49949855e+00  3.88210902e+00  2.55222158e+00  2.55548376e+00  2.55713825e+00 -4.67937254e-05 
 9.21400000e-04  2.49952597e+00  3.87958021e+00  2.54968768e+00  2.55302168e+00  2.55471344e+00 -4.68118923e-05 
 9.26400000e-04  2.49955386e+00  3.87700324e+00  2.54710587e+00  2.55050845e+00  2.55223582e+00 -4.68304080e-05 
 9.31400000e-04  2.49958220e+00  3.87438062e+00  2.54447867e+00  2.54794651e+00  2.54970780e+00 -4.68492544e-05 
 9.36400000e-04  2.49961094e+00  3.87171491e+00  2.54180864e+00  2.54533836e+00  2.54713186e+00 -4.68684133e-05 
 9.41400000e-04  2.49964007e+00  3.86900872e+00  2.53909841e+00  2.54268655e+00  2.54451051e+00 -4.68878658e-05 
 9.46400000e-04  2.49966955e+00  3.86626469e+00  2.53635061e+00  2.53999367e+00  2.54184631e+00 -4.69075931e-05 
 9.51400000e-04  2.49969936e+00  3.86348552e+00  2.53356794e+00  2.53726236e+00  2.53914186e+00 -4.69275759e-05 
 9.56400000e-04  2.49972947e+00  3.86067392e+00  2.53075313e+00  2.53449528e+00  2.53639981e+00 -4.69477945e-05 
 9.61400000e-04  2.49975984e+00  3.85783266e+00  2.52790893e+00  2.53169516e+00  2.53362284e+00 -4.69682293e-05 
 9.66400000e-04  2.49979045e+00  3.85496452e+00  2.52503814e+00  2.52886473e+00  2.53081368e+00 -4.69888602e-05 
 9.71400000e-04  2.49982127e+00  3.85207231e+00  2.52214358e+00  2.52600677e+00  2.52797508e+00 -4.70096670e-05 
 9.76400000e-04  2.49985226e+00  3.84915889e+00  2.51922809e+00  2.52312409e+00  2.52510983e+00 -4.70306292e-05 
 9.81400000e-04  2.49988340e+00  3.84622711e+00  2.51629454e+00  2.52021952e+00  2.52222073e+00 -4.70517262e-05 
 9.86400000e-04  2.49991465e+00  3.84327987e+00  2.51334581e+00  2.51729592e+00  2.51931064e+00 -4.70729373e-05 
 9.91400000e-04  2.49994599e+00  3.84032007e+00  2.51038482e+00  2.51435616e+00  2.51638240e+00 -4.70942417e-05 
 9.96400000e-04  2.49997738e+00  3.83735061e+00  2.50741448e+00  2.51140314e+00  2.51343891e+00 -4.71156182e-05 
 1.00140000e-03  2.50000880e+00  3.83437445e+00  2.50443772e+00  2.50843977e+00  2.51048307e+00 -4.71370459e-05 
 1.00640000e-03  2.50004020e+00  3.83139450e+00  2.50145747e+00  2.50546897e+00  2.50751778e+00 -4.71585035e-05 
 1.01140000e-03  2.50007157e+00  3.82841372e+00  2.49847670e+00  2.50249368e+00  2.50454597e+00 -4.71799699e-05 
