 time            v(vin)          v(b3_collector) v(vout_final)   i(vdd)         
 0.00000000e+00  2.50000000e+00  3.82990743e+00  2.50000000e+00 -3.31711234e-05 
 5.00000000e-08  2.50000031e+00  3.82990743e+00  2.50000000e+00 -3.31711235e-05 
 1.00000000e-07  2.50000063e+00  3.82990743e+00  2.50000000e+00 -3.31711238e-05 
 2.00000000e-07  2.50000126e+00  3.82990743e+00  2.50000000e+00 -3.31711246e-05 
 4.00000000e-07  2.50000251e+00  3.82990741e+00  2.49999998e+00 -3.31711279e-05 
 8.00000000e-07  2.50000503e+00  3.82990722e+00  2.49999980e+00 -3.31711379e-05 
 1.60000000e-06  2.50001005e+00  3.82990475e+00  2.49999733e+00 -3.31711636e-05 
 3.20000000e-06  2.50002010e+00  3.82987662e+00  2.49996929e+00 -3.31712738e-05 
 6.40000000e-06  2.50004020e+00  3.82962718e+00  2.49972066e+00 -3.31724334e-05 
 1.14000000e-05  2.50007157e+00  3.82853987e+00  2.49863689e+00 -3.31787988e-05 
 1.64000000e-05  2.50010286e+00  3.82665177e+00  2.49675505e+00 -3.31912003e-05 
 2.14000000e-05  2.50013406e+00  3.82423253e+00  2.49434397e+00 -3.32079565e-05 
 2.64000000e-05  2.50016512e+00  3.82153557e+00  2.49165631e+00 -3.32270560e-05 
 3.14000000e-05  2.50019601e+00  3.81870738e+00  2.48883811e+00 -3.32472776e-05 
 3.64000000e-05  2.50022672e+00  3.81582260e+00  2.48596379e+00 -3.32679962e-05 
 4.14000000e-05  2.50025720e+00  3.81291919e+00  2.48307118e+00 -3.32888952e-05 
 4.64000000e-05  2.50028743e+00  3.81001712e+00  2.48018021e+00 -3.33098098e-05 
 5.14000000e-05  2.50031737e+00  3.80712760e+00  2.47730202e+00 -3.33306489e-05 
 5.64000000e-05  2.50034700e+00  3.80425754e+00  2.47444352e+00 -3.33513576e-05 
 6.14000000e-05  2.50037629e+00  3.80141175e+00  2.47160950e+00 -3.33718989e-05 
 6.64000000e-05  2.50040521e+00  3.79859404e+00  2.46880374e+00 -3.33922441e-05 
 7.14000000e-05  2.50043372e+00  3.79580765e+00  2.46602949e+00 -3.34123690e-05 
 7.64000000e-05  2.50046181e+00  3.79305561e+00  2.46328975e+00 -3.34322517e-05 
 8.14000000e-05  2.50048944e+00  3.79034075e+00  2.46058735e+00 -3.34518712e-05 
 8.64000000e-05  2.50051659e+00  3.78766584e+00  2.45792503e+00 -3.34712077e-05 
 9.14000000e-05  2.50054323e+00  3.78503357e+00  2.45530548e+00 -3.34902416e-05 
 9.64000000e-05  2.50056934e+00  3.78244657e+00  2.45273131e+00 -3.35089537e-05 
 1.01400000e-04  2.50059488e+00  3.77990743e+00  2.45020511e+00 -3.35273252e-05 
 1.06400000e-04  2.50061983e+00  3.77741869e+00  2.44772940e+00 -3.35453377e-05 
 1.11400000e-04  2.50064418e+00  3.77498283e+00  2.44530664e+00 -3.35629733e-05 
 1.16400000e-04  2.50066788e+00  3.77260229e+00  2.44293926e+00 -3.35802141e-05 
 1.21400000e-04  2.50069093e+00  3.77027945e+00  2.44062963e+00 -3.35970430e-05 
 1.26400000e-04  2.50071330e+00  3.76801662e+00  2.43838006e+00 -3.36134430e-05 
 1.31400000e-04  2.50073496e+00  3.76581608e+00  2.43619278e+00 -3.36293977e-05 
 1.36400000e-04  2.50075590e+00  3.76368001e+00  2.43407000e+00 -3.36448911e-05 
 1.41400000e-04  2.50077609e+00  3.76161057e+00  2.43201383e+00 -3.36599076e-05 
 1.46400000e-04  2.50079552e+00  3.75960981e+00  2.43002633e+00 -3.36744321e-05 
 1.51400000e-04  2.50081416e+00  3.75767975e+00  2.42810949e+00 -3.36884501e-05 
 1.56400000e-04  2.50083199e+00  3.75582230e+00  2.42626523e+00 -3.37019474e-05 
 1.61400000e-04  2.50084901e+00  3.75403935e+00  2.42449540e+00 -3.37149105e-05 
 1.66400000e-04  2.50086519e+00  3.75233266e+00  2.42280177e+00 -3.37273263e-05 
 1.71400000e-04  2.50088051e+00  3.75070395e+00  2.42118603e+00 -3.37391824e-05 
 1.76400000e-04  2.50089497e+00  3.74915486e+00  2.41964981e+00 -3.37504667e-05 
 1.81400000e-04  2.50090854e+00  3.74768693e+00  2.41819465e+00 -3.37611681e-05 
 1.86400000e-04  2.50092121e+00  3.74630164e+00  2.41682200e+00 -3.37712756e-05 
 1.91400000e-04  2.50093298e+00  3.74500037e+00  2.41553323e+00 -3.37807791e-05 
 1.96400000e-04  2.50094382e+00  3.74378443e+00  2.41432966e+00 -3.37896691e-05 
 2.01400000e-04  2.50095374e+00  3.74265505e+00  2.41321247e+00 -3.37979365e-05 
 2.06400000e-04  2.50096271e+00  3.74161335e+00  2.41218279e+00 -3.38055731e-05 
 2.11400000e-04  2.50097073e+00  3.74066037e+00  2.41124166e+00 -3.38125712e-05 
 2.16400000e-04  2.50097780e+00  3.73979708e+00  2.41039001e+00 -3.38189236e-05 
 2.21400000e-04  2.50098390e+00  3.73902434e+00  2.40962870e+00 -3.38246241e-05 
 2.26400000e-04  2.50098903e+00  3.73834292e+00  2.40895850e+00 -3.38296668e-05 
 2.31400000e-04  2.50099318e+00  3.73775351e+00  2.40838007e+00 -3.38340468e-05 
 2.36400000e-04  2.50099635e+00  3.73725670e+00  2.40789401e+00 -3.38377595e-05 
 2.41400000e-04  2.50099854e+00  3.73685299e+00  2.40750079e+00 -3.38408012e-05 
 2.46400000e-04  2.50099974e+00  3.73654278e+00  2.40720080e+00 -3.38431690e-05 
 2.51400000e-04  2.50099996e+00  3.73632639e+00  2.40699436e+00 -3.38448603e-05 
 2.56400000e-04  2.50099919e+00  3.73620402e+00  2.40688166e+00 -3.38458735e-05 
 2.61400000e-04  2.50099744e+00  3.73617581e+00  2.40686282e+00 -3.38462077e-05 
 2.66400000e-04  2.50099470e+00  3.73624178e+00  2.40693786e+00 -3.38458624e-05 
 2.71400000e-04  2.50099097e+00  3.73640186e+00  2.40710670e+00 -3.38448380e-05 
 2.76400000e-04  2.50098627e+00  3.73665589e+00  2.40736916e+00 -3.38431356e-05 
 2.81400000e-04  2.50098060e+00  3.73700362e+00  2.40772500e+00 -3.38407569e-05 
 2.86400000e-04  2.50097396e+00  3.73744469e+00  2.40817384e+00 -3.38377043e-05 
 2.91400000e-04  2.50096636e+00  3.73797867e+00  2.40871524e+00 -3.38339809e-05 
 2.96400000e-04  2.50095780e+00  3.73860501e+00  2.40934865e+00 -3.38295905e-05 
 3.01400000e-04  2.50094830e+00  3.73932308e+00  2.41007343e+00 -3.38245375e-05 
 3.06400000e-04  2.50093786e+00  3.74013217e+00  2.41088887e+00 -3.38188270e-05 
 3.11400000e-04  2.50092650e+00  3.74103146e+00  2.41179412e+00 -3.38124648e-05 
 3.16400000e-04  2.50091423e+00  3.74202005e+00  2.41278830e+00 -3.38054574e-05 
 3.21400000e-04  2.50090105e+00  3.74309694e+00  2.41387040e+00 -3.37978117e-05 
 3.26400000e-04  2.50088698e+00  3.74426105e+00  2.41503932e+00 -3.37895355e-05 
 3.31400000e-04  2.50087204e+00  3.74551122e+00  2.41629391e+00 -3.37806372e-05 
 3.36400000e-04  2.50085623e+00  3.74684619e+00  2.41763289e+00 -3.37711258e-05 
 3.41400000e-04  2.50083958e+00  3.74826461e+00  2.41905493e+00 -3.37610108e-05 
 3.46400000e-04  2.50082210e+00  3.74976507e+00  2.42055860e+00 -3.37503025e-05 
 3.51400000e-04  2.50080382e+00  3.75134606e+00  2.42214239e+00 -3.37390116e-05 
 3.56400000e-04  2.50078473e+00  3.75300600e+00  2.42380471e+00 -3.37271495e-05 
 3.61400000e-04  2.50076488e+00  3.75474321e+00  2.42554389e+00 -3.37147281e-05 
 3.66400000e-04  2.50074426e+00  3.75655597e+00  2.42735820e+00 -3.37017601e-05 
 3.71400000e-04  2.50072292e+00  3.75844245e+00  2.42924580e+00 -3.36882584e-05 
 3.76400000e-04  2.50070086e+00  3.76040076e+00  2.43120482e+00 -3.36742366e-05 
 3.81400000e-04  2.50067811e+00  3.76242893e+00  2.43323329e+00 -3.36597089e-05 
 3.86400000e-04  2.50065469e+00  3.76452495e+00  2.43532917e+00 -3.36446897e-05 
 3.91400000e-04  2.50063062e+00  3.76668671e+00  2.43749037e+00 -3.36291943e-05 
 3.96400000e-04  2.50060593e+00  3.76891205e+00  2.43971473e+00 -3.36132382e-05 
 4.01400000e-04  2.50058065e+00  3.77119874e+00  2.44200003e+00 -3.35968374e-05 
 4.06400000e-04  2.50055479e+00  3.77354450e+00  2.44434397e+00 -3.35800084e-05 
 4.11400000e-04  2.50052838e+00  3.77594698e+00  2.44674421e+00 -3.35627681e-05 
 4.16400000e-04  2.50050145e+00  3.77840377e+00  2.44919835e+00 -3.35451336e-05 
 4.21400000e-04  2.50047403e+00  3.78091244e+00  2.45170395e+00 -3.35271228e-05 
 4.26400000e-04  2.50044614e+00  3.78347046e+00  2.45425851e+00 -3.35087537e-05 
 4.31400000e-04  2.50041780e+00  3.78607530e+00  2.45685946e+00 -3.34900446e-05 
 4.36400000e-04  2.50038906e+00  3.78872434e+00  2.45950423e+00 -3.34710142e-05 
 4.41400000e-04  2.50035993e+00  3.79141495e+00  2.46219016e+00 -3.34516817e-05 
 4.46400000e-04  2.50033045e+00  3.79414446e+00  2.46491459e+00 -3.34320662e-05 
 4.51400000e-04  2.50030064e+00  3.79691012e+00  2.46767479e+00 -3.34121874e-05 
 4.56400000e-04  2.50027053e+00  3.79970921e+00  2.47046803e+00 -3.33920652e-05 
 4.61400000e-04  2.50024016e+00  3.80253892e+00  2.47329153e+00 -3.33717195e-05 
 4.66400000e-04  2.50020955e+00  3.80539645e+00  2.47614246e+00 -3.33511707e-05 
 4.71400000e-04  2.50017873e+00  3.80827896e+00  2.47901801e+00 -3.33304393e-05 
 4.76400000e-04  2.50014774e+00  3.81118358e+00  2.48191530e+00 -3.33095457e-05 
 4.81400000e-04  2.50011660e+00  3.81410742e+00  2.48483148e+00 -3.32885110e-05 
 4.86400000e-04  2.50008535e+00  3.81704759e+00  2.48776364e+00 -3.32673558e-05 
 4.91400000e-04  2.50005401e+00  3.82000117e+00  2.49070887e+00 -3.32461013e-05 
 4.96400000e-04  2.50002262e+00  3.82296523e+00  2.49366425e+00 -3.32247685e-05 
 5.01400000e-04  2.49999120e+00  3.82593684e+00  2.49662687e+00 -3.32033786e-05 
 5.06400000e-04  2.49995980e+00  3.82891306e+00  2.49959378e+00 -3.31819528e-05 
 5.11400000e-04  2.49992843e+00  3.83189093e+00  2.50256205e+00 -3.31605122e-05 
 5.16400000e-04  2.49989714e+00  3.83486753e+00  2.50552875e+00 -3.31390780e-05 
 5.21400000e-04  2.49986594e+00  3.83783990e+00  2.50849094e+00 -3.31176715e-05 
 5.26400000e-04  2.49983488e+00  3.84080512e+00  2.51144570e+00 -3.30963137e-05 
 5.31400000e-04  2.49980399e+00  3.84376025e+00  2.51439012e+00 -3.30750258e-05 
 5.36400000e-04  2.49977328e+00  3.84670239e+00  2.51732129e+00 -3.30538287e-05 
 5.41400000e-04  2.49974280e+00  3.84962863e+00  2.52023633e+00 -3.30327432e-05 
 5.46400000e-04  2.49971257e+00  3.85253610e+00  2.52313237e+00 -3.30117901e-05 
 5.51400000e-04  2.49968263e+00  3.85542194e+00  2.52600655e+00 -3.29909900e-05 
 5.56400000e-04  2.49965300e+00  3.85828331e+00  2.52885606e+00 -3.29703633e-05 
 5.61400000e-04  2.49962371e+00  3.86111739e+00  2.53167809e+00 -3.29499303e-05 
 5.66400000e-04  2.49959479e+00  3.86392142e+00  2.53446987e+00 -3.29297109e-05 
 5.71400000e-04  2.49956628e+00  3.86669263e+00  2.53722867e+00 -3.29097249e-05 
 5.76400000e-04  2.49953819e+00  3.86942832e+00  2.53995178e+00 -3.28899919e-05 
 5.81400000e-04  2.49951056e+00  3.87212580e+00  2.54263654e+00 -3.28705312e-05 
 5.86400000e-04  2.49948341e+00  3.87478244e+00  2.54528032e+00 -3.28513617e-05 
 5.91400000e-04  2.49945677e+00  3.87739563e+00  2.54788054e+00 -3.28325022e-05 
 5.96400000e-04  2.49943066e+00  3.87996283e+00  2.55043465e+00 -3.28139710e-05 
 6.01400000e-04  2.49940512e+00  3.88248152e+00  2.55294016e+00 -3.27957862e-05 
 6.06400000e-04  2.49938017e+00  3.88494926e+00  2.55539463e+00 -3.27779653e-05 
 6.11400000e-04  2.49935582e+00  3.88736364e+00  2.55779566e+00 -3.27605259e-05 
 6.16400000e-04  2.49933212e+00  3.88972230e+00  2.56014092e+00 -3.27434847e-05 
 6.21400000e-04  2.49930907e+00  3.89202295e+00  2.56242812e+00 -3.27268583e-05 
 6.26400000e-04  2.49928670e+00  3.89426336e+00  2.56465505e+00 -3.27106627e-05 
 6.31400000e-04  2.49926504e+00  3.89644133e+00  2.56681952e+00 -3.26949138e-05 
