 frequency       onoise_spectrum inoise_spectrum
 1.53992653e+03  6.34491826e-06  6.70163239e-08 
 1.58489319e+03  6.26425901e-06  6.61711261e-08 
 1.63117291e+03  6.18488755e-06  6.53397616e-08 
 1.67880402e+03  6.10678350e-06  6.45220270e-08 
 1.72782598e+03  6.02992677e-06  6.37177227e-08 
 1.77827941e+03  5.95429762e-06  6.29266535e-08 
 1.83020611e+03  5.87987660e-06  6.21486278e-08 
 1.88364909e+03  5.80664455e-06  6.13834578e-08 
 1.93865264e+03  5.73458258e-06  6.06309594e-08 
 1.99526231e+03  5.66367204e-06  5.98909517e-08 
 2.05352503e+03  5.59389454e-06  5.91632574e-08 
 2.11348904e+03  5.52523189e-06  5.84477023e-08 
 2.17520403e+03  5.45766613e-06  5.77441151e-08 
 2.23872114e+03  5.39117949e-06  5.70523278e-08 
 2.30409298e+03  5.32575436e-06  5.63721752e-08 
 2.37137371e+03  5.26137333e-06  5.57034947e-08 
 2.44061907e+03  5.19801913e-06  5.50461267e-08 
 2.51188643e+03  5.13567461e-06  5.43999140e-08 
 2.58523484e+03  5.07432278e-06  5.37647020e-08 
 2.66072506e+03  5.01394673e-06  5.31403386e-08 
 2.73841963e+03  4.95452970e-06  5.25266739e-08 
 2.81838293e+03  4.89605496e-06  5.19235604e-08 
 2.90068120e+03  4.83850589e-06  5.13308530e-08 
 2.98538262e+03  4.78186592e-06  5.07484084e-08 
 3.07255737e+03  4.72611855e-06  5.01760857e-08 
 3.16227766e+03  4.67124728e-06  4.96137459e-08 
 3.25461783e+03  4.61723567e-06  4.90612520e-08 
 3.34965439e+03  4.56406726e-06  4.85184688e-08 
 3.44746607e+03  4.51172560e-06  4.79852632e-08 
 3.54813389e+03  4.46019423e-06  4.74615037e-08 
 3.65174127e+03  4.40945664e-06  4.69470607e-08 
 3.75837404e+03  4.35949629e-06  4.64418061e-08 
 3.86812055e+03  4.31029659e-06  4.59456138e-08 
 3.98107171e+03  4.26184087e-06  4.54583590e-08 
 4.09732110e+03  4.21411237e-06  4.49799186e-08 
 4.21696503e+03  4.16709424e-06  4.45101710e-08 
 4.34010264e+03  4.12076950e-06  4.40489962e-08 
 4.46683592e+03  4.07512107e-06  4.35962756e-08 
 4.59726989e+03  4.03013172e-06  4.31518920e-08 
 4.73151259e+03  3.98578404e-06  4.27157295e-08 
 4.86967525e+03  3.94206048e-06  4.22876738e-08 
 5.01187234e+03  3.89894329e-06  4.18676116e-08 
 5.15822165e+03  3.85641453e-06  4.14554313e-08 
 5.30884444e+03  3.81445604e-06  4.10510222e-08 
 5.46386550e+03  3.77304943e-06  4.06542751e-08 
